"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"26060_at",1.09930584272501,7.45275229227459,4.82976174675276,5.8821662504739e-05,0.00140364572910773,1.84345482092645,"26060_at","APPL1"
"257177_at",1.09820412736951,7.2531928045285,2.76204450276007,0.0106466707244932,0.0332956340642013,-3.01955994022189,"257177_at","CFAP126"
"81555_at",1.09760148770862,8.23084421667984,4.42477612067956,0.000167558941228117,0.00228587499277574,0.851958997496483,"81555_at","YIPF5"
"89890_at",1.09742752909327,6.90148810633455,4.0449266819937,0.000445742689740241,0.00402121890823745,-0.0719535041711818,"89890_at","KBTBD6"
"105371934_at",-1.09639193154184,5.98382711634036,-6.21481007958259,1.73046446923412e-06,0.000407434875721744,5.18433952060684,"105371934_at","LOC105371934"
"23075_at",1.09611563714351,6.64949922211021,3.60879049728463,0.00135228590258515,0.00794273349430305,-1.11408413194771,"23075_at","SWAP70"
"94274_at",1.09540025054812,8.84022482665968,3.41984139068214,0.0021706893287658,0.0107635924014618,-1.55565629635323,"94274_at","PPP1R14A"
"116135_at",1.09415246723787,5.58481474614042,5.06229266484603,3.2280038364423e-05,0.00111663904469188,2.41246838475112,"116135_at","LRRC3B"
"200575_at",-1.09343941973055,6.37875728636621,-5.25779788703065,1.9522064817491e-05,0.00092567124009603,2.88945196415363,"200575_at","CRYGEP"
"2770_at",1.09258201769579,7.66046813434045,4.17808308889645,0.000316579219872461,0.00331723736089753,0.250734138630629,"2770_at","GNAI1"
"1743_at",1.09221533581449,8.78140014065266,6.70592596585067,5.16530006502386e-07,0.000331838404341991,6.32440620545775,"1743_at","DLST"
"283927_at",1.09186638178087,6.83363102408286,4.39550929622476,0.00018071587583665,0.00239287912129149,0.780458904401113,"283927_at","NUDT7"
"3597_at",1.09173179525237,6.89302560946792,4.44437770159084,0.000159285235373749,0.00223756776673775,0.899866235575034,"3597_at","IL13RA1"
"9801_at",1.09136203532164,6.34522328943784,4.54045518480797,0.000124261713393877,0.00198557950577683,1.13487575309856,"9801_at","MRPL19"
"91607_at",1.09126431795433,7.12652576848497,3.70332857568289,0.00106507328646928,0.00681641495279333,-0.890589941417232,"91607_at","SLFN11"
"7485_at",1.09091686720369,9.07917633653381,4.57052793186621,0.000114966969508959,0.00191291728155585,1.20848762282467,"7485_at","GET1"
"7291_at",1.09072552635553,7.78538898555833,2.8579281879003,0.00850241753696229,0.0281945566650053,-2.81494507603583,"7291_at","TWIST1"
"10569_at",1.0896116746283,7.32419254530168,3.9588831718694,0.000555673270784639,0.00457552586694396,-0.279545047443235,"10569_at","SLU7"
"100505851_at",1.088928476395,6.87492584403971,2.55562488240616,0.0171070559738643,0.0470426815100867,-3.44748530494084,"100505851_at","LOC100505851"
"282616_at",-1.08867357508566,4.57674704423015,-5.9781256535487,3.12756709652681e-06,0.000496628561281048,4.62474012767379,"282616_at","IFNL2"
"2980_at",-1.08824896345245,5.8441670388904,-5.96378562507243,3.24232763270782e-06,0.000505266121684453,4.59064283818798,"2980_at","GUCA2A"
"7321_at",1.08800719197237,7.18685931802888,5.86502231656637,4.15786459860465e-06,0.000544885356223017,4.3552419112862,"7321_at","UBE2D1"
"285237_at",1.08731496709826,6.89898146545427,5.76352601078732,5.37365803022632e-06,0.000588631075353775,4.11234069699116,"285237_at","C3orf38"
"1521_at",-1.08658363281564,8.02670894438467,-2.61114792159414,0.0150795039838742,0.0429071481602556,-3.33416662445932,"1521_at","CTSW"
