disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,77,abemaciclib,CHEMBL3301610,ABEMACICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,Small molecule,Cyclin-dependent kinase 6 inhibitor,Abemaciclib|LY-2835219|LY2835219|Ly-2835219
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,80,gsk1059615,CHEMBL3544966,GSK-1059615,Enzyme,Small molecule,PI3-kinase class I inhibitor,GSK-615|GSK1059615|GSK615|Gsk-1059615
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,84,diphenhydramine,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,85,finasteride,CHEMBL710,FINASTERIDE,Enzyme,Small molecule,Steroid 5-alpha-reductase 2 inhibitor,Finasterida|Finasteride|MK-906|NSC-741485|NSC-759318
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,86,retinoic acid,CHEMBL38,TRETINOIN,Transcription factor,Small molecule,Retinoic acid receptor agonist,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,88,furosemide,CHEMBL35,FUROSEMIDE,Transporter,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Frusemide|Furoscix|Furosemida|Furosemide|Furosemidum|LB-502|Logirene|Marsemide|Mirfat|NSC-269420|Oedemex
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,89,mitoxantrone dihydrochloride,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,"CL 232,315|CL-232315|Mitoxantrone Dihcl|Mitoxantrone Dihydrochloride|Mitoxantrone dihydrochloride|Mitoxantrone hcl|Mitoxantrone hydrochloride|Mitozantrone|NSC-301739"
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,90,pexidartinib hydrochloride,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,Unclassified protein|Enzyme,Small molecule,Tyrosine-protein kinase receptor FLT3 inhibitor,FP-113|PLX-3397 HCL|PLX3397 HCl|Pexidartinib hydrochloride
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,91,vismodegib,CHEMBL473417,VISMODEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,GDC-0449|NSC-747691|NSC-755986|Vismodegib
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,92,palbociclib,CHEMBL189963,PALBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,Small molecule,CDK6/cyclin D1 inhibitor,PD-0332991|Palbociclib
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,93,hydroxyurea,CHEMBL467,HYDROXYUREA,Enzyme,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,96,rucaparib phosphate,CHEMBL1173055,RUCAPARIB,Enzyme,Small molecule,"PARP 1, 2 and 3 inhibitor",AG-014699|AG-14447|Rucaparib
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,97,tofacitinib citrate,CHEMBL2103743,TOFACITINIB CITRATE,Enzyme,Small molecule,Janus Kinase (JAK) inhibitor,"CP-690,550-10|CP-690550-10|Cp-690550 citrate|Tasocitinib monocitrate|Tofacitinib citrate|Tofacitinib monocitrate"
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,99,binimetinib,CHEMBL3187723,BINIMETINIB,Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,ARRY 438162|ARRY-162|ARRY-438162|Binimetinib|MEK-162|MEK162|Mek-162|NVP-MEK162
Orphanet_654,nephroblastoma,Urinary System|Genetic/Congenital|Cancer/Tumor,100,cytarabine hydrochloride,CHEMBL803,CYTARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,"Ara-c|Ara-cytidine|Arabinocytosine|Arabinosyl cytosine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine liposome|Cytarabinoside|Cytarabinum|NSC-287459|Spongocytidine|U 19920a|U-19,920|U-19920"
EFO_0003914,atherosclerosis,Cardiovascular,2,belumosudil,CHEMBL2005186,BELUMOSUDIL,Enzyme,Small molecule,Rho-associated protein kinase inhibitor,Belumosudil|KD-025|KD025|Rock2 inhibitor kd025|SLx-2119|Slx-2119 free base
EFO_0003914,atherosclerosis,Cardiovascular,3,temuterkib,CHEMBL4650285,TEMUTERKIB,Enzyme,Small molecule,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,LY-3214996|LY3214996|Ly 3214996|Ly3214996|Temuterkib
EFO_0003914,atherosclerosis,Cardiovascular,6,sonidegib,CHEMBL2105737,SONIDEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,Erismodegib|LDE 225|LDE-225|LDE225|NVP-LDE 225|NVP-LDE-225|NVP-LDE225|Sonidegib
EFO_0003914,atherosclerosis,Cardiovascular,7,doxorubicin hydrochloride,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride"
EFO_0003914,atherosclerosis,Cardiovascular,8,pemetrexed,CHEMBL225072,PEMETREXED,Enzyme,Small molecule,GAR transformylase inhibitor,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed
EFO_0003914,atherosclerosis,Cardiovascular,10,bicalutamide,CHEMBL409,BICALUTAMIDE,Transcription factor,Small molecule,Androgen Receptor antagonist,"Bicalutamida|Bicalutamide|Casodex|ICI 176,334|ICI-176334|ICI176,334-1|NSC-759816"
EFO_0003914,atherosclerosis,Cardiovascular,11,cytarabine,CHEMBL803,CYTARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,"Ara-c|Ara-cytidine|Arabinocytosine|Arabinosyl cytosine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine liposome|Cytarabinoside|Cytarabinum|NSC-287459|Spongocytidine|U 19920a|U-19,920|U-19920"
EFO_0003914,atherosclerosis,Cardiovascular,13,benztropine mesylate,CHEMBL1200383,BENZTROPINE MESYLATE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Benzatropine mesilate|Benztropine mesilate|Benztropine mesylate|Benztropine methanesulfonate|NSC-169913
EFO_0003914,atherosclerosis,Cardiovascular,16,irinotecan,CHEMBL481,IRINOTECAN,Enzyme,Small molecule,DNA topoisomerase I inhibitor,Biotecan|Irinotecan|NSC-728073
EFO_0003914,atherosclerosis,Cardiovascular,17,glasdegib,CHEMBL2043437,GLASDEGIB,Membrane receptor,Small molecule,Smoothened homolog antagonist,Glasdegib|PF-04449913|PF-4449913
EFO_0003914,atherosclerosis,Cardiovascular,18,belinostat,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Small molecule,Histone deacetylase inhibitor,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101
EFO_0003914,atherosclerosis,Cardiovascular,19,bexarotene,CHEMBL1023,BEXAROTENE,Transcription factor,Small molecule,Retinoid X receptor agonist,Bexarotene|Bexaroteno|LG-100069|LG100069|LGD-1069|LGD1069|NSC-747528
EFO_0003914,atherosclerosis,Cardiovascular,21,clofarabine,CHEMBL1750,CLOFARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Clofarabina|Clofarabine|Clolar|NSC-759857
EFO_0003914,atherosclerosis,Cardiovascular,22,docetaxel trihydrate,CHEMBL3545252,DOCETAXEL,Structural protein,Small molecule,Tubulin inhibitor,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976
EFO_0003914,atherosclerosis,Cardiovascular,23,vemurafenib,CHEMBL1229517,VEMURAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,PLX-4032|PLX4032|RG 7204|RG-7204|RO 5185426|RO-51-85426|RO-5185426|Vemurafenib
EFO_0003914,atherosclerosis,Cardiovascular,24,aprepitant,CHEMBL1471,APREPITANT,Membrane receptor,Small molecule,Neurokinin 1 receptor antagonist,"Aprepitant|L-754,030|MK-0869|MK-869|NSC-748825"
EFO_0003914,atherosclerosis,Cardiovascular,25,adagrasib,CHEMBL4594350,ADAGRASIB,Enzyme|Unclassified protein,Small molecule,GTPase KRas inhibitor,Adagrasib|Kras g12c inhibitor mrtx849|Krazati|MRTX-849|MRTX849|Mrtx-849|Mrtx849
EFO_0003914,atherosclerosis,Cardiovascular,27,tadalafil,CHEMBL779,TADALAFIL,Enzyme,Small molecule,Phosphodiesterase 5A inhibitor,IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|Tadalafil|Tadalafil mylan|Tadalafilo|Trans-tadalafil
EFO_0003914,atherosclerosis,Cardiovascular,29,ipatasertib,CHEMBL2177390,IPATASERTIB,Enzyme,Small molecule,Serine/threonine-protein kinase AKT inhibitor,GDC-0068|Ipatasertib|RG-7440|RG7440|Rg-7440
EFO_0003914,atherosclerosis,Cardiovascular,30,pemigatinib,CHEMBL4297522,PEMIGATINIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor 2 inhibitor,Fgfr inhibitor incb054828|INCB054828|Incb-054828|Incb054828|Pemigatinib
EFO_0003914,atherosclerosis,Cardiovascular,35,diphenhydramine,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin
EFO_0003914,atherosclerosis,Cardiovascular,36,rosiglitazone,CHEMBL121,ROSIGLITAZONE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Avandamet|Avandaryl|Avandia|BRL-49653|Gaudil|NSC-758698|Rezult|Rosiglitazona|Rosiglitazone|Rosiglizole|Rosvel|TDZ-01
EFO_0003914,atherosclerosis,Cardiovascular,37,retinoic acid,CHEMBL38,TRETINOIN,Transcription factor,Small molecule,Retinoic acid receptor agonist,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine
EFO_0003914,atherosclerosis,Cardiovascular,39,vismodegib,CHEMBL473417,VISMODEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,GDC-0449|NSC-747691|NSC-755986|Vismodegib
EFO_0003914,atherosclerosis,Cardiovascular,40,hydroxyurea,CHEMBL467,HYDROXYUREA,Enzyme,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089
EFO_0003914,atherosclerosis,Cardiovascular,44,tofacitinib citrate,CHEMBL2103743,TOFACITINIB CITRATE,Enzyme,Small molecule,Janus Kinase (JAK) inhibitor,"CP-690,550-10|CP-690550-10|Cp-690550 citrate|Tasocitinib monocitrate|Tofacitinib citrate|Tofacitinib monocitrate"
EFO_0003914,atherosclerosis,Cardiovascular,46,cytarabine hydrochloride,CHEMBL803,CYTARABINE,Enzyme,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,"Ara-c|Ara-cytidine|Arabinocytosine|Arabinosyl cytosine|Aracytidine|Aracytin|Aracytine|Citarabina|Cytarabine|Cytarabine liposome|Cytarabinoside|Cytarabinum|NSC-287459|Spongocytidine|U 19920a|U-19,920|U-19920"
EFO_0003914,atherosclerosis,Cardiovascular,47,fluvoxamine maleate,CHEMBL1409,FLUVOXAMINE MALEATE,Transporter,Small molecule,Serotonin transporter inhibitor,DU-23000|DU23000|Faverin|Fevarin|Fluvoxamine hydrogenmaleate|Fluvoxamine maleate|NSC-759602
EFO_0003914,atherosclerosis,Cardiovascular,48,loperamide hydrochloride,CHEMBL1707,LOPERAMIDE HYDROCHLORIDE,Membrane receptor,Small molecule,Mu opioid receptor agonist,"Loperamide hcl|Loperamide hydrochloride|Loperamidi hydrochloridum|NSC-696356|R 18,553|R-18553"
EFO_0003914,atherosclerosis,Cardiovascular,50,imiquimod maleate,CHEMBL1282,IMIQUIMOD,Membrane receptor,Small molecule,Toll-like receptor 7 agonist,Aldara|Imiquimod|NSC-369100|NSC-759651|R-837|S-26308|S26308|Tmx-101
EFO_0003914,atherosclerosis,Cardiovascular,51,crizotinib,CHEMBL601719,CRIZOTINIB,Enzyme,Small molecule,Hepatocyte growth factor receptor inhibitor,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066
EFO_0003914,atherosclerosis,Cardiovascular,52,erlotinib,CHEMBL553,ERLOTINIB,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,"CP-358,774|CP-358774|CP-35877401|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231"
EFO_0003914,atherosclerosis,Cardiovascular,53,dabrafenib,CHEMBL2028663,DABRAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Dabrafenib|GSK-2118436|GSK-2118436A|GSK2118436A|Gsk2118436
EFO_0003914,atherosclerosis,Cardiovascular,55,bentamapimod,CHEMBL3545213,BENTAMAPIMOD,Enzyme,Small molecule,"c-Jun N-terminal kinase, JNK inhibitor",AS602801|As-602801|Bentamapimod|PGL-5001|PGL5001
EFO_0003914,atherosclerosis,Cardiovascular,56,tirabrutinib,CHEMBL4071161,TIRABRUTINIB,Enzyme|Unclassified protein,Small molecule,Tyrosine-protein kinase BTK inhibitor,GS-4059|Gs-4059|ONO-4059|ONO-4059(FREE BASE)|Ono-4059|Tirabrutinib
EFO_0003914,atherosclerosis,Cardiovascular,59,ataluren,CHEMBL256997,ATALUREN,Unclassified protein,Small molecule,80S Ribosome modulator,Ataluren|Atalureno|PTC-124|PTC124|Translarna
EFO_0003914,atherosclerosis,Cardiovascular,60,almonertinib hydrochloride,CHEMBL4761468,AUMOLERTINIB,Enzyme,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Almonertinib|Ameile|Amerol|Aumolertinib|EQ-143|EQ143|Egfr t790m inhibitor hs-10296|HS-10206|HS-10296|Hs 10296|Hs-10296
EFO_0003914,atherosclerosis,Cardiovascular,61,doxycycline monohydrate,CHEMBL1200699,DOXYCYCLINE,Enzyme,Small molecule,Matrix metalloproteinase 8 inhibitor,Doxiciclina|Doxirobe|Doxycycline|Doxycycline monohydrate|Doxylin|GS-3065|Supracyclin|Xyrosa
EFO_0003914,atherosclerosis,Cardiovascular,62,belzutifan,CHEMBL4585668,BELZUTIFAN,Transcription factor,Small molecule,Endothelial PAS domain-containing protein 1 inhibitor,Belzutifan|MK-6482|MK6482|Mk-6482|PT-2977|PT2977|Pt 2977|Pt2977
EFO_0003914,atherosclerosis,Cardiovascular,63,sildenafil,CHEMBL192,SILDENAFIL,Enzyme,Small molecule,Phosphodiesterase 5A inhibitor,Aphrodil|HIP-0908|HIP0908|Patrex|Sildenafil|Sildenafil actavis|Sildenafil ratiopharm|Sildenafil teva|Sildenafilo|UK-92480
EFO_0003914,atherosclerosis,Cardiovascular,64,meloxicam,CHEMBL599,MELOXICAM,Enzyme,Small molecule,Cyclooxygenase-2 inhibitor,Acticam|Contacera|Coxicam|Emdocam|Flexicam|Inflacam|Loxicom|Melfax|Melosus|Melovem|Meloxicam|Meloxidolor|Meloxidyl|Meloxivet|Meloxoral|Metacam|Movatec|N-1539|N1539|Recocam|Revitacam|Rheumocam|UH-AC 62XX|UH-AC-62 XX|UHAC-62XX
EFO_0003914,atherosclerosis,Cardiovascular,65,neratinib,CHEMBL180022,NERATINIB,Enzyme,Small molecule,Receptor protein-tyrosine kinase erbB-2 inhibitor,CDP-820|HKI-272|Neratinib|WAY-179272
EFO_0003914,atherosclerosis,Cardiovascular,66,proglumide,CHEMBL316561,PROGLUMIDE,Membrane receptor,Small molecule,Cholecystokinin receptor antagonist,Binoside|CR-242|Dl-proglumide|Gastrotopic|Midelid|NSC-757841|Proglumida|Proglumide|Promid|Ulcutin|W-5219|Xylamide
EFO_0003914,atherosclerosis,Cardiovascular,67,azd8055,CHEMBL1801204,AZD-8055,Enzyme|Other cytosolic protein,Small molecule,Serine/threonine-protein kinase mTOR inhibitor,AZ-12600000|AZD 8055|AZD-8055|AZD8055|Azd-8055
EFO_0003914,atherosclerosis,Cardiovascular,68,lthyroxine sodium salt pentahydrate,CHEMBL2103741,LEVOTHYROXINE SODIUM,Transcription factor,Small molecule,Thyroid hormone receptor agonist,Eferox|Levaxin|Levothyrox|Levothyroxine sodique|Levothyroxine sodium|Levothyroxine sodium anhydrous|Levothyroxine sodium hydrate|Levothyroxine sodium pentahydrate|Levothyroxinum natricum anhydrous|Levotiroxina de sodio|Liotrix (t4)|Monosodium l-thyroxine hydrate|NSC-259940|Oroxine|Sodium levothyroxine pentahydrate|Soloxine|T4 (liotrix)|Thyroxine|Thyroxine sodium|Thyroxine sodium salt
EFO_0003914,atherosclerosis,Cardiovascular,70,fulvestrant,CHEMBL1358,FULVESTRANT,Transcription factor,Small molecule,Estrogen receptor antagonist,"Faslodex|Fulvestrant|ICI 182,780|ICI-182780|NSC-759879|ZD-9238|ZD9238"
EFO_0003914,atherosclerosis,Cardiovascular,71,ponatinib,CHEMBL1171837,PONATINIB,Unclassified protein|Enzyme|Other cytosolic protein,Small molecule,Bcr/Abl fusion protein inhibitor,AP-24534|AP24534|Ponatinib
EFO_0003914,atherosclerosis,Cardiovascular,73,perindopril erbumine,CHEMBL1200343,PERINDOPRIL ERBUMINE,Enzyme,Small molecule,Angiotensin-converting enzyme inhibitor,MCN-A-2833-109|NSC-758929|Perindopril erbumine|Perindopril tert-butylamine|S-9490-3
EFO_0003914,atherosclerosis,Cardiovascular,74,trametinib dmso_tf solvate,CHEMBL2103875,TRAMETINIB,Unclassified protein|Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,GSK-1120212|GSK1120212|JTP 74057|JTP-74057|TMT-212|TMT212|Tmt212|Trametinib
EFO_0003914,atherosclerosis,Cardiovascular,75,phenylephrine hydrochloride,CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,Membrane receptor,Small molecule,Adrenergic receptor alpha-1 agonist,Metaoxedrine chloride|NSC-757273|Phenylephrine HCl|Phenylephrine hydrochloride
EFO_0003914,atherosclerosis,Cardiovascular,78,venetoclax,CHEMBL3137309,VENETOCLAX,Ion channel,Small molecule,Apoptosis regulator Bcl-2 inhibitor,ABT-199|GDC-0199|RG-7601|RG7601|Venetoclax
EFO_0003914,atherosclerosis,Cardiovascular,79,dapagliflozin 2s12propanediol hydrate,CHEMBL429910,DAPAGLIFLOZIN,Transporter,Small molecule,Sodium/glucose cotransporter 2 inhibitor,BMS-512148|Dapagliflozin|Dapagliflozina|Dapagliflozine|LYN-045
EFO_0003914,atherosclerosis,Cardiovascular,81,regorafenib,CHEMBL1946170,REGORAFENIB,Enzyme|Unclassified protein,Small molecule,Fibroblast growth factor receptor 1 inhibitor,BAY 73-4506|BAY 73-4506 monohydrate|BAY-73-4506|BAY-734506|Regorafenib|Regorafenib anhydrous|Regorafenib hydrate|Regorafenib monohydrate
EFO_0003914,atherosclerosis,Cardiovascular,82,idarubicin hydrochloride,CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,Enzyme,Small molecule,DNA topoisomerase II alpha inhibitor,IMI 30|IMI-30|Idarubicin hcl|Idarubicin hydrochloride|NSC-256439
EFO_0003914,atherosclerosis,Cardiovascular,84,tolmetin,CHEMBL1020,TOLMETIN,Enzyme,Small molecule,Cyclooxygenase inhibitor,MCN-2559|Tolectin|Tolmetin|Tolmetina|Tolmetine
EFO_0003914,atherosclerosis,Cardiovascular,85,fingolimod hydrochloride,CHEMBL544665,FINGOLIMOD HYDROCHLORIDE,Membrane receptor,Small molecule,Sphingosine 1-phosphate receptor agonist,FTY-720 HYDROCHLORIDE|FTY720|FTY720 HYDROCHLORIDE|Fingolimod|Fingolimod (as hydrochloride)|Fingolimod hcl|Fingolimod hydrochlorid|Fingolimod hydrochloride|Gilenia
EFO_0003914,atherosclerosis,Cardiovascular,86,cobimetinib,CHEMBL2146883,COBIMETINIB,Enzyme,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Cobimetinib|GDC-0973|Gdc 0623|Gdc 0973|Gdc-0623|RG 7420|RG-7420|RG7420|Rg-7420|Rg-7421|XL-518|Xl 518|Xl518
EFO_0003914,atherosclerosis,Cardiovascular,87,apalutamide,CHEMBL3183409,APALUTAMIDE,Transcription factor,Small molecule,Androgen Receptor antagonist,ARN-509|Apalutamida|Apalutamide|Arn-509|JNJ-56021927
EFO_0003914,atherosclerosis,Cardiovascular,88,scrizotinib,CHEMBL601719,CRIZOTINIB,Enzyme,Small molecule,Hepatocyte growth factor receptor inhibitor,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066
EFO_0003914,atherosclerosis,Cardiovascular,90,omeprazole,CHEMBL1503,OMEPRAZOLE,Transporter,Small molecule,Potassium-transporting ATPase inhibitor,H 168/68|H-168/68|NSC-751450|NSC-759192|Omeprazol|Omeprazole
EFO_0003914,atherosclerosis,Cardiovascular,92,sapanisertib,CHEMBL3545097,SAPANISERTIB,Enzyme|Other cytosolic protein,Small molecule,Serine/threonine-protein kinase mTOR inhibitor,CB-228|INK-128|INK128|Ink-128|MLN-0128|MLN0128|Mln-0128|Sapanisertib|TAK-228
EFO_0003914,atherosclerosis,Cardiovascular,93,quinidine 15 dihydroquinidine,CHEMBL1294,QUINIDINE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,"(8r,9s)-quinidine|.beta.-quinidine|Conquinine|Kinidin|Pitayine|Quinidine"
EFO_0003914,atherosclerosis,Cardiovascular,94,procainamide hydrochloride,CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel alpha subunit blocker,Amidoprocaine|Cardiorytmin|NSC-757279|Procainamide HCl|Procainamide hcl|Procainamide hydrochloride|Procainamidi hydrochloridum
EFO_0003914,atherosclerosis,Cardiovascular,96,dexamethasone,CHEMBL384467,DEXAMETHASONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104
EFO_0003914,atherosclerosis,Cardiovascular,98,everolimus,CHEMBL1908360,EVEROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,40-o-(2-hydroxyethyl)-rapamycin|Everolimus|RAD 666|RAD-001|RAD-666|RAD001|SDZ-RAD|Sdz rad
EFO_0003914,atherosclerosis,Cardiovascular,99,cinacalcet,CHEMBL1201284,CINACALCET,Membrane receptor,Small molecule,Calcium sensing receptor positive allosteric modulator,AMG 073|AMG-073|AMG073|Cinacalcet|KRN-1493|KRN1493
EFO_0003914,atherosclerosis,Cardiovascular,100,tirabrutinib hydrochloride,CHEMBL4071161,TIRABRUTINIB,Enzyme|Unclassified protein,Small molecule,Tyrosine-protein kinase BTK inhibitor,GS-4059|Gs-4059|ONO-4059|ONO-4059(FREE BASE)|Ono-4059|Tirabrutinib
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,3,temuterkib,CHEMBL4650285,TEMUTERKIB,Enzyme,Small molecule,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,LY-3214996|LY3214996|Ly 3214996|Ly3214996|Temuterkib
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,5,adenosine,CHEMBL477,ADENOSINE,Membrane receptor,Small molecule,Adenosine receptor agonist,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,6,encorafenib,CHEMBL3301612,ENCORAFENIB,Unclassified protein|Enzyme,Small molecule,Serine/threonine-protein kinase B-raf inhibitor,Encorafenib|Lgx-818|Lgx818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,7,bisoprolol hemifumarate,CHEMBL1472989,BISOPROLOL FUMARATE,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,"Bisoprolol fumarate|Bisoprolol hemifumarate|CL 297,939|CL-297939|Detensiel|EMD-33-512|EMD-33512|Emconcor|Euradal|Isoten|Speridol"
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,9,vilanterol,CHEMBL1198857,VILANTEROL,Membrane receptor,Small molecule,Beta-2 adrenergic receptor agonist,GW-642444|GW-642444X|GW642444|GW642444X|Vilanterol
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,12,rverapamil hydrochloride,CHEMBL6966,VERAPAMIL,Ion channel,Small molecule,Voltage-gated L-type calcium channel blocker,"CP-16,533-1|CP-165331|D-365|Iproveratril|NSC-272306NA|Verapamil|Verapamil slow release|Verapamilo"
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,15,sonidegib,CHEMBL2105737,SONIDEGIB,Membrane receptor,Small molecule,Smoothened homolog inhibitor,Erismodegib|LDE 225|LDE-225|LDE225|NVP-LDE 225|NVP-LDE-225|NVP-LDE225|Sonidegib
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,18,selinexor,CHEMBL3545185,SELINEXOR,Unclassified protein,Small molecule,Exportin-1 inhibitor,KPT-330|Selinexor
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,19,anastrozole,CHEMBL1399,ANASTROZOLE,Enzyme,Small molecule,Cytochrome P450 19A1 inhibitor,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033
MONDO_0008170,ovarian cancer,Cancer/Tumor|Endocrine System|Reproductive/Breast,21,levobupivacaine hydrochloride,CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,Ion channel,Small molecule,Sodium channel protein type IV alpha subunit blocker,Bupivacaine (-)-form hydrochloride|CHIROCAINE|Levobupivacaine hcl|Levobupivacaine hydrochloride
