disease_id,disease_name,drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action,disease_therapeutic_areas
EFO_0000764,Human immunodeficiency virus infectious disease,CHEMBL1200841,PROCAINE HYDROCHLORIDE,Ion channel,Anestil|Enpro|Jenacaine|Medaject|NSC-757280|Naucaine|Neocaine|Omnicain|Planocaine|Procaine hcl|Procaine hydrochloride|Procaini hydrochloridum|Rocain|SP-01A|SP01A|Sp01a|Syntocain,Small molecule,Sodium channel alpha subunit blocker,Infectious Disease|Reproductive/Breast
EFO_1001993,scleroderma,CHEMBL2005186,BELUMOSUDIL,Enzyme,Belumosudil|KD-025|KD025|Rock2 inhibitor kd025|SLx-2119|Slx-2119 free base,Small molecule,Rho-associated protein kinase inhibitor,Musculoskeletal|Immune System|Visual System|Genetic/Congenital
EFO_1001993,scleroderma,CHEMBL1282,IMIQUIMOD,Membrane receptor,Aldara|Imiquimod|NSC-369100|NSC-759651|R-837|S-26308|S26308|Tmx-101,Small molecule,Toll-like receptor 7 agonist,Musculoskeletal|Immune System|Visual System|Genetic/Congenital
EFO_1001993,scleroderma,CHEMBL34259,METHOTREXATE,Enzyme,"(r)-methotrexate|ADX-2191|Abitrexate|Amethopterin|CL 14377|CL-14377|D-amethopterin|D-methotrexate|EMT-25299|Folex|Jylamvo|Methotrexate|Methotrexate, (r)-|Methotrexate, d-|Methotrexatum|Methylaminopterin|Metotrexato|Mexate|Mexate-AQ|NSC-740|R-9985|R-methotrexate|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall",Small molecule,Dihydrofolate reductase inhibitor,Musculoskeletal|Immune System|Visual System|Genetic/Congenital
EFO_1001993,scleroderma,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Musculoskeletal|Immune System|Visual System|Genetic/Congenital
EFO_1001993,scleroderma,CHEMBL192,SILDENAFIL,Enzyme,Aphrodil|HIP-0908|HIP0908|Patrex|Sildenafil|Sildenafil actavis|Sildenafil ratiopharm|Sildenafil teva|Sildenafilo|UK-92480,Small molecule,Phosphodiesterase 5A inhibitor,Musculoskeletal|Immune System|Visual System|Genetic/Congenital
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL325041,BORTEZOMIB,Enzyme|Other cytosolic protein,Bortezomib|Bortezomib accord|Bortezomib hydrate|LDP-341|NSC-681239|PS-341|Velcade,Small molecule,26S proteosome inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin,Small molecule,Histamine H1 receptor antagonist,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL38,TRETINOIN,Transcription factor,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine,Small molecule,Retinoic acid receptor agonist,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride",Small molecule,DNA topoisomerase II alpha inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL2141296,IXAZOMIB,Enzyme|Other cytosolic protein,Ixazomib|MLN-2238|MLN-9708 FREE BASE|MLN2238,Small molecule,26S proteasome inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL160,CYCLOSPORINE,Enzyme,"27-400|ANTIBIOTIC S-7481F1|Atopica|Ciclosporin|Ciclosporin a|Ciclosporina|Ciclosporine|Ciclosporinum|Cyclosporin|Cyclosporin a|Cyclosporine|Cyclosporine a|Cyclosporine microemulsion|Cyclosporine, modified|Equoral|Mitogard|NSC-290193|Neoplanta|Neurostat|OL-27-400|Ramihyphin a|SANG-35|SDZ-OXL-400|Vevye|Zinograf me",Protein,Cyclophilin A modulator,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL3989516,FOSTAMATINIB DISODIUM,Enzyme,Fostamatinib disodium|Fostamatinib disodium hexahydrate|Fostamatinib disodium salt hexahydrate|Fostamatinib sodium hydrate|R-788 SODIUM|R-788 SODIUM HYDRATE|R-935788 SODIUM|R-935788 SODIUM HYDRATE|R788 SODIUM|R788 SODIUM HYDRATE|R935788 SODIUM|R935788 SODIUM HYDRATE,Small molecule,Tyrosine-protein kinase SYK inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL90555,VINCRISTINE,Structural protein,"22-oxovincaleukoblastine|Leucristine|Leurocristine|Oncotcs|Tecnocris|Vincaleukoblastine, 22-oxo-|Vincristin|Vincristina|Vincristine|Vinkristin",Small molecule,Tubulin inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL1201129,DECITABINE,Epigenetic regulator,2'-deoxy-5-azacytidine|DAC|Decitabina|Decitabine|NSC-127716,Small molecule,DNA (cytosine-5)-methyltransferase 1 inhibitor,Genetic/Congenital|Hematologic|Immune System
EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Genetic/Congenital|Hematologic|Immune System
EFO_0004610,Acute Lung Injury,CHEMBL1200748,CARBIDOPA,Enzyme,Carbidopa|Carbidopa component of carbilev|Carbidopa component of parcopa|Carbidopa component of sinemet|Carbidopa hydrate|Carbidopa monohydrate|Carbidopum monohydrate|Lodosyn|MK-486|NSC-751137|NSC-758190,Small molecule,DOPA decarboxylase inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL154,NAPROXEN,Enzyme,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540,Small molecule,Cyclooxygenase inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL35,FUROSEMIDE,Transporter,Frusemide|Furoscix|Furosemida|Furosemide|Furosemidum|LB-502|Logirene|Marsemide|Mirfat|NSC-269420|Oedemex,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL118,CELECOXIB,Enzyme,Celecoxib|DFN-15|DFN15|NSC-719627|NSC-758624|SC-58635,Small molecule,Cyclooxygenase-2 inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL1467,ALLOPURINOL,Enzyme,Allopurinol|Allopurinolum|Alopurinol|BW 56-158|BW-56-158|NSC-101655|NSC-1390|Suspendol|Takanarumin,Small molecule,Xanthine dehydrogenase inhibitor,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL778,DEXMEDETOMIDINE,Membrane receptor,"Dexmedetomidina|Dexmedetomidine|MPV-1440|Medetomidine, (s)-",Small molecule,Adrenergic receptor alpha-2 agonist,Respiratory|OTAR_0000009
EFO_0004610,Acute Lung Injury,CHEMBL221959,TOFACITINIB,Enzyme,"550|CP 690550|CP- 690 550|CP-690|CP-690,550|CP-690,550 FREE BASE|CP-690-550|CP-690550|CP-690550 FREE BASE|CP690,550|CP690550|Cp-690 free base|Tofacitinib",Small molecule,Janus Kinase (JAK) inhibitor,Respiratory|OTAR_0000009
EFO_0000694,severe acute respiratory syndrome,CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,Transcription factor,Methylprednisolone hemisuccinate|Methylprednisolone succinate,Small molecule,Glucocorticoid receptor agonist,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL163,RITONAVIR,Enzyme,A-84538|ABBOTT-84538|ABT-538|Empetus|NSC-693184|Norvir|Ritomune|Ritonavir|Ritonavir related compounds mixture|Ritonavirum|Ritovir|Viekirax|Viriton,Small molecule,Cytochrome P450 3A inhibitor,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL409,BICALUTAMIDE,Transcription factor,"Bicalutamida|Bicalutamide|Casodex|ICI 176,334|ICI-176334|ICI176,334-1|NSC-759816",Small molecule,Androgen Receptor antagonist,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL2107333,DIMETHYL FUMARATE,Unclassified protein|Other cytosolic protein,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|Dimethyl fumar|Dimethyl fumarate|FAG-201|FP-187|FP187|Fumaric acid dimethyl ester|LAS-41008|LAS41008|Las41008|NSC-167432|NSC-25942|Panaclar,Small molecule,Kelch-like ECH-associated protein 1 inhibitor,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL1370,BUDESONIDE,Transcription factor,Budesonida|Budesonide|MAP-0010|MAP0010|NSC-757788|R01AD05|S-1320,Small molecule,Glucocorticoid receptor agonist,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL814,FLUVOXAMINE,Transporter,Fluvoxamina|Fluvoxamine|N06AB08,Small molecule,Serotonin transporter inhibitor,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL1269025,EDOXABAN,Enzyme|Secreted protein,DU-176|Edoxaban,Small molecule,Coagulation factor X inhibitor,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL1069,VALSARTAN,Membrane receptor,CGP 48933|CGP-48933|NSC-758927|Valsartan,Small molecule,Type-1 angiotensin II receptor antagonist,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL384467,DEXAMETHASONE,Transcription factor,Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexametasona|Dexamethasone|Dexamethasone metasulfobenzoate sodium|Dexamethasone palmitate|Dexamethasone valerate|Dexycu|Fluormethylprednisolone|ISV-305|Mymethasone|NSC-34521|Neodecadron|OTO-104,Small molecule,Glucocorticoid receptor agonist,Infectious Disease|Respiratory
EFO_0000694,severe acute respiratory syndrome,CHEMBL76688,SIVELESTAT,Enzyme,LY-544349|LY544349|ONO-5046|Sivelestat,Small molecule,Leukocyte elastase inhibitor,Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride",Small molecule,DNA topoisomerase II alpha inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL225072,PEMETREXED,Enzyme,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed,Small molecule,GAR transformylase inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL225071,RALTITREXED,Enzyme,Raltitrexed|ZD-16|ZD-1694|ZD1694,Small molecule,Thymidylate synthase inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL1201182,TEMSIROLIMUS,Enzyme|Ion channel,CCI-779|Temsirolimus,Small molecule,FK506-binding protein 1A inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101,Small molecule,Histone deacetylase inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Enzyme,"CL 232,315|CL-232315|Mitoxantrone Dihcl|Mitoxantrone Dihydrochloride|Mitoxantrone dihydrochloride|Mitoxantrone hcl|Mitoxantrone hydrochloride|Mitozantrone|NSC-301739",Small molecule,DNA topoisomerase II alpha inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL189963,PALBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,PD-0332991|Palbociclib,Small molecule,CDK6/cyclin D1 inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL3545110,RIBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,LEE-011|LEE-011A|LEE011|LEE011A|Lee-011|NVP-LEE011|Ribociclib,Small molecule,Cyclin-dependent kinase 6 inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL4761468,AUMOLERTINIB,Enzyme,Almonertinib|Ameile|Amerol|Aumolertinib|EQ-143|EQ143|Egfr t790m inhibitor hs-10296|HS-10206|HS-10296|Hs 10296|Hs-10296,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,Enzyme,"CPT-11|DQ-2805|Irinotecan anhydrous free-base|Irinotecan hydrochloride|Irinotecan hydrochloride anhydrous|Irinotecan hydrochloride hydrate|Irinotecan hydrochloride trihydrate|Irinotecan monohydrochloride trihydrate|NSC-759878|U-101,440E|U-101440E",Small molecule,DNA topoisomerase I inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL2105717,CABOZANTINIB,Enzyme,BMS-907351|BMS-907351 FREE BASE|Cabozantinib|XL-184|XL-184 FREE BASE|XL184,Small molecule,Hepatocyte growth factor receptor inhibitor,Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
MONDO_0015459,nasopharynx carcinoma,CHEMBL521686,OLAPARIB,Enzyme|Unclassified protein,AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|NSC-747856|OLAPARIB COMPONENT OF KEYLYNK-010|Olaparib,Small molecule,"PARP 1, 2 and 3 inhibitor",Cancer/Tumor|Gastrointestinal|Infectious Disease|Respiratory
EFO_0003063,Polymyositis,CHEMBL118,CELECOXIB,Enzyme,Celecoxib|DFN-15|DFN15|NSC-719627|NSC-758624|SC-58635,Small molecule,Cyclooxygenase-2 inhibitor,Urinary System|Musculoskeletal|Nervous System|Immune System
EFO_0003063,Polymyositis,CHEMBL221959,TOFACITINIB,Enzyme,"550|CP 690550|CP- 690 550|CP-690|CP-690,550|CP-690,550 FREE BASE|CP-690-550|CP-690550|CP-690550 FREE BASE|CP690,550|CP690550|Cp-690 free base|Tofacitinib",Small molecule,Janus Kinase (JAK) inhibitor,Urinary System|Musculoskeletal|Nervous System|Immune System
0,Helicobacter pylori gastrointestinal tract infection,CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,Membrane receptor,Metaoxedrine chloride|NSC-757273|Phenylephrine HCl|Phenylephrine hydrochloride,Small molecule,Adrenergic receptor alpha-1 agonist,
MONDO_0002529,skin squamous cell carcinoma,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,Enzyme,Evotopin|NSC-759263|Nogitecan hydrochloride|SK&F S-104864-A|SK&F-S-104864A|SK-S-104864-A|Topotecan|Topotecan (as hydrochloride)|Topotecan actavis|Topotecan hcl|Topotecan hospira|Topotecan hydrochloride|Topotecan teva,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor",Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL1201182,TEMSIROLIMUS,Enzyme|Ion channel,CCI-779|Temsirolimus,Small molecule,FK506-binding protein 1A inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL38,TRETINOIN,Transcription factor,Aberel|All-trans retinoic acid|All-trans-retinoic acid|Eudyna|Kerlocal|NSC-122758|Oristar rna|Retin a|Retinoic acid|Tretinoin|Tretinoina|Tretinoine,Small molecule,Retinoic acid receptor agonist,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL467,HYDROXYUREA,Enzyme,Hidroxicarbamida|Hydroxycarbamide|Hydroxyurea|NSC-32065|SQ 1089|SQ-1089,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL25,ASPIRIN,Enzyme,"Acetyl salicylate|Acetylsalicylic Acid|Acetylsalicylic acid|Acetylsalicylic acid (who-ip)|Acetylsalicylicum acidum|Acidum acetylsalicylicum|Acidum acetylsalicylicum (who-ip)|Aspirin|BAY1019036|Benzoic acid, 2-(acetyloxy)-|NSC-27223|NSC-406186",Small molecule,Cyclooxygenase inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL3545110,RIBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,LEE-011|LEE-011A|LEE011|LEE011A|Lee-011|NVP-LEE011|Ribociclib,Small molecule,Cyclin-dependent kinase 6 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,Enzyme,"Adriablastina cs|Adriamycin, hydrochloride|Doxorubicin HCl|Doxorubicin citrate|Doxorubicin citric acid salt|Doxorubicin hcl|Doxorubicin hydrochloride|Doxorubicin liposomal complex of the hydrochloride|Doxorubicini hydrochloridum|Hydroxydaunomycin hydrochloride|Liposomal doxorubicin hydrochloride",Small molecule,DNA topoisomerase II alpha inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL1399,ANASTROZOLE,Enzyme,Anastrozol|Anastrozole|Arimidex|ICI D1033|ICI-D1033|NSC-719344|NSC-759855|Rvg-106400|ZD-1033|ZD1033,Small molecule,Cytochrome P450 19A1 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL939,GEFITINIB,Enzyme,Gefitinib|Iressa|NSC-759856|ZD-1839|ZD1839,Small molecule,Epidermal growth factor receptor erbB1 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL408513,BELINOSTAT,Epigenetic regulator,Belinostat|NSC-726630|NSC726630|PX-105684|PXD-101|PXD101,Small molecule,Histone deacetylase inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL2396661,ALPELISIB,Enzyme,Alpelisib|BYL-719|BYL719|Byl-719|NVP-BYL719|Vijoice,Small molecule,PI3-kinase p110-alpha subunit inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL2146883,COBIMETINIB,Enzyme,Cobimetinib|GDC-0973|Gdc 0623|Gdc 0973|Gdc-0623|RG 7420|RG-7420|RG7420|Rg-7420|Rg-7421|XL-518|Xl 518|Xl518,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL595,PIOGLITAZONE,Transcription factor|Epigenetic regulator,AD-4833|Actos|Duetact|Glustin|Pioglitazona|Pioglitazone|U-72107|Zactos,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,Enzyme,"CPT-11|DQ-2805|Irinotecan anhydrous free-base|Irinotecan hydrochloride|Irinotecan hydrochloride anhydrous|Irinotecan hydrochloride hydrate|Irinotecan hydrochloride trihydrate|Irinotecan monohydrochloride trihydrate|NSC-759878|U-101,440E|U-101440E",Small molecule,DNA topoisomerase I inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL1282,IMIQUIMOD,Membrane receptor,Aldara|Imiquimod|NSC-369100|NSC-759651|R-837|S-26308|S26308|Tmx-101,Small molecule,Toll-like receptor 7 agonist,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL225072,PEMETREXED,Enzyme,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed,Small molecule,GAR transformylase inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL3545185,SELINEXOR,Unclassified protein,KPT-330|Selinexor,Small molecule,Exportin-1 inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL409,BICALUTAMIDE,Transcription factor,"Bicalutamida|Bicalutamide|Casodex|ICI 176,334|ICI-176334|ICI176,334-1|NSC-759816",Small molecule,Androgen Receptor antagonist,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL888,GEMCITABINE,Enzyme,Gemcitabina|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL1201139,MEGESTROL ACETATE,Transcription factor,5071|BDH 1298|BDH-1298|Chronopil|Megesterol acetate|Megestrol|Megestrol 17.alpha.-acetate|Megestrol acetate|NSC-71423|SC 10363|SC-10363,Small molecule,Progesterone receptor agonist,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL601719,CRIZOTINIB,Enzyme,Crizotinib|NSC-756645|PF-02341066|PF-2341066|Pf-2341066,Small molecule,Hepatocyte growth factor receptor inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL4297190,SURUFATINIB,Enzyme,HMPL-012|Hmpl-012|Sulfatinib|Surufatinib,Small molecule,Vascular endothelial growth factor receptor inhibitor,Cancer/Tumor|Skin/Integumentary
MONDO_0002529,skin squamous cell carcinoma,CHEMBL848,LENALIDOMIDE,Unclassified protein,CC-5013|CDC-501|Lenalidomida|Lenalidomide|NSC-747972|SYP-1512,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor,Cancer/Tumor|Skin/Integumentary
