disease_id,disease_name,disease_therapeutic_areas,drug_rank,drug_name_original,drug_id,drug_common_name,drug_target_class,drug_type,drug_mechanism_of_action,drug_synonyms
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,57,felodipine,CHEMBL1480,FELODIPINE,Ion channel|Auxiliary transport protein,Small molecule,Voltage-gated L-type calcium channel blocker,C08CA02|Felodipine|Felodipino|H 154/82|H-154/82|NSC-760343
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,59,naproxen,CHEMBL154,NAPROXEN,Enzyme,Small molecule,Cyclooxygenase inhibitor,Aleve|Anaprox|NSC-750183|NSC-757239|Naprelan|Naproxen|Naproxene|Naproxeno|PN400 COMPONENT NAPROXEN|RS-3540
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,60,codergocrine mesilate,CHEMBL2311030,ERGOLOID MESYLATES,Membrane receptor,Unknown,Dopamine receptor agonist,Co-dergocrine mesilate|Co-dergocrine mesylate|Codergocrine mesilate|Dihydroergotoxine mesilate|Dihydroergotoxine mesylate|Dihydroergotoxine methanesulfonate|Dihydrogenated ergot alkaloids|Ergoloid mesilates|Ergoloid mesylates|Hydrogenated ergot alkaloids
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,62,clozapine,CHEMBL42,CLOZAPINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Clozapina|Clozapine|Clozapine (caraco)|Clozapine (clozaril)|Clozapine (fazaclo)|Clozapine (ivax)|Clozapine (mylan)|Clozapine (teva)|Clozapine (udl)|Clozapine (versacloz)|Clozapine resolution mixture|HF 1854|HF-1854|Leponex|NSC-757429
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,64,gemfibrozil,CHEMBL457,GEMFIBROZIL,Transcription factor,Small molecule,Peroxisome proliferator-activated receptor alpha agonist,CI-719|Gemfibrozil|Gemfibrozilo|NSC-757024
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,65,raloxifene,CHEMBL81,RALOXIFENE,Transcription factor,Small molecule,Estrogen receptor beta modulator,Eviden|Evista|J22.982B|Keoxifene|LY-139481|NSC-747974|Raloxifene|Raloxifeno|Raloxiphene|Raxeto
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,66,tanespimycin,CHEMBL109480,TANESPIMYCIN,Unclassified protein|Other cytosolic protein,Small molecule,Heat shock protein HSP90 inhibitor,17-AAG|17aag|BMS-722782|CNF-1010|CNF1010|KOS-953|NSC-330507|Tanespimicina|Tanespimycin|Tanespimycine
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,67,ondansetron,CHEMBL46,ONDANSETRON,Ion channel|Membrane receptor,Small molecule,Serotonin 3a (5-HT3a) receptor antagonist,A04AA01|Desmethylondansetron|EUR-1025|GR-38032|GR-38032F|NSC-757870|Ondansetron|Zofran
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,70,cyproheptadine,CHEMBL516,CYPROHEPTADINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Ciproheptadina|Ciprovit|Cyproheptadine
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,74,procyclidine,CHEMBL86715,PROCYCLIDINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Elorine|Kemadrine|Lergine|NSC-169103|Prociclidina|Procyclidine|Tricoloid|Vagosin
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,75,cortisone,CHEMBL1650,CORTISONE ACETATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Cortisona|Cortisone|Cortisone 21-acetate|Cortisone Acetate|Cortisone acetate|Cortisone aceticum|NSC-49420
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,79,cisapride,CHEMBL1729,CISAPRIDE,Membrane receptor,Small molecule,Serotonin 4 (5-HT4) receptor agonist,"Cisaprida|Cisapride|Cisapride monohydrate|Propulsid|R-51,619|R-51619"
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,81,fluphenazine,CHEMBL726,FLUPHENAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,85,scopolamine noxide,CHEMBL569713,SCOPOLAMINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Scopolamine
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,93,aminocaproic acid,CHEMBL1046,AMINOCAPROIC ACID,Enzyme,Small molecule,Plasminogen inhibitor,".epsilon.-aminocaproic acid|177 J.D|177 J.D.|177 JD|177-JD|6-aminocaproic acid|Acide aminocaproique|Acido aminocaproico|Aminocaproic acid|CL 10304|CL-10304|CY-116|EACA|Epsilcapramin|Epsilon-aminocaproic acid|Hexanoic acid, 6-amino-|NSC-26154|NSC-400230"
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,94,methotrexate,CHEMBL34259,METHOTREXATE,Enzyme,Small molecule,Dihydrofolate reductase inhibitor,"(r)-methotrexate|ADX-2191|Abitrexate|Amethopterin|CL 14377|CL-14377|D-amethopterin|D-methotrexate|EMT-25299|Folex|Jylamvo|Methotrexate|Methotrexate, (r)-|Methotrexate, d-|Methotrexatum|Methylaminopterin|Metotrexato|Mexate|Mexate-AQ|NSC-740|R-9985|R-methotrexate|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall"
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,95,naloxone,CHEMBL80,NALOXONE,Membrane receptor,Small molecule,Opioid receptors; mu/kappa/delta antagonist,Dbl naloxone|NSC-70413|Naloxona|Naloxone|Suboxone
EFO_0002627,Vulvar intraepithelial tumor,Reproductive/Breast|Cancer/Tumor,100,haloperidol,CHEMBL54,HALOPERIDOL,Ion channel|Membrane receptor,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,"Haloperidol|Haloperidol decanoate impurity, haloperidol-|MCN-JR-1625|NSC-170973|NSC-615296|R-1625"
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,2,benfluorex,CHEMBL400599,BENFLUOREX,Enzyme,Small molecule,Acyl coenzyme A:cholesterol acyltransferase 1 inhibitor,Benfluorex|Mediaxal|NSC-757396
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,3,metformin,CHEMBL1431,METFORMIN,Enzyme,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,LA-6023|Metformin|Metformin extended release|Metformina|Metformine
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,4,rescinnamine,CHEMBL1668,RESCINNAMINE,Transporter,Small molecule,Synaptic vesicular amine transporter inhibitor,Apoterin s|Cartric|Cinnaloid|NSC-15628|Rescinamina|Rescinnamine|Rescisan|Resealoid|Reserpinine|Scinnamina|Tsuruselpi s
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,6,fluticasone,CHEMBL1473,FLUTICASONE PROPIONATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,CCI 18781|CCI-18781|CCI18781|FLOVENT|Fluticaps|Fluticasona|Fluticasone|Fluticasone propionate|Fluticasone propionate |Fluticasone-17-propionate|NSC-759889|Opn-375|Optinose|PF-00241939|R01AD08
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,8,clomifene,CHEMBL2355051,CLOMIPHENE,Transcription factor,Small molecule,Estrogen receptor alpha modulator,Clomifene|Clomifeno|Clomiphene
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,9,tropicamide,CHEMBL1200604,TROPICAMIDE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Bistropamide|NSC-757372|RO-1-7683|Tropicamida|Tropicamide|Tropicamidum|Visumidriatic
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,12,methylprednisolone,CHEMBL650,METHYLPREDNISOLONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,"6-methyl-prednisolone|6-methylprednisolone|J3.872E|Methylprednisolone|Metilprednisolona|NSC-19987|U-67,590A"
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,13,metolazone,CHEMBL878,METOLAZONE,Transporter,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Metazoline|Metolazona|Metolazone|Metozalone|NSC-759581|Normelan|Oldren|SR 720-22|SR-720-22
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,14,isocarboxazid,CHEMBL1201168,ISOCARBOXAZID,Enzyme,Small molecule,Monoamine oxidase inhibitor,Enerzer|Isocarboxazid|Isocarboxazida|Isocarboxazide|NSC-169893|RO 5-0831|RO-5-0831
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,15,fludrocortisone,CHEMBL1201010,FLUDROCORTISONE ACETATE,Transcription factor,Small molecule,Mineralocorticoid receptor agonist,Fludrocortisona|Fludrocortisone 21-acetate|Fludrocortisone acetate|Fludrocortisoni acetas|Fluorhydrocortisone acetate|Fluorocortisol acetate|NSC-15186|Scherofluron
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,16,troglitazone,CHEMBL408,TROGLITAZONE,Transcription factor|Epigenetic regulator,Small molecule,Peroxisome proliferator-activated receptor gamma agonist,CI-991|CS-045|GR-92132X|GR92132X|Rezulin|Troglitazona|Troglitazone
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,17,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,20,diphenylpyraline,CHEMBL1492,DIPHENYLPYRALINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenilpiralina|Diphenylpyraline
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,21,clozapine,CHEMBL42,CLOZAPINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Clozapina|Clozapine|Clozapine (caraco)|Clozapine (clozaril)|Clozapine (fazaclo)|Clozapine (ivax)|Clozapine (mylan)|Clozapine (teva)|Clozapine (udl)|Clozapine (versacloz)|Clozapine resolution mixture|HF 1854|HF-1854|Leponex|NSC-757429
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,22,dipyridamole,CHEMBL932,DIPYRIDAMOLE,Enzyme,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",B01AC07|Dipiridamol|Dipyridamole|NSC-515776|RA-8
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,23,nalbuphine,CHEMBL895,NALBUPHINE,Membrane receptor,Small molecule,Opioid receptors; mu/kappa/delta agonist,Intapan|Nalbufina|Nalbuphine|Nubain
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,24,domperidone,CHEMBL219916,DOMPERIDONE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,"Domperidona|Domperidone|NSC-299589|NSC-759575|R 33,812|R-33812"
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,25,podophyllotoxin,CHEMBL283120,AXL-1717,Enzyme,Small molecule,Insulin-like growth factor I receptor inhibitor,AXL-1717|Axl-1717|Axl1717|NSC-36407|Picropodophyllin|Picropodophyllotoxin|Podophyllotoxin picropodophyllin
MONDO_0019091,bronchopulmonary dysplasia,Respiratory,26,chlorcyclizine,CHEMBL648,CYCLIZINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Ciclizina|Cyclizine|Marezine|NSC-26608
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,1,probucol,CHEMBL608,PROBUCOL,Transporter,Small molecule,ATP-binding cassette sub-family A member 1 inhibitor,DH-581|NSC-652160|NSC-86225|Probucol
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,2,amantadine,CHEMBL660,AMANTADINE,Ion channel,Small molecule,Glutamate [NMDA] receptor antagonist,Amantadina|Amantadine|Amantidine|NSC-341865|Symadine|Symmetrel|TCMDC-125869
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,4,thioridazine,CHEMBL479,THIORIDAZINE,Membrane receptor,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,Dl-thioridazine|Mellaril|Mellerette|Novoridazine|Sonapax|TP-21|Thioridazine|Thioridazine prolongatum|Thioril|Tioridazina
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,5,terazosin,CHEMBL611,TERAZOSIN,Membrane receptor,Small molecule,Adrenergic receptor alpha-1 antagonist,Hytrin|Terazosabb|Terazosin|Terazosina|Terazosine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,6,trihexyphenidyl,CHEMBL1490,TRIHEXYPHENIDYL,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Apo-trihex|NSC-12268|Trihexifenidilo|Trihexyphenidyl|Trihexyphenidyle
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,9,sulfaguanidine,CHEMBL821,GUANIDINE,Ion channel|Membrane receptor,Small molecule,Voltage-gated potassium channel blocker,Guanidine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,10,doxycycline,CHEMBL1200699,DOXYCYCLINE,Enzyme,Small molecule,Matrix metalloproteinase 8 inhibitor,Doxiciclina|Doxirobe|Doxycycline|Doxycycline monohydrate|Doxylin|GS-3065|Supracyclin|Xyrosa
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,12,isoetarine,CHEMBL1201213,ISOETHARINE,Membrane receptor,Small molecule,Beta-2 adrenergic receptor agonist,Dilabron|Etyprenaline|Isoetarina|Isoetarine|Isoetharine|Neoisuprel|WIN 3406|WIN-3046|WIN-3406|WIN3406
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,14,fluticasone,CHEMBL1473,FLUTICASONE PROPIONATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,CCI 18781|CCI-18781|CCI18781|FLOVENT|Fluticaps|Fluticasona|Fluticasone|Fluticasone propionate|Fluticasone propionate |Fluticasone-17-propionate|NSC-759889|Opn-375|Optinose|PF-00241939|R01AD08
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,15,alclometasone,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,"Alclometasona|Alclometasone|Alclometasone 17,21-dipropionate|Alclometasone dipropionate|NSC-758914|SCH 22219|SCH-22219"
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,17,ribavirin,CHEMBL1643,RIBAVIRIN,Enzyme,Small molecule,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,Cotronak|NSC-163039|Ribavirin|Ribavirin biopartners|Ribavirin mylan|Ribavirin teva|Ribavirina|Ribavirine|SCH 18908|SCH-18908|Tribavirin
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,24,clidinium bromide,CHEMBL1200950,CLIDINIUM BROMIDE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Bromure de clidinium|Bromuro de clidinio|Clidinium bromide|NSC-756686|RO 2-3773|RO-2-3773|RO-23773
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,25,haloperidol,CHEMBL54,HALOPERIDOL,Ion channel|Membrane receptor,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,"Haloperidol|Haloperidol decanoate impurity, haloperidol-|MCN-JR-1625|NSC-170973|NSC-615296|R-1625"
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,26,physostigmine,CHEMBL94,PHYSOSTIGMINE,Enzyme,Small molecule,Acetylcholinesterase inhibitor,(-)-physostigmine|Cogmine|Eserin|Eserine|Eserinum|MCV-4484|NSC-30782|Physostigmine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,27,medrysone,CHEMBL1201173,MEDRYSONE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,Hydroxymesterone|Medrisona|Medrysone|NSC-63278|U-8471
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,28,scopolamine,CHEMBL569713,SCOPOLAMINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Scopolamine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,29,levomepromazine,CHEMBL1764,LEVOMEPROMAZINE,Membrane receptor,Small molecule,D2-like dopamine receptor antagonist,CL 36467|CL 39743|CL-36467|CL-39743|Levomepromazina|Levomepromazine|Methotrimeprazine|N05AA02|NSC-226516|Neozine|Nirvan|RP 7044|RP-7044|SK&F 5116|SK&F-5116|XP-03|XP03
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,34,biperiden,CHEMBL1101,BIPERIDEN,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,Akineton|Akineton-|Biperiden|Biperidene|Biperideno|Biperidenum|KL 373|NSC-759145
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,38,isocarboxazid,CHEMBL1201168,ISOCARBOXAZID,Enzyme,Small molecule,Monoamine oxidase inhibitor,Enerzer|Isocarboxazid|Isocarboxazida|Isocarboxazide|NSC-169893|RO 5-0831|RO-5-0831
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,40,methazolamide,CHEMBL19,METHAZOLAMIDE,Enzyme,Small molecule,Carbonic anhydrase I inhibitor,L-584601|Metazolamida|Methazolamide|Methenamide|NSC-758426|Neptazaneat|VVP-808|VVP808
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,41,sulfapyridine,CHEMBL421,SULFASALAZINE,Enzyme,Small molecule,Arachidonate 5-lipoxygenase inhibitor,Azulfidine|Benzosulfa|NSC-203730|NSC-667219|SAS-500|Salazosulfapyridine|Salicylazosulfapyridine|Sulfasalazina|Sulfasalazine|Sulfasalazinum|Sulfasalazopyridine|Sulphasalazine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,42,valproic acid,CHEMBL109,VALPROIC ACID,Enzyme,Small molecule,Succinate semialdehyde dehydrogenase inhibitor,"44089|Acide valproique|Acido valproico|NSC-93819|Pentanoic acid, 2-propyl|Valproate|Valproic acid|Valproic acid extended release"
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,44,raloxifene,CHEMBL81,RALOXIFENE,Transcription factor,Small molecule,Estrogen receptor beta modulator,Eviden|Evista|J22.982B|Keoxifene|LY-139481|NSC-747974|Raloxifene|Raloxifeno|Raloxiphene|Raxeto
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,45,diphenylpyraline,CHEMBL1492,DIPHENYLPYRALINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Difenilpiralina|Diphenylpyraline
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,47,chlorpropamide,CHEMBL498,CHLORPROPAMIDE,Ion channel,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",Chlorpropamide|Clorpropamida|NSC-44634|NSC-626720
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,52,alimemazine,CHEMBL829,METHYLPROMAZINE,Membrane receptor,Small molecule,Histamine H1 receptor antagonist,Alimemazina|Alimemazine|BAYER-1219|Dl-trimeprazine|Methylpromazine|RP-6549|Temaril|Trimeprazine
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,55,celecoxib,CHEMBL118,CELECOXIB,Enzyme,Small molecule,Cyclooxygenase-2 inhibitor,Celecoxib|DFN-15|DFN15|NSC-719627|NSC-758624|SC-58635
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,57,clobetasol,CHEMBL1159650,CLOBETASOL PROPIONATE,Transcription factor,Small molecule,Glucocorticoid receptor agonist,CCI 4725|CCI-4725|Clobecort amex|Clobetasol|Clobetasol 17-propionate|Clobetasol propionate|Dovate|GR 2/925|NSC-758634|Psorex
EFO_0000676,psoriasis,Immune System|Genetic/Congenital|Skin/Integumentary,58,sirolimus,CHEMBL413,SIROLIMUS,Enzyme|Ion channel,Small molecule,FK506-binding protein 1A inhibitor,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,1,levobunolol,CHEMBL1201237,LEVOBUNOLOL,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,"Bunolol, (-)-|Bunolol, (s)-|Levobunolol"
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,3,acebutolol,CHEMBL642,ACEBUTOLOL,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,Acebutolol|C07AB04|Sectral
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,4,valdecoxib,CHEMBL865,VALDECOXIB,Enzyme,Small molecule,Cyclooxygenase-2 inhibitor,NSC-759846|SC-65872|Valdecoxib|Valdyn
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,5,glafenine,CHEMBL146095,GLAFENINE,Enzyme,Small molecule,Cyclooxygenase inhibitor,Glafenin|Glafenina|Glafenine|Glaphenine|Glycerylaminophenaquine|NSC-757808|R 1707|R-1707
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,10,physostigmine,CHEMBL94,PHYSOSTIGMINE,Enzyme,Small molecule,Acetylcholinesterase inhibitor,(-)-physostigmine|Cogmine|Eserin|Eserine|Eserinum|MCV-4484|NSC-30782|Physostigmine
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,12,iopromide,CHEMBL316561,PROGLUMIDE,Membrane receptor,Small molecule,Cholecystokinin receptor antagonist,Binoside|CR-242|Dl-proglumide|Gastrotopic|Midelid|NSC-757841|Proglumida|Proglumide|Promid|Ulcutin|W-5219|Xylamide
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,13,fenoprofen,CHEMBL1297,FENOPROFEN,Enzyme,Small molecule,Cyclooxygenase inhibitor,53858|Fenoprofen|Fenoprofene|Fenoprofeno|LILLY-53858|NSC-757813|Nalfon
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,18,fludrocortisone,CHEMBL1201010,FLUDROCORTISONE ACETATE,Transcription factor,Small molecule,Mineralocorticoid receptor agonist,Fludrocortisona|Fludrocortisone 21-acetate|Fludrocortisone acetate|Fludrocortisoni acetas|Fluorhydrocortisone acetate|Fluorocortisol acetate|NSC-15186|Scherofluron
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,21,codergocrine mesilate,CHEMBL2311030,ERGOLOID MESYLATES,Membrane receptor,Unknown,Dopamine receptor agonist,Co-dergocrine mesilate|Co-dergocrine mesylate|Codergocrine mesilate|Dihydroergotoxine mesilate|Dihydroergotoxine mesylate|Dihydroergotoxine methanesulfonate|Dihydrogenated ergot alkaloids|Ergoloid mesilates|Ergoloid mesylates|Hydrogenated ergot alkaloids
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,23,domperidone,CHEMBL219916,DOMPERIDONE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,"Domperidona|Domperidone|NSC-299589|NSC-759575|R 33,812|R-33812"
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,25,lovastatin,CHEMBL503,LOVASTATIN,Unclassified protein|Enzyme,Small molecule,HMG-CoA reductase inhibitor,"6.alpha.-methylcompactin|C10AA02|L-154803|Lovastatin|Lovastatina|Lovastatine|MK-803|Mevinolin|Mevlor|Monacolin k|NSC-758662|Simvastatin impurity, lovastatin-|Sivlor"
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,26,cytisine,CHEMBL497939,CYTISINICLINE,Ion channel,Small molecule,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,6039 Sopharma|Baptitoxine|Citisiniclina|Cytisine|Cytisinicline|Cytiton|NSC-407282|Sophorine|Ulexine
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,27,dicycloverine,CHEMBL1123,DICYCLOMINE,Membrane receptor,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,Bentyl|Dicicloverina|Dicyclomine|Dicycloverine|Dicymine|Kolantyl
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,29,fluphenazine,CHEMBL726,FLUPHENAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,31,sulpiride,CHEMBL26,SULPIRIDE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,N05AL01|NSC-757850|RD-1403|Sulpirida|Sulpiride
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,37,enalapril,CHEMBL578,ENALAPRIL,Enzyme,Small molecule,Angiotensin-converting enzyme inhibitor,C09AA02|Enalapril|Lexxel|Olinapril|Vaseretic|Vasotec
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,39,aceclofenac,CHEMBL93645,ACECLOFENAC,Enzyme,Small molecule,Cyclooxygenase-2 inhibitor,Aceclofenac|Aceclofenac betadex|Aceclofenaco
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,40,captopril,CHEMBL1560,CAPTOPRIL,Enzyme,Small molecule,Angiotensin-converting enzyme inhibitor,"Apopril|C09AA01|Capoten|Captomax|Captopril|Captoprilum|Farcopril|Garranil|Hypopress|Mepha|NSC-757419|SA-333|SQ -14225|SQ 14,225|SQ-14225|Tensiomin|Zapto"
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,42,haloperidol,CHEMBL54,HALOPERIDOL,Ion channel|Membrane receptor,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,"Haloperidol|Haloperidol decanoate impurity, haloperidol-|MCN-JR-1625|NSC-170973|NSC-615296|R-1625"
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,45,xylometazoline,CHEMBL312448,XYLOMETAZOLINE,Membrane receptor,Small molecule,Adrenergic receptor alpha agonist,Balminil|Xilometazolina|Xylometazoline
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,53,metoprolol,CHEMBL13,METOPROLOL,Membrane receptor,Small molecule,Beta-1 adrenergic receptor antagonist,(rs)-metoprolol|Beatrolol|CGP-2175|Dl-metoprolol|Lopressidone|Metoprolol|Metoprolol slow release|Seroken|Toprol-XL
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,55,pentoxifylline,CHEMBL628,PENTOXIFYLLINE,Enzyme,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",BL 191|BL-191|C04AD03|NSC-637086|NSC-758481|Oxpentifylline|Oxypentifylline|Pentoxifilina|Pentoxifylline|Pentoxiphyllin
EFO_0000632,oligodendroglioma,Cancer/Tumor|Nervous System,56,thiethylperazine,CHEMBL1378,THIETHYLPERAZINE,Membrane receptor,Small molecule,Dopamine D2 receptor antagonist,Thiethylperazine|Tietilperazina|Torecan
