"","primary_key","rank","drug_name","cmap_score_unstratified","cmap_score_I-II","cmap_score_III-IV","cmap_score_PE","cmap_score_ESE","cmap_score_MSE","desc_4","desc_3","desc_2","notes","ref"
"249","DB01018",208,"guanfacine",-0.380829299016285,-0.380109887983351,-0.395015621011339,-0.37798278588863,NA,-0.372066916042308,"Imidazoline receptor agonists","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","ANTIHYPERTENSIVES","",""
"266","DB01067",209,"glipizide",-0.379860084369268,-0.3747274499016,-0.369940708153588,-0.357658650041257,NA,-0.393643169644307,"Sulfonylureas","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"76","DB00412",210,"rosiglitazone",-0.378300605787382,-0.392505138209264,-0.402888959740748,-0.381161859587382,-0.397938779444291,-0.391351339176222,"Combinations of oral blood glucose lowering drugs","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"184","DB00808",211,"indapamide",-0.378100925740784,-0.451272979228943,-0.388928912681787,-0.438671000234702,-0.371110989583087,-0.463894679001157,"ACE inhibitors, other combinations","ACE INHIBITORS, COMBINATIONS","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","",""
"185","DB00808",211,"indapamide",-0.378100925740784,-0.451272979228943,-0.388928912681787,-0.438671000234702,-0.371110989583087,-0.463894679001157,"HMG CoA reductase inhibitors, other combinations","LIPID MODIFYING AGENTS, COMBINATIONS","LIPID MODIFYING AGENTS","",""
"186","DB00808",211,"indapamide",-0.378100925740784,-0.451272979228943,-0.388928912681787,-0.438671000234702,-0.371110989583087,-0.463894679001157,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"187","DB00808",211,"indapamide",-0.378100925740784,-0.451272979228943,-0.388928912681787,-0.438671000234702,-0.371110989583087,-0.463894679001157,"Sulfonamides, plain","LOW-CEILING DIURETICS, EXCL. THIAZIDES","DIURETICS","",""
"87","DB00477",212,"chlorpromazine",-0.377827306595368,-0.37325409989291,-0.41667054866899,-0.381685942097203,-0.403880028586836,-0.357596867864034,"Phenothiazines with aliphatic side-chain","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"15","DB00206",213,"reserpine",-0.376416578699326,-0.372461767490453,-0.355353049038848,-0.39989429742039,NA,-0.437089039470657,"Rauwolfia alkaloids and diuretics in combination","ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION","ANTIHYPERTENSIVES","",""
"55","DB00344",214,"protriptyline",-0.376180168609886,-0.407410112354779,-0.390961061300361,-0.3729602384543,-0.450247874108832,-0.360431165004182,"Non-selective monoamine reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"2","DB00140",215,"riboflavin",-0.375776052600569,-0.454779907909058,-0.373128915453389,-0.448699994424194,NA,-0.416291979744595,"Other ophthalmologicals","OTHER OPHTHALMOLOGICALS","OPHTHALMOLOGICALS","",""
"3","DB00140",215,"riboflavin",-0.375776052600569,-0.454779907909058,-0.373128915453389,-0.448699994424194,NA,-0.416291979744595,"Other plain vitamin preparations","OTHER PLAIN VITAMIN PREPARATIONS","VITAMINS","",""
"302","DB01182",216,"propafenone",-0.375732992741309,-0.36659658399997,-0.389403131445203,NA,-0.365034707973181,-0.415497447213796,"Antiarrhythmics, class Ic","ANTIARRHYTHMICS, CLASS I AND III","CARDIAC THERAPY","",""
"216","DB00925",217,"phenoxybenzamine",-0.375697853706378,-0.380016807989459,-0.383031588086429,-0.343260536651845,-0.500118561592388,-0.330846101353254,"Other peripheral vasodilators","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","",""
"214","DB00912",218,"repaglinide",-0.375152805189875,-0.388051296676608,-0.347385401253485,-0.391961957444932,NA,-0.40018152217671,"Combinations of oral blood glucose lowering drugs","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"402","DB09205",219,"moxisylyte",-0.374763196435485,-0.332463320358384,-0.361116708123875,-0.320366019224859,-0.468084396332744,-0.377702581615221,"Other peripheral vasodilators","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","",""
"403","DB09205",219,"moxisylyte",-0.374763196435485,-0.332463320358384,-0.361116708123875,-0.320366019224859,-0.468084396332744,-0.377702581615221,"Drugs used in erectile dysfunction","UROLOGICALS","UROLOGICALS","",""
"58","DB00356",220,"chlorzoxazone",-0.374737688986078,-0.40757095838189,-0.414652913424346,-0.413869254704964,-0.443368718083643,-0.348410297570895,"Oxazol, thiazine, and triazine derivatives","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","MUSCLE RELAXANTS","",""
"56","DB00345",221,"aminohippuric acid",-0.37323832655256,-0.434309838812154,-0.411975512465623,-0.406749296648854,NA,-0.381103313049203,"Tests for renal function and ureteral injuries","OTHER DIAGNOSTIC AGENTS","DIAGNOSTIC AGENTS","",""
"189","DB00819",222,"acetazolamide",-0.371207499046422,NA,NA,-0.376782474853765,NA,-0.376071233447517,"Carbonic anhydrase inhibitors","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","OPHTHALMOLOGICALS","",""
"190","DB00819",222,"acetazolamide",-0.371207499046422,NA,NA,-0.376782474853765,NA,-0.376071233447517,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"290","DB01113",223,"papaverine",-0.370805812318001,-0.432285020795782,-0.398621337753883,-0.437197626003483,-0.464115597265505,-0.396834224025078,"Papaverine and derivatives","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","",""
"291","DB01113",223,"papaverine",-0.370805812318001,-0.432285020795782,-0.398621337753883,-0.437197626003483,-0.464115597265505,-0.396834224025078,"Drugs used in erectile dysfunction","UROLOGICALS","UROLOGICALS","",""
"254","DB01035",224,"procainamide",-0.370102347314906,-0.336662243558204,-0.369692922800915,-0.349892719769948,-0.407108212428499,-0.336260784485456,"Antiarrhythmics, class Ia","ANTIARRHYTHMICS, CLASS I AND III","CARDIAC THERAPY","",""
"337","DB01598",225,"imipenem",-0.369038048560709,-0.398523794020622,-0.372864939295432,-0.39866556706592,-0.378940432560343,-0.405907374389443,"Carbapenems","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"62","DB00363",226,"clozapine",-0.368999778832793,-0.334166462048821,-0.365938978858138,-0.348762322422476,-0.416705062824008,-0.37835787574299,"Diazepines, oxazepines, thiazepines and oxepines","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"32","DB00266",227,"dicoumarol",-0.368644710346916,-0.421024506318929,-0.373870654784734,-0.390803464952604,-0.394454633181773,-0.426875029086116,"Vitamin K antagonists","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","",""
"153","DB00715",228,"paroxetine",-0.368473600012263,NA,-0.410079134199233,-0.271680050761443,-0.500293461471717,-0.43209757681842,"Selective serotonin reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"203","DB00863",229,"ranitidine",-0.367837367924103,NA,-0.391092778066587,-0.3514577273967,-0.443936012337295,-0.302450795387083,"H2-receptor antagonists","DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)","DRUGS FOR ACID RELATED DISORDERS","",""
"135","DB00655",230,"estrone",-0.36584929234021,NA,-0.3693613848122,NA,-0.373412498315234,-0.38516059865931,"Estrogens, combinations with other drugs","ESTROGENS","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","",""
"175","DB00779",231,"nalidixic acid",-0.365600650308231,-0.38393043009829,-0.359060536557464,-0.386518739245503,NA,-0.401156332301359,"Other quinolones","QUINOLONE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"387","DB08814",232,"triflusal",-0.364547864976873,-0.42548580448878,-0.342276406211702,-0.410428139751302,NA,-0.396190455584652,"Platelet aggregation inhibitors excl. heparin","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","",""
"84","DB00457",233,"prazosin",-0.364455398334321,-0.434111224881903,-0.348611288899426,-0.411595925253083,NA,-0.399802615344351,"Alpha-adrenoreceptor antagonists and diuretics","ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION","ANTIHYPERTENSIVES","",""
"348","DB03615",234,"ribostamycin",-0.363442986967147,-0.317488376789829,-0.39205097541927,-0.319350271680051,-0.393502121405635,-0.360054793288978,"Other aminoglycosides","AMINOGLYCOSIDE ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"270","DB01074",235,"perhexiline",-0.362286546615026,-0.2822583583491,-0.376207371170045,-0.289559368715062,-0.446609066689173,-0.268846541866159,"Other non-selective calcium channel blockers","NON-SELECTIVE CALCIUM CHANNEL BLOCKERS","CALCIUM CHANNEL BLOCKERS","",""
"315","DB01223",236,"aminophylline",-0.360336586790542,-0.394578811140246,-0.378758399852097,-0.384186734164172,-0.37402837985584,-0.382051305561914,"Xanthines","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"327","DB01412",237,"theobromine",-0.359235096087982,NA,-0.414429038282247,NA,NA,-0.441627758125826,"Xanthine derivatives","LOW-CEILING DIURETICS, EXCL. THIAZIDES","DIURETICS","",""
"328","DB01412",237,"theobromine",-0.359235096087982,NA,-0.414429038282247,NA,NA,-0.441627758125826,"Xanthines","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"70","DB00395",238,"carisoprodol",-0.356889933320003,NA,-0.362256013552377,NA,-0.370393699125989,-0.452710460310952,"Carbamic acid esters","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","MUSCLE RELAXANTS","",""
"326","DB01403",239,"levomepromazine",-0.356274743594534,-0.321340090936886,-0.384067366019761,-0.280116050237577,NA,NA,"Phenothiazines with aliphatic side-chain","ANTIPSYCHOTICS","PSYCHOLEPTICS","",""
"306","DB01188",240,"ciclopirox",-0.355325407992594,-0.297314954597172,-0.323502217890072,-0.291986140881159,-0.405099519251403,-0.215552801666561,"Other antiinfectives and antiseptics","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"307","DB01188",240,"ciclopirox",-0.355325407992594,-0.297314954597172,-0.323502217890072,-0.291986140881159,-0.405099519251403,-0.215552801666561,"Other antifungals for topical use","ANTIFUNGALS FOR TOPICAL USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"276","DB01095",241,"fluvastatin",-0.354973470199703,-0.369305548121558,-0.378426937434514,-0.373126972333198,NA,-0.352066967912908,"HMG CoA reductase inhibitors","LIPID MODIFYING AGENTS, PLAIN","LIPID MODIFYING AGENTS","",""
"45","DB00331",242,"metformin",-0.354379083330357,-0.370720308836726,-0.429145766695855,-0.358404576137194,-0.385593697173885,-0.376532310453115,"Combinations of oral blood glucose lowering drugs","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"280","DB01106",243,"levocabastine",-0.353976284607159,-0.42730357964369,-0.265224558367075,-0.42967709601667,NA,-0.411077036251133,"Other antiallergics","DECONGESTANTS AND ANTIALLERGICS","OPHTHALMOLOGICALS","",""
"281","DB01106",243,"levocabastine",-0.353976284607159,-0.42730357964369,-0.265224558367075,-0.42967709601667,NA,-0.411077036251133,"Antiallergic agents, excl. corticosteroids","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","NASAL PREPARATIONS","",""
"106","DB00562",244,"benzthiazide",-0.352440226346023,-0.34852678282383,-0.400882968644767,-0.331096527569766,-0.38792437980876,-0.328852999700211,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"311","DB01222",245,"budesonide",-0.352026820903421,-0.355920862908194,-0.369116150294945,-0.358621449043836,-0.390202240814096,-0.394083982958356,"Corticosteroids acting locally","INTESTINAL ANTIINFLAMMATORY AGENTS","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","",""
"312","DB01222",245,"budesonide",-0.352026820903421,-0.355920862908194,-0.369116150294945,-0.358621449043836,-0.390202240814096,-0.394083982958356,"Corticosteroids","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","NASAL PREPARATIONS","",""
"313","DB01222",245,"budesonide",-0.352026820903421,-0.355920862908194,-0.369116150294945,-0.358621449043836,-0.390202240814096,-0.394083982958356,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","ADRENERGICS, INHALANTS","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","",""
"314","DB01222",245,"budesonide",-0.352026820903421,-0.355920862908194,-0.369116150294945,-0.358621449043836,-0.390202240814096,-0.394083982958356,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","",""
"361","DB04820",246,"nialamide",-0.35065862253067,-0.363910315794433,-0.370438669879991,-0.335735684335055,-0.423085894141722,-0.371296382843105,"Monoamine oxidase inhibitors, non-selective","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"16","DB00214",247,"torasemide",-0.350344526775397,-0.415885210373669,-0.333473582204234,-0.426788158717686,NA,-0.39725143187695,"Sulfonamides, plain","HIGH-CEILING DIURETICS","DIURETICS","",""
"17","DB00214",247,"torasemide",-0.350344526775397,-0.415885210373669,-0.333473582204234,-0.426788158717686,NA,-0.39725143187695,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"78","DB00424",248,"hyoscyamine",-0.350158395957458,NA,-0.377638711946104,-0.357957214984481,NA,-0.343993024768397,"Belladonna alkaloids, tertiary amines","BELLADONNA AND DERIVATIVES, PLAIN","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","",""
"24","DB00257",249,"clotrimazole",-0.347970212636668,-0.350053594704953,-0.386792343342041,-0.319464813424465,-0.373075186278778,-0.339435325278857,"Antiinfectives and antiseptics for local oral treatment","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","",""
"25","DB00257",249,"clotrimazole",-0.347970212636668,-0.350053594704953,-0.386792343342041,-0.319464813424465,-0.373075186278778,-0.339435325278857,"Imidazole and triazole derivatives","ANTIFUNGALS FOR TOPICAL USE","ANTIFUNGALS FOR DERMATOLOGICAL USE","",""
"26","DB00257",249,"clotrimazole",-0.347970212636668,-0.350053594704953,-0.386792343342041,-0.319464813424465,-0.373075186278778,-0.339435325278857,"Imidazole derivatives","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"373","DB06729",250,"sulfaphenazole",-0.344502927386125,NA,NA,-0.368657358961292,NA,-0.403981829686588,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"374","DB06729",250,"sulfaphenazole",-0.344502927386125,NA,NA,-0.368657358961292,NA,-0.403981829686588,"Sulfonamides","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"375","DB06729",250,"sulfaphenazole",-0.344502927386125,NA,NA,-0.368657358961292,NA,-0.403981829686588,"Long-acting sulfonamides","SULFONAMIDES AND TRIMETHOPRIM","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"395","DB08991",251,"epirizole",-0.344333185660427,-0.364420564255218,-0.375670902854779,-0.376076638368372,-0.362711812222552,-0.390212203169227,NA,NA,NA,"",""
"4","DB00165",252,"pyridoxine",-0.344097100615614,NA,-0.34912659853664,NA,-0.404952860284063,-0.372445213712218,"Combinations of drugs for treatment of tuberculosis","DRUGS FOR TREATMENT OF TUBERCULOSIS","ANTIMYCOBACTERIALS","",""
"5","DB00165",252,"pyridoxine",-0.344097100615614,NA,-0.34912659853664,NA,-0.404952860284063,-0.372445213712218,"Other plain vitamin preparations","OTHER PLAIN VITAMIN PREPARATIONS","VITAMINS","",""
"161","DB00738",253,"pentamidine",-0.341613451728957,-0.404378090677816,-0.347415416620417,-0.422728086111187,NA,-0.404801677228614,"Other agents against leishmaniasis and trypanosomiasis","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","ANTIPROTOZOALS","",""
"157","DB00722",254,"lisinopril",-0.339828665897782,-0.313369327543414,-0.385102943255988,-0.303853205893756,-0.374488380174492,-0.355985056287128,"ACE inhibitors and diuretics","ACE INHIBITORS, COMBINATIONS","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","",""
"158","DB00722",254,"lisinopril",-0.339828665897782,-0.313369327543414,-0.385102943255988,-0.303853205893756,-0.374488380174492,-0.355985056287128,"HMG CoA reductase inhibitors, other combinations","LIPID MODIFYING AGENTS, COMBINATIONS","LIPID MODIFYING AGENTS","",""
"19","DB00235",255,"milrinone",-0.336054846456446,-0.388385376900467,-0.356506627500305,-0.35256121824006,-0.394460733505836,-0.35432994299549,"Phosphodiesterase inhibitors","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","CARDIAC THERAPY","",""
"28","DB00263",256,"sulfafurazole",-0.331751854362489,-0.39846053628598,-0.370311816921366,-0.376041627495551,-0.432154025862216,-0.397409889216204,"Short-acting sulfonamides","SULFONAMIDES AND TRIMETHOPRIM","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"29","DB00263",256,"sulfafurazole",-0.331751854362489,-0.39846053628598,-0.370311816921366,-0.376041627495551,-0.432154025862216,-0.397409889216204,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"30","DB00263",256,"sulfafurazole",-0.331751854362489,-0.39846053628598,-0.370311816921366,-0.376041627495551,-0.432154025862216,-0.397409889216204,"Sulfonamides","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"386","DB08437",257,"puromycin",-0.330701036406504,-0.248796884099662,-0.291655596425002,-0.253193013212931,NA,NA,NA,NA,NA,"",""
"336","DB01586",258,"ursodeoxycholic acid",-0.329068183276995,-0.392404043938962,-0.312518985853151,-0.368859535946009,NA,-0.351304487896927,"Bile acids and derivatives","BILE THERAPY","BILE AND LIVER THERAPY","",""
"85","DB00458",259,"imipramine",-0.327940090237863,-0.351762899023637,-0.350742796212207,-0.34255329540921,NA,-0.28886490227831,"Non-selective monoamine reuptake inhibitors","ANTIDEPRESSANTS","PSYCHOANALEPTICS","",""
"344","DB02010",260,"staurosporine",-0.327300008937016,-0.310921791835037,-0.294268660334217,-0.287381562755693,-0.4561997449921,-0.367516860846126,NA,NA,NA,"",""
"346","DB02546",261,"vorinostat",-0.327040760185633,-0.311947845130939,-0.334691953619732,-0.319670988564412,-0.456132497890364,-0.288598538069534,"Other antineoplastic agents","OTHER ANTINEOPLASTIC AGENTS","ANTINEOPLASTIC AGENTS","",""
"171","DB00773",262,"etoposide",-0.326735970971257,-0.274162088956306,-0.347474653237959,-0.271370355818526,-0.400855164957787,NA,"Podophyllotoxin derivatives","PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS","ANTINEOPLASTIC AGENTS","",""
"200","DB00836",263,"loperamide",-0.325296245672972,-0.349847554164233,-0.308021050311526,-0.363482233278742,-0.478157861458913,-0.253497233057869,"Antipropulsives","ANTIPROPULSIVES","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","",""
"215","DB00914",264,"phenformin",-0.323650219682267,-0.335783632930435,-0.341077689484845,-0.310041701839627,-0.43469043295507,-0.324301319514516,"Biguanides","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"345","DB02266",265,"flufenamic acid",-0.322920580032899,-0.37377306897311,-0.366929720113492,-0.324841143567487,-0.425708638762205,-0.305705346191354,"Fenamates","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","",""
"110","DB00567",266,"cefalexin",-0.316416864738598,-0.29797195511137,-0.314892350520803,-0.286091671432035,NA,-0.332228662013197,"First-generation cephalosporins","OTHER BETA-LACTAM ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","",""
"129","DB00627",267,"nicotinic acid",-0.315898264590158,NA,-0.339518877553525,-0.319638679147827,NA,-0.336452881499775,"Nicotinic acid and derivatives","LIPID MODIFYING AGENTS, PLAIN","LIPID MODIFYING AGENTS","",""
"130","DB00627",267,"nicotinic acid",-0.315898264590158,NA,-0.339518877553525,-0.319638679147827,NA,-0.336452881499775,"Nicotinic acid and derivatives","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","",""
"230","DB00993",268,"azathioprine",-0.312707694962794,-0.379760191001783,-0.35476772708401,-0.38472702541141,-0.39382339317823,-0.330325302506095,"Other immunosuppressants","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","",""
"324","DB01393",269,"bezafibrate",-0.310789589511747,-0.35068760904474,-0.322381882054539,-0.351222268471153,NA,-0.34157700526952,"Fibrates","LIPID MODIFYING AGENTS, PLAIN","LIPID MODIFYING AGENTS","",""
"95","DB00518",270,"albendazole",-0.306977945140405,-0.311716640763181,-0.332753450022247,-0.308226323248905,-0.515560455431535,-0.355608221163411,"Benzimidazole derivatives","ANTINEMATODAL AGENTS","ANTHELMINTICS","",""
"172","DB00774",271,"hydroflumethiazide",-0.304629087128246,-0.399002254186464,-0.346048974102435,-0.406407184231103,NA,-0.33575517408872,"Sulfonamides","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","",""
"173","DB00774",271,"hydroflumethiazide",-0.304629087128246,-0.399002254186464,-0.346048974102435,-0.406407184231103,NA,-0.33575517408872,"Thiazides, plain","LOW-CEILING DIURETICS, THIAZIDES","DIURETICS","",""
"310","DB01206",272,"lomustine",-0.303663944092872,NA,-0.352388083818058,NA,-0.390338636883306,NA,"Nitrosoureas","ALKYLATING AGENTS","ANTINEOPLASTIC AGENTS","",""
"253","DB01024",273,"mycophenolic acid",-0.302837167422892,-0.303503710386922,-0.272529040976296,-0.263773428649354,NA,-0.289139225653455,"Selective immunosuppressants","IMMUNOSUPPRESSANTS","IMMUNOSUPPRESSANTS","",""
"31","DB00265",274,"crotamiton",-0.291396571689311,-0.28925662611866,-0.306811966712021,-0.32280964847787,NA,-0.325233232920108,NA,NA,NA,"",""
"79","DB00432",275,"trifluridine",-0.290675947751437,-0.275835085242718,-0.269907453634503,-0.272227581911395,NA,-0.288404943461319,"Pyrimidine analogues","ANTIMETABOLITES","ANTINEOPLASTIC AGENTS","",""
"80","DB00432",275,"trifluridine",-0.290675947751437,-0.275835085242718,-0.269907453634503,-0.272227581911395,NA,-0.288404943461319,"Antivirals","ANTIINFECTIVES","OPHTHALMOLOGICALS","",""
"191","DB00822",276,"disulfiram",-0.289021025802522,-0.243614767182067,-0.267173744749315,-0.254844791613988,NA,NA,"Sulfur containing products","ECTOPARASITICIDES, INCL. SCABICIDES","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","",""
"192","DB00822",276,"disulfiram",-0.289021025802522,-0.243614767182067,-0.267173744749315,-0.254844791613988,NA,NA,"Drugs used in alcohol dependence","DRUGS USED IN ADDICTIVE DISORDERS","OTHER NERVOUS SYSTEM DRUGS","",""
"86","DB00460",277,"verteporfin",-0.277056748959755,-0.327336541268735,-0.289344319017096,-0.327542707861929,NA,-0.355898103493264,"Antineovascularisation agents","OCULAR VASCULAR DISORDER AGENTS","OPHTHALMOLOGICALS","",""
"14","DB00197",278,"troglitazone",-0.267571040042898,-0.229373353675669,-0.266871164131685,-0.199164752955069,-0.399056071738663,-0.236711886358579,"Thiazolidinediones","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","DRUGS USED IN DIABETES","",""
"308","DB01195",279,"flecainide",-0.263427918582548,-0.237228671453196,-0.259281702784204,-0.302940870093669,NA,-0.272559887124857,"Antiarrhythmics, class Ic","ANTIARRHYTHMICS, CLASS I AND III","CARDIAC THERAPY","",""
"111","DB00572",280,"atropine",-0.255336086563969,NA,-0.283957234598763,NA,-0.417083282915949,-0.320431647038045,"Belladonna and derivatives in combination with psycholeptics","ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","",""
"112","DB00572",280,"atropine",-0.255336086563969,NA,-0.283957234598763,NA,-0.417083282915949,-0.320431647038045,"Anticholinergics","MYDRIATICS AND CYCLOPLEGICS","OPHTHALMOLOGICALS","",""
"18","DB00223",281,"diflorasone",-0.250268880336908,-0.296962034746911,-0.285048959947095,-0.265023014245967,NA,-0.280209557802012,"Corticosteroids, potent (group III)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","",""
"50","DB00340",282,"metixene",-0.235001517103027,-0.258064386013215,-0.271100317934689,-0.221855904756595,-0.420187414873566,NA,"Tertiary amines","ANTICHOLINERGIC AGENTS","ANTI-PARKINSON DRUGS","",""
