"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"162",2442,-0.428769099576379,0,0,"ESE_endo","cmap","doxorubicin",6.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","438","Doxorubicin hydrochloride [25316-40-9]","C1445757","25316-40-9","DB00997",1
"163",4368,-0.427833489286324,0,0,"ESE_endo","cmap","dipyridamole",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","142","Dipyridamole [58-32-2]","C0012582","58-32-2","DB00975",1
"164",4112,-0.427252881972509,0,0,"ESE_endo","cmap","ioversol",5e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","878","Ioversol [87771-40-2]","C0063828","87771-40-2","DB09134",1
"165",2612,-0.426082768048598,0,0,"ESE_endo","cmap","cinoxacin",1.52e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","780","Cinoxacin [28657-80-9]","C0008806","28657-80-9","DB00827",1
"166",3927,-0.425708638762205,0,0,"ESE_endo","cmap","flufenamic acid",1.42e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","203","Flufenamic acid [530-78-9]","C0016282","530-78-9","DB02266",1
"167",4440,-0.424674920907504,0,0,"ESE_endo","cmap","mefloquine",9.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","126","Mefloquine hydrochloride [51773-92-3]","C0282398","51773-92-3","DB00358",1
"168",392,-0.424242192625842,0,0,"ESE_endo","cmap","genistein",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"169",2873,-0.423085894141722,0,0,"ESE_endo","cmap","nialamide",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1099","Nialamide [51-12-7]","C0027999","51-12-7","DB04820",1
"170",3386,-0.42254719964265,0,0,"ESE_endo","cmap","etidronic acid",1.6e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","863","Etidronic acid, disodium salt [7414-83-7]","NULL","7414-83-7","DB01077",1
"171",3038,-0.422007895111172,0,0,"ESE_endo","cmap","fluvoxamine",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","995","Fluvoxamine maleate [61718-82-9]","C0085228","61718-82-9","DB00176",1
"172",4231,-0.42195701123163,0,0,"ESE_endo","cmap","ifenprodil",8.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","311","Ifenprodil tartrate [23210-58-4]","C0063340","23210-58-4","DB08954",1
"173",2202,-0.421916067291885,0,0,"ESE_endo","cmap","capsaicin",1.3e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","879","Capsaicin [404-86-4]","C0006931","404-86-4","DB06774",1
"174",4140,-0.421046017543384,0,0,"ESE_endo","cmap","mitoxantrone",7.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","385","Mitoxantrone dihydrochloride [70476-82-3]","C0700458","70476-82-3","DB01204",1
"175",5751,-0.420836776428003,0,0,"ESE_endo","cmap","corbadrine",2.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","739","Levonordefrin [829-74-3]","NULL","829-74-3","DB06707",1
"176",5266,-0.420187414873566,0,0,"ESE_endo","cmap","metixene",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","491","Metixene hydrochloride [1553-34-0]","APRD01101","1553-34-0","DB00340",1
