gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism,signature_type
CTBS,,,,,,,,,,,0.0334557779133319,0.0334557779133319,0.0334557779133319,,human,UP
FLJ12529,,,,,,,,,,,0.0334137305617332,0.0334137305617332,0.0334137305617332,,human,UP
LDHA,,0.0787031054496765,,0.0478251539170742,0.0733602568507194,,,-0.035541720688343,-0.0398217663168907,0.0748733654618263,,0.0332330657790104,0.0605927053838968,,human,UP
CDIPT,,,,-0.0165899973362684,,,,,0.0827992111444473,,,0.0331046069040894,0.0331046069040894,,human,UP
ZDHHC12,,,,,,,,0.0330510959029197,,,,0.0330510959029197,0.0330510959029197,,human,UP
LMNB2,,,,,,,,0.032878540456295,,,,0.032878540456295,0.032878540456295,,human,UP
S100A9,,0.0713029503822326,,,0.0373127534985542,0.0343577712774276,-0.0126711893826723,,,,,0.0325755714438855,0.0358352623879909,,human,UP
MXRA5,,,0.0535615757107734,0.0989523157477378,,-0.0119492402300238,,,-0.0104365767911076,,,0.0325320186093449,0.0215624994598329,,human,UP
PNLIPRP2,0.0324777252972126,,,,,,,,,,,0.0324777252972126,0.0324777252972126,0.0324777252972126,human,UP
DGKA,,,,,,,0.032355822622776,,,,,0.032355822622776,0.032355822622776,,human,UP
RFX5,,,,,,,,,,,0.0323152914643287,0.0323152914643287,0.0323152914643287,,human,UP
IMPDH2,,,0.0209036879241466,,,,,,0.0194140765815973,0.0566173270344734,,0.0323116971800724,0.0209036879241466,,human,UP
RAD21,,0.0326863825321197,,,0.0318014658987522,,,,,,,0.0322439242154359,0.0322439242154359,,human,UP
CD74,,,0.0846267491579055,,,,,-0.0202985182404518,,,,0.0321641154587268,0.0321641154587268,,human,UP
ANXA8L2,,,,,,,0.0320909358561039,,,,,0.0320909358561039,0.0320909358561039,,human,UP
PHF11,,,,,,,,,0.0320814736187458,,,0.0320814736187458,0.0320814736187458,,human,UP
FCRL5,0.0427235774695873,,,,,0.02142901904881,,,,,,0.0320762982591986,0.0320762982591986,0.0427235774695873,human,UP
ZNF552,,,,,,0.032057411968708,,,,,,0.032057411968708,0.032057411968708,,human,UP
OFD1,,,,,,,,,0.0319170877337455,,,0.0319170877337455,0.0319170877337455,,human,UP
IFI30,,0.0236432217061519,0.0245549362152814,0.0629554316401481,0.0164357721805572,,,,,,,0.0318973404355347,0.0240990789607167,,human,UP
TYROBP,0.0308579932898283,,,0.032569795846939,,,,,,,,0.0317138945683836,0.0317138945683836,0.0308579932898283,human,UP
RPS23,,-0.0366039164364337,0.1071557104587555,,-0.0339659787714481,,,,0.1125393286347389,0.0209253877401351,0.020085509866476,0.0316893402487039,0.0205054488033056,,human,UP
CALM3,,,,,,,,0.031615100800991,,,,0.031615100800991,0.031615100800991,,human,UP
NOVA1,0.0106931487098336,,,,,0.0522426664829254,,,,,,0.0314679075963795,0.0314679075963795,0.0106931487098336,human,UP
RPS9,,,0.0408116392791271,,,,,,0.0220548156648874,,,0.0314332274720072,0.0314332274720072,,human,UP
SOD1,,,,,,,,,,,0.0314116142690181,0.0314116142690181,0.0314116142690181,,human,UP
TIMMDC1,,,,,,,,0.0313247218728065,,,,0.0313247218728065,0.0313247218728065,,human,UP
DBP,,,,,,,,,,,0.0312748774886131,0.0312748774886131,0.0312748774886131,,human,UP
MIR21,,0.0434553809463977,,0.0872545912861824,0.0182568170130252,,,,-0.0242081973701715,,,0.0311896479688584,0.0308560989797115,,human,UP
SPARC,,0.0123132588341832,0.0455382652580738,0.0992902293801307,0.0145869618281722,,,0.0387974865734577,-0.0237130895256996,,,0.0311355187247196,0.0266922242008149,,human,UP
VAPA,,,,,,,,,0.0410937704145908,0.0211692508310079,,0.0311315106227993,0.0311315106227993,,human,UP
PLEKHB2,,,,,,,,,,,0.031095340847969,0.031095340847969,0.031095340847969,,human,UP
EIF2B5,,,,,,,,,,,0.0309988651424646,0.0309988651424646,0.0309988651424646,,human,UP
PSMC1,,,,,,,,,,0.0309919249266386,,0.0309919249266386,0.0309919249266386,,human,UP
TGM2,,,,,,,,0.0309715811163187,,,,0.0309715811163187,0.0309715811163187,,human,UP
HN1,,,,,,,,,,0.0309417992830276,,0.0309417992830276,0.0309417992830276,,human,UP
COL5A1,,,0.0187232531607151,0.0466374941170215,,,,,,,0.0270832236856222,0.0308146569877862,0.0270832236856222,,human,UP
TTC5,,,,,,,,,,,0.0305793415755033,0.0305793415755033,0.0305793415755033,,human,UP
LIMK2,,,,,,,0.0305520351976156,,,,,0.0305520351976156,0.0305520351976156,,human,UP
CPNE2,,,,,,,,0.0304124485701322,,,,0.0304124485701322,0.0304124485701322,,human,UP
HYOU1,,,,,,,,,,0.0303618069738149,,0.0303618069738149,0.0303618069738149,,human,UP
GPR87,,,,,,,0.0303552318364381,,,,,0.0303552318364381,0.0303552318364381,,human,UP
STK11,,,,,,,,,,,0.0302722230553627,0.0302722230553627,0.0302722230553627,,human,UP
ARS2,,,,,,,,,,,0.0302669908851385,0.0302669908851385,0.0302669908851385,,human,UP
ZNF273,,,,,,,0.0302386824041605,,,,,0.0302386824041605,0.0302386824041605,,human,UP
DSP,,,-0.0600463524460792,,,,0.1205030605196952,,,,,0.030228354036808,0.030228354036808,,human,UP
Opa3,,,,,,,0.0302068311721086,,,,,0.0302068311721086,0.0302068311721086,,human,UP
SPIN1,,,,,,,,0.0301953051239252,,,,0.0301953051239252,0.0301953051239252,,human,UP
TAPBP,,,,,,,,0.030169790610671,,,,0.030169790610671,0.030169790610671,,human,UP
HOXC6,,,,,,,,,0.0430216677486896,,0.0170599613338708,0.0300408145412802,0.0300408145412802,,human,UP
RPS13,,-0.0325809717178344,0.0544901862740516,0.0170478802174329,-0.0178692378103733,,,,0.0526367798447608,0.1064132452011108,,0.0300229803348581,0.0348423300310969,,human,UP
ARL6IP1,,0.0410075224936008,,,0.0328067503869533,,-0.0159001257270574,0.0620140321552753,,,,0.029982044827193,0.0369071364402771,,human,UP
DMBT1,,,,,,,,0.0299348086118698,,,,0.0299348086118698,0.0299348086118698,,human,UP
EEF1A2,,0.0256135519593954,,,,,,,,0.0342431925237178,,0.0299283722415566,0.0299283722415566,,human,UP
MCM8,,,,,,,,0.0299198161810636,,,,0.0299198161810636,0.0299198161810636,,human,UP
GBP5,0.0479081608355045,,,,,0.0118799544870853,,,,,,0.0298940576612949,0.0298940576612949,0.0479081608355045,human,UP
IFI44L,,,,0.0112779038026928,,,,,,,0.0481950528919696,0.0297364783473312,0.0297364783473312,,human,UP
UBE2L3,,,,,,,,,,,0.0297103133052587,0.0297103133052587,0.0297103133052587,,human,UP
LRRC40,,,,,,,,,,,0.0296856593340635,0.0296856593340635,0.0296856593340635,,human,UP
B4GALT5,,,,,,,,0.0495479628443717,0.0097670732066035,,,0.0296575180254876,0.0296575180254876,,human,UP
HCCS,,,,,,,,0.0271567460149526,,,0.0319796130061149,0.0295681795105338,0.0295681795105338,,human,UP
EIF4EBP2,,,,,,,,0.0295321252197027,,,,0.0295321252197027,0.0295321252197027,,human,UP
CDH13,,,,,,,0.0295318737626075,,,,,0.0295318737626075,0.0295318737626075,,human,UP
NUP214,,,,,,,,0.0221749953925609,,,0.0367594026029109,0.0294671989977359,0.0294671989977359,,human,UP
NAT1,,0.0294284783303737,,,,,,,,,,0.0294284783303737,0.0294284783303737,,human,UP
TSC1,,,,,,,,,,,0.0293989442288875,0.0293989442288875,0.0293989442288875,,human,UP
CD24,,0.0581634566187858,0.0288527756929397,,0.0614832937717437,,,,-0.0309161264449358,,,0.0293958499096333,0.0435081161558628,,human,UP
TRIM29,,,,,,,0.0292528998106718,,,,,0.0292528998106718,0.0292528998106718,,human,UP
ANP32B,,,,,,,,,,0.0291667822748422,,0.0291667822748422,0.0291667822748422,,human,UP
RLIM,,0.0380356013774871,0.0554558932781219,,0.0493867173790931,,,,-0.0458598360419273,0.048458095639944,,0.0290952943265438,0.048458095639944,,human,UP
IL1RL1,,,,,,,,,,,0.0290790349245071,0.0290790349245071,0.0290790349245071,,human,UP
TMSB4XP8,,0.0226182844489812,,-0.0245217774063348,0.0420209653675556,,,,,0.0761673897504806,,0.0290712155401706,0.0323196249082684,,human,UP
COX7A2,,0.0240509398281574,,0.0404837615787982,0.034385185688734,,,,0.0258741397410631,0.0198276899755001,,0.0289243433624506,0.0258741397410631,,human,UP
SRP9,,0.0635029897093772,-0.0126715097576379,,0.0774659886956214,,,,,-0.0127622699365019,,0.0288837996777147,0.0254157399758696,,human,UP
HTATSF1,,,,,,,,,,,0.0288652628660202,0.0288652628660202,0.0288652628660202,,human,UP
TTR,,,,0.0288462061434984,,,,,,,,0.0288462061434984,0.0288462061434984,,human,UP
SCO2,,,,0.0288391187787055,,,,,,,,0.0288391187787055,0.0288391187787055,,human,UP
PDZK1IP1,,,,,,0.0287951417267322,,,,,,0.0287951417267322,0.0287951417267322,,human,UP
M6PR,,,,,,,,0.0287488959729671,,,,0.0287488959729671,0.0287488959729671,,human,UP
TMEM258,,0.0208060555160045,,0.0538245663046836,0.0155924586579203,,,,,0.0247520394623279,,0.0287437799852341,0.0227790474891662,,human,UP
APC,,,,,,,,,,,0.0286836568266153,0.0286836568266153,0.0286836568266153,,human,UP
COLGALT1,,,,,,,,0.0285487361252307,,,,0.0285487361252307,0.0285487361252307,,human,UP
FYCO1,,,,,,,,,0.0284987892955541,,,0.0284987892955541,0.0284987892955541,,human,UP
OLA1,,,,,,,,,,0.0284532885998487,,0.0284532885998487,0.0284532885998487,,human,UP
SCUBE3,,,,,,0.0284154023975133,,,,,,0.0284154023975133,0.0284154023975133,,human,UP
VKORC1,,,,0.0283957365900278,,,,,,,,0.0283957365900278,0.0283957365900278,,human,UP
DDIT3,,,,,,,0.0283614099025726,,,,,0.0283614099025726,0.0283614099025726,,human,UP
LOC728658,,,,,,,,,,,0.0283528566360473,0.0283528566360473,0.0283528566360473,,human,UP
WWTR1,,,,,,,,0.0282926112413406,,,,0.0282926112413406,0.0282926112413406,,human,UP
PSMD2,,,,,,,,,,0.0282452832907438,,0.0282452832907438,0.0282452832907438,,human,UP
ZBTB32,0.0281745661050081,,,,,,,,,,,0.0281745661050081,0.0281745661050081,0.0281745661050081,human,UP
C1QB,,,,0.0281372033059597,,,,,,,,0.0281372033059597,0.0281372033059597,,human,UP
RAB38,,,,,,,0.0281224679201841,,,,,0.0281224679201841,0.0281224679201841,,human,UP
TRIB3,,,,,,,0.0280961822718381,,,,,0.0280961822718381,0.0280961822718381,,human,UP
FGL2,0.0388792566955089,,,,,0.0171304941177368,,,,,,0.0280048754066228,0.0280048754066228,0.0388792566955089,human,UP
PJA2,,,,,,,,,,,0.0279243197292089,0.0279243197292089,0.0279243197292089,,human,UP
KANK4,,,,0.0278897732496261,,,,,,,,0.0278897732496261,0.0278897732496261,,human,UP
CCNB2,,,,,,,,0.018937274813652,,0.0367945022881031,,0.0278658885508775,0.0278658885508775,,human,UP
CASP1,,,,,,,0.0278576277196407,,,,,0.0278576277196407,0.0278576277196407,,human,UP
GIMAP1-GIMAP5,0.027510393410921,,,,,0.0281276032328605,,,,,,0.0278189983218908,0.0278189983218908,0.027510393410921,human,UP
HOXA9,0.0287772566080093,,,,,0.026732251048088,,,,,,0.0277547538280487,0.0277547538280487,0.0287772566080093,human,UP
ZNF469,,,,0.027753859758377,,,,,,,,0.027753859758377,0.027753859758377,,human,UP
PTMS,,,,,,,,0.0276725236326456,,,,0.0276725236326456,0.0276725236326456,,human,UP
VCAN,,,0.024791445583105,0.030546236783266,,,,,,,,0.0276688411831855,0.0276688411831855,,human,UP
CKS2,,0.022166796028614,,,0.0226393267512321,,,0.0381844565272331,,,,0.0276635264356931,0.0226393267512321,,human,UP
SENP1,,,,,,,,0.027619794011116,,,,0.027619794011116,0.027619794011116,,human,UP
GREM1,0.0422770492732524,,,0.0129601638764142,,,,,,,,0.0276186065748333,0.0276186065748333,0.0422770492732524,human,UP
H3F3AP4,,0.0534948520362377,-0.0213434807956218,0.0179666690528392,0.0600347593426704,,,,,,,0.0275381999090313,0.0357307605445385,,human,UP
HLA-DRB1,-0.0240638721734285,,0.1067122593522071,0.0388900786638259,-0.0127999698743224,,,,0.028829937800765,,,0.0275136867538094,0.028829937800765,-0.0240638721734285,human,UP
BMP8A,0.0274986904114484,,,,,,,,,,,0.0274986904114484,0.0274986904114484,0.0274986904114484,human,UP
CCND1,,,,,0.0420548021793365,,,,,0.0127279506996274,,0.0273913764394819,0.0273913764394819,,human,UP
SDC1,,0.0146524924784898,,0.0469374470412731,0.0218564495444297,,0.0260770916938781,,,,,0.0273808701895177,0.0239667706191539,,human,UP
CSPG5,,,,,,,,,,,0.0273532830178737,0.0273532830178737,0.0273532830178737,,human,UP
TAF10,,,,,,,,,,0.0273260921239852,,0.0273260921239852,0.0273260921239852,,human,UP
HRAS,,,,,,,,,,0.0273115411400795,,0.0273115411400795,0.0273115411400795,,human,UP
IGKV4-1,,0.0200185403227806,,0.0345434918999671,,,,,,,,0.0272810161113739,0.0272810161113739,,human,UP
ACSL5,,,,,,,,0.027222329750657,,,,0.027222329750657,0.027222329750657,,human,UP
RANBP17,,,,,,,,,,,0.0272055231034755,0.0272055231034755,0.0272055231034755,,human,UP
IL18RAP,0.0271694380789995,,,,,,,,,,,0.0271694380789995,0.0271694380789995,0.0271694380789995,human,UP
ZNF626,,,,,,,,0.0271484740078449,,,,0.0271484740078449,0.0271484740078449,,human,UP
PRSS2,,0.0301728788763284,,,0.0241144262254238,,,,,,,0.0271436525508761,0.0271436525508761,,human,UP
ILK,,,,,,,,,,0.0271122138947248,,0.0271122138947248,0.0271122138947248,,human,UP
PLS1,,,,,,,,,,,0.027107024565339,0.027107024565339,0.027107024565339,,human,UP
ATP8B4,,,,,,0.0271007250994443,,,,,,0.0271007250994443,0.0271007250994443,,human,UP
SETD5,,,,,,,,0.038744781166315,,0.0153768192976713,,0.0270608002319932,0.0270608002319932,,human,UP
HIST1H2BK,,0.0324620306491851,,,0.0294204484671354,,,0.0359147936105728,0.0104398746043443,,,0.0270592868328094,0.0309412395581603,,human,UP
CLSTN2,,,,,,0.0269799903035163,,,,,,0.0269799903035163,0.0269799903035163,,human,UP
UBE2E1,,,,,,,,,,0.0269723627716302,,0.0269723627716302,0.0269723627716302,,human,UP
CRP,,,,,,,,,,,0.02696986310184,0.02696986310184,0.02696986310184,,human,UP
UBAP2L,,,,,,,,,,,0.0269637629389762,0.0269637629389762,0.0269637629389762,,human,UP
TGFBR2,,,,,,,,0.033326506614685,,,0.0205187518149614,0.0269226292148232,0.0269226292148232,,human,UP
PRKCSH,,,,,,,,0.0269138757139444,,,,0.0269138757139444,0.0269138757139444,,human,UP
MMP14,,,,,,,0.026910051703453,,,,,0.026910051703453,0.026910051703453,,human,UP
CCT6AP1,,,,,,,,,,,0.0268939696252346,0.0268939696252346,0.0268939696252346,,human,UP
GPR18,0.0372689738869667,,,,,0.0165177099406719,,,,,,0.0268933419138193,0.0268933419138193,0.0372689738869667,human,UP
MAFB,,,0.0268295314162969,,,,,,,,,0.0268295314162969,0.0268295314162969,,human,UP
TBL1X,,,,,,,,0.0268244743347167,,,,0.0268244743347167,0.0268244743347167,,human,UP
INS-IGF2,,,,,,,,,,,0.0267899855971336,0.0267899855971336,0.0267899855971336,,human,UP
BTRC,,,,,,,0.0267848726361989,,,,,0.0267848726361989,0.0267848726361989,,human,UP
HIST2H2AA4,,0.0587988756597042,,0.020731845870614,0.0371059663593769,,,0.0349378772079944,,-0.0178646091371774,,0.0267419911921024,0.0349378772079944,,human,UP
AKAP12,,,,,,,,,,0.0265764351934194,,0.0265764351934194,0.0265764351934194,,human,UP
PIP5K1B,,,,,,,,,,,0.0265559926629066,0.0265559926629066,0.0265559926629066,,human,UP
LRP6,,,,,,,,,,,0.0265062246471643,0.0265062246471643,0.0265062246471643,,human,UP
PRM1,0.0339257568120956,,,,,0.0190714765340089,,,,,,0.0264986166730523,0.0264986166730523,0.0339257568120956,human,UP
NUP210,,,,,,,,0.02644619718194,,,,0.02644619718194,0.02644619718194,,human,UP
LOC642587,,,,,,,0.0264094751328229,,,,,0.0264094751328229,0.0264094751328229,,human,UP
SLC44A1,,,,,,,,0.0263865701854228,,,,0.0263865701854228,0.0263865701854228,,human,UP
NMT2,,,,,,,,,,,0.0263644754886627,0.0263644754886627,0.0263644754886627,,human,UP
COL6A1,,,,,,,,0.0263198316097259,,,,0.0263198316097259,0.0263198316097259,,human,UP
RPS21,,,0.0257171038538217,,0.0193830654025077,,,,0.0384988524019718,,0.0216757077723741,0.0263186823576688,0.0236964058130979,,human,UP
IDH3A,,,,,,,,,,,0.0262742061167955,0.0262742061167955,0.0262742061167955,,human,UP
CHST15,,,,0.0260918159037828,,,,,,,,0.0260918159037828,0.0260918159037828,,human,UP
CEBPD,,,,,,,0.0260825138539075,,,,,0.0260825138539075,0.0260825138539075,,human,UP
ADORA3,0.0260792635381221,,,,,,,,,,,0.0260792635381221,0.0260792635381221,0.0260792635381221,human,UP
IFI27,,0.0231671016663312,,,0.0109696527943015,0.0438127443194389,,,,,,0.0259831662600239,0.0231671016663312,,human,UP
CDC123,,,,,,,,,,0.0259807780385017,,0.0259807780385017,0.0259807780385017,,human,UP
PTPRJ,,,,,,,,0.0259364917874336,,,,0.0259364917874336,0.0259364917874336,,human,UP
CA2,,0.0307447090744972,,,0.0309480633586645,,0.0159627944231033,,,,,0.0258851889520883,0.0307447090744972,,human,UP
CYP1B1,,,,,,,0.0155182871967554,0.0362381562590599,,,,0.0258782217279076,0.0258782217279076,,human,UP
SEMA7A,,,,,,,,0.0257813110947608,,,,0.0257813110947608,0.0257813110947608,,human,UP
GGCT,,0.0327012203633785,,,0.018793947994709,,,,,,,0.0257475841790437,0.0257475841790437,,human,UP
KDELC2,,,,,,,,0.032532587647438,,,0.0189142301678657,0.0257234089076519,0.0257234089076519,,human,UP
INPP5D,,,,,,,0.0256927274167537,,,,,0.0256927274167537,0.0256927274167537,,human,UP
DCDC5,0.0357846207916736,,,,,0.0155881708487868,,,,,,0.0256863958202302,0.0256863958202302,0.0357846207916736,human,UP
TUBB,,0.0134111270308494,0.0420701242983341,,,,,,,0.0214448124170303,,0.0256420212487379,0.0214448124170303,,human,UP
PRICKLE1,,,,,,,,0.0256270840764045,,,,0.0256270840764045,0.0256270840764045,,human,UP
CYP4F11,,,,,,,,,,,0.0256205201148986,0.0256205201148986,0.0256205201148986,,human,UP
MRC1,0.0256143286824226,,,,,,,,,,,0.0256143286824226,0.0256143286824226,0.0256143286824226,human,UP
PPP1R1B,0.0211224295198917,0.0422733575105667,,,0.0227731764316558,0.0125800855457782,,,,,0.028884457424283,0.0255267012864351,0.0227731764316558,0.0211224295198917,human,UP
MED24,,0.0255137849599123,,,,,,,,,,0.0255137849599123,0.0255137849599123,,human,UP
TLN1,,,,,,,,0.0255055148154497,,,,0.0255055148154497,0.0255055148154497,,human,UP
H19,,,,0.0254362598061561,,,,,,,,0.0254362598061561,0.0254362598061561,,human,UP
HIST2H2AB,,,,,,,,0.0253430902957916,,,,0.0253430902957916,0.0253430902957916,,human,UP
TMEM170A,,,,,,,,0.0253363326191902,,,,0.0253363326191902,0.0253363326191902,,human,UP
CNN2,,,,,,,,0.0253967456519603,,,0.0252733770757913,0.0253350613638758,0.0253350613638758,,human,UP
PLEC,,,,,,,,,,0.0252869892865419,,0.0252869892865419,0.0252869892865419,,human,UP
ATP1A2,0.0227652546018362,,,,,0.0277554783970117,,,,,,0.0252603664994239,0.0252603664994239,0.0227652546018362,human,UP
PRG2,,,,,,,,,,,0.0251971930265426,0.0251971930265426,0.0251971930265426,,human,UP
HIGD1B,0.025190407410264,,,,,,,,,,,0.025190407410264,0.025190407410264,0.025190407410264,human,UP
NDUFA1,,,,0.0264023318886756,0.0239684972912073,,,,,,,0.0251854145899415,0.0251854145899415,,human,UP
LOC541471,,,,,,,,,,,0.0251679401844739,0.0251679401844739,0.0251679401844739,,human,UP
PDE7B,,,,,,,,0.0251095239073038,,,,0.0251095239073038,0.0251095239073038,,human,UP
KPNA2,,0.021089544519782,,,0.0209379624575376,,,,,0.0332199335098266,,0.0250824801623821,0.021089544519782,,human,UP
MYBL2,,,,,,,,0.0250216368585824,,,,0.0250216368585824,0.0250216368585824,,human,UP
RPS29,,-0.0260321125388145,0.0848439410328865,0.0484747998416423,-0.0283265076577663,,,,0.0400261171162128,0.0306406840682029,,0.0249378203103939,0.0353334005922079,,human,UP
TADA3,,,,,,,,0.0249060690402984,,,,0.0249060690402984,0.0249060690402984,,human,UP
RBM23,,,,,,,,0.0248523261398077,,,,0.0248523261398077,0.0248523261398077,,human,UP
CXCL9,,0.0402805879712104,0.0113277314230799,0.014775545336306,0.032736238092184,,,,,,,0.0247800257056951,0.023755891714245,,human,UP
AGR3,0.0275669209659099,0.0240527782589197,,,,0.0226750019937753,,,,,,0.0247649004062016,0.0240527782589197,0.0275669209659099,human,UP
RAB1B,,,,,,,,0.0247452575713396,,,,0.0247452575713396,0.0247452575713396,,human,UP
SIRT2,,,,,,,,,,,0.0246839188039302,0.0246839188039302,0.0246839188039302,,human,UP
NDUFS3,,,,,,,,,,0.0246617626398801,,0.0246617626398801,0.0246617626398801,,human,UP
SNRPG,,0.0295679699629545,,0.015212551690638,0.0428473129868507,,,,0.0109442202374339,0.0247140191495418,,0.0246572148054838,0.0247140191495418,,human,UP
ADSS,,,,,,,,,,,0.0246483013033866,0.0246483013033866,0.0246483013033866,,human,UP
RPIA,,,,,,,,,,,0.0246318578720092,0.0246318578720092,0.0246318578720092,,human,UP
MED1,,0.0246296152472496,,,,,,,,,,0.0246296152472496,0.0246296152472496,,human,UP
LRRC31,0.0177319981157779,,,,,0.0315044857561588,,,,,,0.0246182419359684,0.0246182419359684,0.0177319981157779,human,UP
MPZL2,,,,,,,,0.0246027205139398,,,,0.0246027205139398,0.0246027205139398,,human,UP
AP2M1,,,,,,,,0.0245780348777771,,,,0.0245780348777771,0.0245780348777771,,human,UP
BMP4,,,,,,,,0.0245177969336509,,,,0.0245177969336509,0.0245177969336509,,human,UP
EIF4G3,,,,,,,,,,,0.0245153829455375,0.0245153829455375,0.0245153829455375,,human,UP
C14orf166,,,,0.0245068669319152,,,,,,,,0.0245068669319152,0.0245068669319152,,human,UP
SMAD3,,,,,,,,0.0244588609784841,,,,0.0244588609784841,0.0244588609784841,,human,UP
LOC728026,,0.0246208794414997,0.027172353118658,,0.0325834937393665,,,,,0.0133283538743853,,0.0244262700434774,0.0258966162800788,,human,UP
RPS11,,,0.0615378729999065,,-0.012694289907813,,,,,,,0.0244217915460467,0.0244217915460467,,human,UP
TXN,,,,,,,,,,,0.0244165379554033,0.0244165379554033,0.0244165379554033,,human,UP
MICALL1,,,,,,,0.0242661461234092,,,,,0.0242661461234092,0.0242661461234092,,human,UP
VAT1,,,,,,,0.0242566671222448,,,,,0.0242566671222448,0.0242566671222448,,human,UP
PSME2,,0.0229263473302125,,0.0330247804522514,0.0192272346466779,,,,,0.0217550564557313,,0.0242333547212183,0.0223407018929719,,human,UP
SMOX,,,,,,,,,,,0.0242288932204246,0.0242288932204246,0.0242288932204246,,human,UP
PTGS2,,,,,,,,0.0242208074778318,,,,0.0242208074778318,0.0242208074778318,,human,UP
MYH10,,,,,,,,,,,0.0242052059620618,0.0242052059620618,0.0242052059620618,,human,UP
CHST8,0.0145143158733844,,,,,0.0338678061962127,,,,,,0.0241910610347986,0.0241910610347986,0.0145143158733844,human,UP
TLE3,,,,,,,,0.0241805743426084,,,,0.0241805743426084,0.0241805743426084,,human,UP
SNORA16A,,,,,,,,0.0241481140255928,,,,0.0241481140255928,0.0241481140255928,,human,UP
SF3B3,,,,,,,,0.0240983106195926,,,,0.0240983106195926,0.0240983106195926,,human,UP
SNRPA,,,,,,,,,,,0.024096867069602,0.024096867069602,0.024096867069602,,human,UP
CDK2AP1,,,0.0263535659760236,0.0218286123126745,,,,,,,,0.024091089144349,0.024091089144349,,human,UP
MDK,,,,,,,,,,,0.0240722708404064,0.0240722708404064,0.0240722708404064,,human,UP
ENOSF1,,,,,,,,,0.0097231045365333,,0.0383048057556152,0.0240139551460742,0.0240139551460742,,human,UP
GPNMB,,,0.0538203828036785,,,,,,-0.0118984095752239,,0.0300684664398431,0.0239968132227659,0.0300684664398431,,human,UP
KIF2A,,,,,,,,,,,0.023953778669238,0.023953778669238,0.023953778669238,,human,UP
C14orf132,,,,,,,,,0.0239147413522005,,,0.0239147413522005,0.0239147413522005,,human,UP
UBE2QL1,0.0239043738692998,,,,,,,,,,,0.0239043738692998,0.0239043738692998,0.0239043738692998,human,UP
HMGB2,,,,,,,,,,0.0238807275891304,,0.0238807275891304,0.0238807275891304,,human,UP
PHLDA1,,,,,,,0.0238443575799465,,,,,0.0238443575799465,0.0238443575799465,,human,UP
SCARNA12,,,,,,,,0.0238185748457908,,,,0.0238185748457908,0.0238185748457908,,human,UP
IGLV6-57,0.0238093789666891,,,,,,,,,,,0.0238093789666891,0.0238093789666891,0.0238093789666891,human,UP
ZNF185,,,,,,,0.0237469896674156,,,,,0.0237469896674156,0.0237469896674156,,human,UP
TNFRSF10D,,,,,,,0.0237429309636354,,,,,0.0237429309636354,0.0237429309636354,,human,UP
FAM129B,,,,,,,,0.0237352941185235,,,,0.0237352941185235,0.0237352941185235,,human,UP
NRXN3,0.0337533243000507,,,,,0.0136677240952849,,,,,,0.0237105241976678,0.0237105241976678,0.0337533243000507,human,UP
YWHAQP8,,,,,,,,0.0236662253737449,,,,0.0236662253737449,0.0236662253737449,,human,UP
ACAT1,,,,,,,,,,0.0236660484224557,,0.0236660484224557,0.0236660484224557,,human,UP
RPN2,,0.0265770498663187,,,0.0207312665879726,,,,,,,0.0236541582271456,0.0236541582271456,,human,UP
TM7SF3,,,,,,,0.0236047711223363,,,,,0.0236047711223363,0.0236047711223363,,human,UP
HTRA1,,-0.011699573136866,0.0390079282224178,0.082983374595642,-0.0154581945389509,,,0.0323706045746803,0.0144187612459063,,,0.0236038168271382,0.0233946829102933,,human,UP
GJB3,,,,,,,0.0235020816326141,,,,,0.0235020816326141,0.0235020816326141,,human,UP
C22orf25,,,,,,,,,,,0.0234748497605323,0.0234748497605323,0.0234748497605323,,human,UP
METTL10,,,,,,,,,,,0.0234746728092432,0.0234746728092432,0.0234746728092432,,human,UP
ECD,,,,,,,,,,,0.0234160386025905,0.0234160386025905,0.0234160386025905,,human,UP
C2orf12,,,,,,,,,,,0.0233896244317293,0.0233896244317293,0.0233896244317293,,human,UP
HPX,0.0198537819087505,,,,,0.0269216727465391,,,,,,0.0233877273276448,0.0233877273276448,0.0198537819087505,human,UP
KIAA0562,,,,,,,,,,,0.0233747325837612,0.0233747325837612,0.0233747325837612,,human,UP
ISCA1,,,,,,,,,,,0.0233622007071971,0.0233622007071971,0.0233622007071971,,human,UP
RAB11B,,,,,,,,0.0189347732812166,,,0.0277591533958911,0.0233469633385539,0.0233469633385539,,human,UP
RBMX,,,,,,,,,,,0.0233384277671575,0.0233384277671575,0.0233384277671575,,human,UP
LOC652493,,,0.0289549604058265,0.0176743548363447,,,,,,,,0.0233146576210856,0.0233146576210856,,human,UP
HOPX,0.0232961531728506,,,,,,,,,,,0.0232961531728506,0.0232961531728506,0.0232961531728506,human,UP
LRP1,,,,,,,,,,,0.0232611186802387,0.0232611186802387,0.0232611186802387,,human,UP
HIST2H3D,,,,,,,,0.0232520718127489,,,,0.0232520718127489,0.0232520718127489,,human,UP
JHDM1D,,,,,,,,,,,0.0232395846396684,0.0232395846396684,0.0232395846396684,,human,UP
