gene_symbol,logfc_dz:493,logfc_dz:663,logfc_dz:407,logfc_dz:735,logfc_dz:656,logfc_dz:554,logfc_dz:660,mean_logfc,median_logfc,common_experiment,organism,signature_type
HADH,,,,,,,-0.0400366522371768,-0.0400366522371768,-0.0400366522371768,,human,DOWN
RFK,-0.0399746038019657,,,,,,,-0.0399746038019657,-0.0399746038019657,-0.0399746038019657,human,DOWN
TRIB1,,,,,-0.039473969489336,,-0.0400637760758399,-0.039768872782588,-0.039768872782588,,human,DOWN
RNF2,,,,,,-0.0396861545741558,,-0.0396861545741558,-0.0396861545741558,,human,DOWN
PHGDH,,-0.0405591577291488,,,-0.0161183308809995,,-0.0621591992676258,-0.0396122292925914,-0.0405591577291488,,human,DOWN
ACAT1,0.0143892038613557,,,,-0.0663582384586334,,-0.0667485445737838,-0.0395725263903538,-0.0663582384586334,0.0143892038613557,human,DOWN
SLC38A4,,-0.0437666289508342,-0.03517322614789,,,,,-0.0394699275493621,-0.0394699275493621,,human,DOWN
F9,,-0.0540307648479938,-0.0500532053411006,,-0.0273494310677051,,-0.025571446865797,-0.0392512120306491,-0.0387013182044029,,human,DOWN
CFHR4,,,-0.0392369031906127,,,,,-0.0392369031906127,-0.0392369031906127,,human,DOWN
SERINC1,,,-0.0284623615443706,-0.0496165305376052,,,,-0.0390394460409879,-0.0390394460409879,,human,DOWN
FOSB,,-0.0473170280456543,,,,,-0.0305177550762891,-0.0389173915609717,-0.0389173915609717,,human,DOWN
TPT1,,,-0.072265587747097,-0.0198027361184358,-0.0386468097567558,-0.0246297866106033,,-0.038836230058223,-0.0316382981836795,,human,DOWN
SPP2,,,-0.0168294124305248,,-0.0539147444069385,,-0.0453318133950233,-0.0386919900774955,-0.0453318133950233,,human,DOWN
CYP3A4,,-0.0547209978103637,-0.0145535403862595,,-0.0234606508165597,,-0.0614049360156059,-0.0385350312571972,-0.0390908243134617,,human,DOWN
TXNL1,-0.0384961850941181,,,,,,,-0.0384961850941181,-0.0384961850941181,-0.0384961850941181,human,DOWN
ALDH8A1,,,-0.0535702854394912,,-0.0233729798346757,,,-0.0384716326370835,-0.0384716326370835,,human,DOWN
BGN,,-0.037906426936388,,,,,-0.0385047532618045,-0.0382055900990963,-0.0382055900990963,,human,DOWN
APOF,,-0.0713340565562248,-0.0327648036181926,,-0.029668616130948,,-0.0187234934419393,-0.0381227424368262,-0.0312167098745703,,human,DOWN
JUND,,-0.0455395728349685,,,,,-0.0305473208427429,-0.0380434468388557,-0.0380434468388557,,human,DOWN
RAB32,-0.0379007346928119,,,,,,,-0.0379007346928119,-0.0379007346928119,-0.0379007346928119,human,DOWN
C1S,,,-0.0617745779454708,,,,-0.0135679757222533,-0.037671276833862,-0.037671276833862,,human,DOWN
TUBA1A,-0.0547880753874778,,,-0.0192785635590553,,,,-0.0370333194732666,-0.0370333194732666,-0.0547880753874778,human,DOWN
GCA,,,,-0.036848098039627,,,,-0.036848098039627,-0.036848098039627,,human,DOWN
PGM1,,,-0.0263010617345571,,-0.0309782288968563,,-0.0531128942966461,-0.0367973949760198,-0.0309782288968563,,human,DOWN
FCN3,,-0.0279831141233444,-0.0405675619840621,,-0.0552094541490078,,-0.0218201093375682,-0.0363950598984956,-0.0342753380537033,,human,DOWN
COLEC11,,,,,-0.0363475084304809,,,-0.0363475084304809,-0.0363475084304809,,human,DOWN
AKR1D1,,,-0.0492436997592449,,-0.0246189404278993,,-0.0347748026251792,-0.0362124809374411,-0.0347748026251792,,human,DOWN
CBS,,-0.0361470431089401,,,,,,-0.0361470431089401,-0.0361470431089401,,human,DOWN
PBLD,,,-0.0253668911755085,,-0.0469025187194347,,,-0.0361347049474716,-0.0361347049474716,,human,DOWN
GLUD1,-0.0241088978946208,,-0.0532844364643096,,-0.0279067382216453,,-0.0382379107177257,-0.0358844958245754,-0.0330723244696855,-0.0241088978946208,human,DOWN
FLRT3,-0.0355684384703636,,,,,,,-0.0355684384703636,-0.0355684384703636,-0.0355684384703636,human,DOWN
MTHFD1,,,,,-0.0352107696235179,,,-0.0352107696235179,-0.0352107696235179,,human,DOWN
MST1,,,,,-0.0461574532091617,,-0.0237967800348997,-0.0349771166220307,-0.0349771166220307,,human,DOWN
ALDOB,,,,,,,-0.0349618047475814,-0.0349618047475814,-0.0349618047475814,,human,DOWN
MMP7,,,,,,-0.0349559374153614,,-0.0349559374153614,-0.0349559374153614,,human,DOWN
TOP2B,,,,-0.0348430313169956,,,,-0.0348430313169956,-0.0348430313169956,,human,DOWN
ID1,-0.0400241501629352,,-0.0210437159985303,,-0.0424459315836429,,,-0.0345045992483695,-0.0400241501629352,-0.0400241501629352,human,DOWN
F2,,,-0.0457861982285976,,-0.0230131037533283,,,-0.0343996509909629,-0.0343996509909629,,human,DOWN
