gene_symbol,logfc_dz:393,logfc_dz:149,logfc_dz:945,logfc_dz:947,logfc_dz:946,logfc_dz:883,mean_logfc,median_logfc,common_experiment,organism,signature_type
H3F3AP4,,,0.0350700244307518,0.0388537347316741,0.034343734383583,,0.0360891645153363,0.0350700244307518,,human,UP
DACT1,,,,,,0.0359393954277038,0.0359393954277038,0.0359393954277038,0.0359393954277038,human,UP
SPON1,,,,,,0.0356147475540638,0.0356147475540638,0.0356147475540638,0.0356147475540638,human,UP
CDH11,,,,,,0.035601157695055,0.035601157695055,0.035601157695055,0.035601157695055,human,UP
SGCE,,0.0154851432889699,,,,0.0556310601532459,0.0355581017211079,0.0355581017211079,0.0556310601532459,human,UP
FHL2,,0.0525531843304634,,,,0.0183967463672161,0.0354749653488397,0.0354749653488397,0.0183967463672161,human,UP
SERPINA3,,0.0199038684368133,,,,0.0503545217216014,0.0351291950792074,0.0351291950792074,0.0503545217216014,human,UP
MMADHC,,0.0350371934473514,,,,,0.0350371934473514,0.0350371934473514,,human,UP
HMOX1,,,,,,0.0348901450634002,0.0348901450634002,0.0348901450634002,0.0348901450634002,human,UP
COL16A1,,0.0171285048127174,,,,0.0526457577943801,0.0348871313035488,0.0348871313035488,0.0526457577943801,human,UP
COL6A3,,,0.0376946926116943,0.0179664194583892,0.0218826439231634,0.0618721656501293,0.034853980410844,0.0297886682674288,0.0618721656501293,human,UP
HSPB1,0.0820214003324508,0.0735899209976196,0.0299671441316604,0.0749813765287399,0.032875008881092,-0.0846128091216087,0.0348036736249923,0.0532324649393558,-0.0846128091216087,human,UP
PBX3,,,,,,0.0347439162433147,0.0347439162433147,0.0347439162433147,0.0347439162433147,human,UP
C1QC,,,,,,0.0345699526369571,0.0345699526369571,0.0345699526369571,0.0345699526369571,human,UP
CCNG1,,0.0531406663358211,,,0.015907984226942,,0.0345243252813816,0.0345243252813816,,human,UP
SFRP4,-0.0221400149166584,0.084766574203968,-0.040544856339693,,0.1156875267624855,,0.0344423074275255,0.0313132796436548,,human,UP
F13A1,,0.0431159287691116,0.024897264316678,,,,0.0340065965428948,0.0340065965428948,,human,UP
TIPARP,,0.033963106572628,,,,,0.033963106572628,0.033963106572628,,human,UP
LGALS1,0.0599246509373188,-0.0299248769879341,0.0497722178697586,0.1070024818181991,0.0624773129820823,-0.0457667373120784,0.0339141748845577,0.0548484344035387,-0.0457667373120784,human,UP
MRPL33,0.033794529736042,,,,,,0.033794529736042,0.033794529736042,,human,UP
CHSY1,,0.0336579345166683,,,,,0.0336579345166683,0.0336579345166683,,human,UP
PSME2,0.0325258746743202,,,0.0340222679078578,,,0.033274071291089,0.033274071291089,,human,UP
SEC11A,,,,,0.0328574329614639,,0.0328574329614639,0.0328574329614639,,human,UP
CYBRD1,,,,,,0.0326851457357406,0.0326851457357406,0.0326851457357406,0.0326851457357406,human,UP
