"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
5990,-0.426123168250584,0,0,"pe_endo","cmap","risperidone",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1029","Risperidone [106266-06-2]","C0073393","106266-06-2","DB00734",1
4112,-0.426021485437854,0,0,"pe_endo","cmap","ioversol",5e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","878","Ioversol [87771-40-2]","C0063828","87771-40-2","DB09134",1
5905,-0.425727891174105,0,0,"pe_endo","cmap","griseofulvin",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","226","Griseofulvin [126-07-8]","C0720718","126-07-8","DB00400",1
1454,-0.425637770594065,0,0,"pe_endo","cmap","terfenadine",8.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","138","Terfenadine [50679-08-8]","C0085173","50679-08-8","DB00342",1
1683,-0.423486006672813,0,0,"pe_endo","cmap","cetirizine",8.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","503","Cetirizine dihydrochloride [83881-52-1]","C0055147","83881-52-1","DB00341",1
1014,-0.422984508337126,0,0,"pe_endo","cmap","berberine",1.08e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","586","Berberine chloride [633-65-8]","EXPT00672","633-65-8","DB04115",1
5695,-0.42288790426212,0,0,"pe_endo","cmap","naproxen",1.58e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","791","(R) -Naproxen sodium salt [26159-34-2]","C0546873","26159-34-2","DB00788",1
1688,-0.422728086111187,0,0,"pe_endo","cmap","pentamidine",6.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","553","Pentamidine isethionate [140-64-7]","C0030863","140-64-7","DB00738",1
4103,-0.422559515242048,0,0,"pe_endo","cmap","promethazine",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","888","Promethazine hydrochloride [58-33-3]","C0772132","58-33-3","DB01069",1
2564,-0.422426387478729,0,0,"pe_endo","cmap","fluocinonide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","774","Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047",1
5286,-0.421577806045816,0,0,"pe_endo","cmap","chlorprothixene",1.14e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","348","Chlorprothixene hydrochloride [6469-93-8]","C0304384","6469-93-8","DB01239",1
5842,-0.419248178245973,0,0,"pe_endo","cmap","nortriptyline",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","254","Nortriptyline hydrochloride [894-71-3]","C0028420","894-71-3","DB00540",1
2078,-0.418996726699508,0,0,"pe_endo","cmap","etofenamate",1.08e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1014","Etofenamate [30544-47-9]","C0059868","30544-47-9","DB08984",1
2762,-0.418414724967982,0,0,"pe_endo","cmap","mebendazole",1.36e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","217","Mebendazole [31431-39-7]","C0025023","31431-39-7","DB00643",1
4573,-0.417937431680172,0,0,"pe_endo","cmap","diclofenac",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","594","Diclofenac sodium [15307-79-6]","C0700583","15307-79-6","DB00586",1
2768,-0.417533077710738,0,0,"pe_endo","cmap","salbutamol",1.68e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","198","Salbutamol [18559-94-9]","NULL","18559-94-9","DB01001",1
1940,-0.417360940919368,0,0,"pe_endo","cmap","acepromazine",9e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","576","Acetopromazine maleate salt [3598-37-6]","C0000959","3598-37-6","DB01614",1
1682,-0.41713369442078,0,0,"pe_endo","cmap","omeprazole",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","493","Omeprazole [73590-58-6]","C0771765","73590-58-6","DB00338",1
1693,-0.415358729615352,0,0,"pe_endo","cmap","pyrazinamide",3.24e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","514","Pyrazinamide [ 98-96-4]","C0034239"," 98-96-4","DB00339",1
5997,-0.413869254704964,0,0,"pe_endo","cmap","chlorzoxazone",2.36e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","163","Chlorzoxazone [95-25-0]","C0008296","95-25-0","DB00356",1
1276,-0.413829705385666,0,0,"pe_endo","cmap","astemizole",8.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","136","Astemizole [68844-77-9]","C0085170","68844-77-9","DB00637",1
3917,-0.411607487485774,0,0,"pe_endo","cmap","indometacin",1.12e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","272","Indomethacin [53-86-1]","NULL","53-86-1","DB00328",1
2266,-0.411595925253083,0,0,"pe_endo","cmap","prazosin",9.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","947","Prazosin hydrochloride [19237-84-4]","C0700578","19237-84-4","DB00457",1
2203,-0.411259431864303,0,0,"pe_endo","cmap","sulconazole",8.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","810","Sulconazole nitrate [61318-91-0]","C0144004","61318-91-0","DB06820",1
2085,-0.410740968383453,0,0,"pe_endo","cmap","apramycin",7.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1005","Apramycin [37321-09-8]","NULL","37321-09-8","DB04626",1
954,-0.410428139751302,0,0,"pe_endo","cmap","triflusal",1.62e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","528","Triflusal [322-79-2]","C0077126","322-79-2","DB08814",1
4414,-0.408592446209684,0,0,"pe_endo","cmap","ritodrine",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","349","Ritodrine hydrochloride [23239-51-2]","C0035661","23239-51-2","DB00867",1
4525,-0.408066094476624,0,0,"pe_endo","cmap","natamycin",6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1104","Natamycin [7681-93-8]","C0027444","7681-93-8","DB00826",1
3286,-0.407784494678563,0,0,"pe_endo","cmap","lomefloxacin",1.04e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","238","Lomefloxacin hydrochloride [98079-52-8]","C0770927","98079-52-8","DB00978",1
4075,-0.407323842361168,0,0,"pe_endo","cmap","flucytosine",3.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","934","Flucytosine [2022-85-7]","C0016278","2022-85-7","DB01099",1
920,-0.407152461977544,0,0,"pe_endo","cmap","carbamazepine",1.7e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","52","Carbamazepine [298-46-4]","C0006949","298-46-4","DB00564",1
2244,-0.406749296648854,0,0,"pe_endo","cmap","aminohippuric acid",2.06e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","895","Aminohippuric acid [61-78-9]","MMS_753","61-78-9","DB00345",1
5760,-0.406537934712935,0,0,"pe_endo","cmap","nomifensine",1.12e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","108","Nomifensine maleate [32795-47-4]","C0028277","32795-47-4","DB04821",1
1087,-0.406407184231103,0,0,"pe_endo","cmap","hydroflumethiazide",1.2e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","13","Hydroflumethiazide [135-09-1]","C0020273","135-09-1","DB00774",1
2359,-0.405229133195624,0,0,"pe_endo","cmap","betaxolol",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","382","Betaxolol hydrochloride [63659-19-8]","C0543470","63659-19-8","DB00195",1
4128,-0.404866597768727,0,0,"pe_endo","cmap","carbachol",2.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","880","Carbachol [51-83-2]","C0006945","51-83-2","DB00411",1
4904,-0.404826400099932,0,0,"pe_endo","cmap","terbutaline",7.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","391","Terbutaline hemisulfate [23031-32-5]","C0039542","23031-32-5","DB00871",1
4734,-0.403560281591153,0,0,"pe_endo","cmap","pramocaine",1.22e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","716","Pramoxine hydrochloride [637-58-1]","NULL","637-58-1","DB09345",1
5996,-0.402321393761235,0,0,"pe_endo","cmap","dexpanthenol",1.94e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","22","Panthenol (D) [81-13-0]","C0057610","81-13-0","DB09357",1
2171,-0.39989429742039,0,0,"pe_endo","cmap","reserpine",6.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","875","Reserpine [50-55-5]","C0035179","50-55-5","DB00206",1
1773,-0.399667699271299,0,0,"pe_endo","cmap","sulfadimidine",1.34e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","775","Sulfamethazine sodium salt [1981-58-4]","NULL","1981-58-4","DB01582",1
4995,-0.399316834135342,0,0,"pe_endo","cmap","benzonatate",6.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","12","Benzonatate [104-31-4]","C0053229","104-31-4","DB00868",1
4104,-0.398947166863981,0,0,"pe_endo","cmap","estradiol",1.46e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","441","Estradiol-17 beta [50-28-2]","C1330622","50-28-2","DB00783",1
1116,-0.398738830559046,0,0,"pe_endo","cmap","cinchocaine",1.16e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","76","Dibucaine [85-79-0]","NULL","85-79-0","DB00527",1
961,-0.39866556706592,0,0,"pe_endo","cmap","imipenem",1.34e-05,6,"HL60","HG-U133A","DMSO","Prestwick Chemical","519","Imipenem [74431-23-5]","MMS_109","74431-23-5","DB01598",1
3169,-0.398628935319358,0,0,"pe_endo","cmap","trimipramine",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","806","Trimipramine maleate salt [521-78-8]","C0041056","521-78-8","DB00726",1
4492,-0.396647795373983,0,0,"pe_endo","cmap","hexestrol",1.48e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","699","Hexestrol [84-16-2]","NULL","84-16-2","DB07931",1
2087,-0.395348394924374,0,0,"pe_endo","cmap","letrozole",1.4e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1025","Letrozole [112809-51-5]","C0246421","112809-51-5","DB01006",1
1321,-0.393552358760304,0,0,"pe_endo","cmap","levamisole",1.66e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","182","Levamisole hydrochloride [16595-80-5]","C0733383","16595-80-5","DB00848",1
4749,-0.392790223926949,0,0,"pe_endo","cmap","tetryzoline",1.68e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","698","Tetrahydrozoline hydrochloride [522-48-5]","NULL","522-48-5","DB06764",1
1893,-0.392589019466478,0,0,"pe_endo","cmap","cinoxacin",1.52e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","780","Cinoxacin [28657-80-9]","C0008806","28657-80-9","DB00827",1
4574,-0.391961957444932,0,0,"pe_endo","cmap","repaglinide",8.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1046","Repaglinide [135062-02-1]","C0246689","135062-02-1","DB00912",1
3641,-0.391089927371889,0,0,"pe_endo","cmap","amiodarone",5.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","409","Amiodarone hydrochloride [19774-82-4]","C0700442","19774-82-4","DB01118",1
5835,-0.390851875048356,0,0,"pe_endo","cmap","tranylcypromine",2.36e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","173","Tranylcypromine hydrochloride [1986-47-6]","C0040778","1986-47-6","DB00752",1
5927,-0.390846688252383,0,0,"pe_endo","cmap","cefazolin",8.4e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","736","Cefazolin sodium salt [27164-46-1]","C0007546","27164-46-1","DB01327",1
1774,-0.390803464952604,0,0,"pe_endo","cmap","dicoumarol",1.18e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","785","Dicumarol [66-76-2]","NULL","66-76-2","DB00266",1
2004,-0.39029353807346,0,0,"pe_endo","cmap","betahistine",1.72e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","543","Betahistine mesylate [54856-23-4]","C0005301","54856-23-4","DB06698",1
5745,-0.389967850509624,0,0,"pe_endo","cmap","glibenclamide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","316","Glibenclamide [10238-21-8]","NULL","10238-21-8","DB01016",1
3094,-0.389554635763736,0,0,"pe_endo","cmap","tolmetin",1.26e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","856","Tolmetin sodium salt dihydrate [64490-92-2]","C0040377","64490-92-2","DB00500",1
525,-0.38937201732217,0,0,"pe_endo","cmap","thioridazine",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679",1
5909,-0.386518739245503,0,0,"pe_endo","cmap","nalidixic acid",1.46e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","187","Nalidixic acid sodium salt hydrate","C0027353","NULL","DB00779",1
1730,-0.384952759094506,0,0,"pe_endo","cmap","trioxysalen",1.76e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","709","Trioxsalen [3902-71-4]","NULL","3902-71-4","DB04571",1
767,-0.38472702541141,0,0,"pe_endo","cmap","azathioprine",1.44e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","94","Azathioprine [446-86-6]","C0887732","446-86-6","DB00993",1
4956,-0.384186734164172,0,0,"pe_endo","cmap","aminophylline",9.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","820","Aminophylline [317-34-0]","C1271551","317-34-0","DB01223",1
3366,-0.383874445823268,0,0,"pe_endo","cmap","chlorcyclizine",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","706","(1-[(4-Chlorophenyl)phenyl-methyl]-4-methylpiperazine) [1620-21-9]","C0770863","(4-Chlorophenyl)phenyl-me","DB08936",1
4686,-0.382941362839287,0,0,"pe_endo","cmap","nifedipine",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","63","Nifedipine [21829-25-4]","C0028066","21829-25-4","DB01115",1
2329,-0.3826159994502,0,0,"pe_endo","cmap","pimozide",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","308","Pimozide [2062-78-4]","C0031935","2062-78-4","DB01100",1
132,-0.381685942097203,0,0,"pe_endo","cmap","chlorpromazine",1e-05,6,"MCF7","HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
5544,-0.381354851620895,0,0,"pe_endo","cmap","prochlorperazine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
4856,-0.381161859587382,0,0,"pe_endo","cmap","rosiglitazone",1e-05,6,"HL60","HT_HG-U133A","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
4993,-0.378301557724501,0,0,"pe_endo","cmap","proxymetacaine",1.2e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","959","Proparacaine hydrochloride [5875-06-9]","NULL","5875-06-9","DB00807",1
3644,-0.37798278588863,0,0,"pe_endo","cmap","guanfacine",1.42e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","339","Guanfacine hydrochloride [29110-48-3]","C0700472","29110-48-3","DB01018",1
5525,-0.377882832007891,0,0,"pe_endo","cmap","fluphenazine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","F8548","fluphenazine dihydrochloride","C0700567","NULL","DB00623",1
6002,-0.376782474853765,0,0,"pe_endo","cmap","acetazolamide",1.8e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","3","Acetazolamide [59-66-5]","C0000981","59-66-5","DB00819",1
2364,-0.376606772140163,0,0,"pe_endo","cmap","colchicine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","363","Colchicine [64-86-8]","C0009262","64-86-8","DB01394",1
918,-0.376076638368372,0,0,"pe_endo","cmap","epirizole",1.7e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","32","Epirizole [18694-40-1]","NULL","18694-40-1","DB08991",1
4373,-0.376041627495551,0,0,"pe_endo","cmap","sulfafurazole",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","334","Sulfisoxazole [127-69-5]","NULL","127-69-5","DB00263",1
1073,-0.375649808283054,0,0,"pe_endo","cmap","chloramphenicol",1.24e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","31","Chloramphenicol [56-75-7]","C0055337","56-75-7","DB00446",1
1967,-0.374811708500337,0,0,"pe_endo","cmap","bicuculline",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","589","Bicuculline (+) [485-49-4]","NULL","485-49-4","DB11562",1
2255,-0.373192671748862,0,0,"pe_endo","cmap","nitrendipine",1.1e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","916","Nitrendipine [39562-70-4]","C0028127","39562-70-4","DB01054",1
2521,-0.373126972333198,0,0,"pe_endo","cmap","fluvastatin",9.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","859","Fluvastatin sodium salt [93957-55-2]","C0082608","93957-55-2","DB01095",1
2287,-0.3729602384543,0,0,"pe_endo","cmap","protriptyline",1.34e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","930","Protriptyline hydrochloride [1225-55-4]","C0700557","1225-55-4","DB00344",1
2448,-0.372168603718846,0,0,"pe_endo","cmap","bisacodyl",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","419","Bisacodyl [603-50-9]","C0005632","603-50-9","DB09020",1
4566,-0.371853505863457,0,0,"pe_endo","cmap","corbadrine",2.18e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","739","Levonordefrin [829-74-3]","NULL","829-74-3","DB06707",1
2273,-0.368859535946009,0,0,"pe_endo","cmap","ursodeoxycholic acid",1.02e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","958","Urosiol [128-13-2]","NULL","128-13-2","DB01586",1
1072,-0.368657358961292,0,0,"pe_endo","cmap","sulfaphenazole",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","21","Sulfaphenazole [526-08-9]","NULL","526-08-9","DB06729",1
5675,-0.367783383839759,0,0,"pe_endo","cmap","oxybutynin",1.02e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","287","Oxybutynin chloride [1508-65-2]","C0069805","1508-65-2","DB01062",1
3389,-0.367138816381804,0,0,"pe_endo","cmap","cefixime",8.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","462","Cefixime [79350-37-1]","C0060400","79350-37-1","DB00671",1
2254,-0.36644886445908,0,0,"pe_endo","cmap","fluspirilene",8.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","906","Fluspirilen [1841-19-6]","C0016383","1841-19-6","DB04842",1
3480,-0.366124365535988,0,0,"pe_endo","cmap","aminophenazone",1.72e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","88","Amidopyrine [58-15-1]","NULL","58-15-1","DB01424",1
2198,-0.366023439131004,0,0,"pe_endo","cmap","ganciclovir",1.56e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","839","Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004",1
4578,-0.365223483910343,0,0,"pe_endo","cmap","estriol",1.38e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1096","Estriol [50-27-1]","C0059648","50-27-1","DB04573",1
3548,-0.365206950998177,0,0,"pe_endo","cmap","etidronic acid",1.6e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","863","Etidronic acid, disodium salt [7414-83-7]","NULL","7414-83-7","DB01077",1
6069,-0.365191066435508,0,0,"pe_endo","cmap","pioglitazone",1e-05,6,"PC3","HT_HG-U133A","DMSO","LKT Laboratories","P6594","pioglitazone HCl","C0872972","NULL","DB01132",1
2047,-0.363742545601662,0,0,"pe_endo","cmap","trimetazidine",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","549","Trimetazidine dihydrochloride [13171-25-0]","C0041037","13171-25-0","DB09069",1
772,-0.363482233278742,0,0,"pe_endo","cmap","loperamide",7.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","144","Loperamide hydrochloride [34552-83-5]","C0023992","34552-83-5","DB00836",1
3039,-0.363205063868909,0,0,"pe_endo","cmap","oxybuprocaine",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","57","Benoxinate hydrochloride [5987-82-6]","APRD00817","5987-82-6","DB00892",1
5764,-0.361032228589014,0,0,"pe_endo","cmap","neomycin",4.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","158","Neomycin sulfate [1405-10-3]","C0770899","1405-10-3","DB00994",1
4991,-0.358621449043836,0,0,"pe_endo","cmap","budesonide",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","518","Budesonide [51333-22-3]","C0054201","51333-22-3","DB01222",1
2,-0.358404576137194,0,0,"pe_endo","cmap","metformin",1e-05,6,"MCF7","HG-U133A","medium","Sigma-Aldrich","D5035","1,1-dimethylbiguanide hydrochloride","C0025598","NULL","DB00331",1
1335,-0.357957214984481,0,0,"pe_endo","cmap","hyoscyamine",1.38e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","233","Hyoscyamine (L) [101-31-5]","C0004261","101-31-5","DB00424",1
3873,-0.357658650041257,0,0,"pe_endo","cmap","glipizide",9e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","131","Glipizide [29094-61-9]","C0017642","29094-61-9","DB01067",1
3647,-0.355375055055678,0,0,"pe_endo","cmap","clioquinol",1.3e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","886","Clioquinol [130-26-7]","C0021978","130-26-7","DB04815",1
4945,-0.353218320454951,0,0,"pe_endo","cmap","paracetamol",2.64e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","868","Acetaminophen [103-90-2]","NULL","103-90-2","DB00316",1
5753,-0.35256121824006,0,0,"pe_endo","cmap","milrinone",1.9e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1065","Milrinone [78415-72-2]","C0600487","78415-72-2","DB00235",1
1315,-0.3514577273967,0,0,"pe_endo","cmap","ranitidine",1.14e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","201","Ranitidine hydrochloride [66357-59-3]","C0139919","66357-59-3","DB00863",1
1805,-0.351222268471153,0,0,"pe_endo","cmap","bezafibrate",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","378","Bezafibrate [41859-67-0]","C0005330","41859-67-0","DB01393",1
2875,-0.350255363255095,0,0,"pe_endo","cmap","quinethazone",1.38e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1050","Quinethazone [73-49-4]","C0164608","73-49-4","DB01325",1
1793,-0.349892719769948,0,0,"pe_endo","cmap","procainamide",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","337","Procainamide hydrochloride [614-39-1]","C0033216","614-39-1","DB01035",1
3406,-0.349699511619936,0,0,"pe_endo","cmap","terconazole",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","495","Terconazole [67915-31-5]","C0076115","67915-31-5","DB00251",1
3876,-0.349293212602013,0,0,"pe_endo","cmap","clomifene",6.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","397","Clomiphene citrate (Z,E) [50-41-9]","APRD00880","50-41-9","DB00882",1
3452,-0.348762322422476,0,0,"pe_endo","cmap","clozapine",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","C-6305","clozapine","C0009079","NULL","DB00363",1
4110,-0.34805518923809,0,0,"pe_endo","cmap","digoxin",5.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","437","Digoxin [20830-75-5]","BIOD00046","20830-75-5","DB00390",1
1117,-0.347860252156086,0,0,"pe_endo","cmap","amiloride",1.32e-05,6,"PC3","HG-U133A","DMSO","Prestwick Chemical","7","Amiloride hydrochloride dihydrate [17440-83-4]","C0002502","17440-83-4","DB00594",1
1278,-0.345954536868826,0,0,"pe_endo","cmap","ivermectin",4.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","156","Ivermectin [70288-86-7]","C0022322","70288-86-7","DB00602",1
2335,-0.345323368633802,0,0,"pe_endo","cmap","mepyramine",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","289","Pyrilamine maleate [59-33-6]","NULL","59-33-6","DB06691",1
4036,-0.343260536651845,0,0,"pe_endo","cmap","phenoxybenzamine",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","944","Phenoxybenzamine hydrochloride [63-92-3]","C0242430","63-92-3","DB00925",1
1085,-0.34255329540921,0,0,"pe_endo","cmap","imipramine",1.26e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","72","Imipramine hydrochloride [113-52-0]","C0020934","113-52-0","DB00458",1
4869,-0.341061767392083,0,0,"pe_endo","cmap","mefloquine",9.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","126","Mefloquine hydrochloride [51773-92-3]","C0282398","51773-92-3","DB00358",1
2567,-0.336962685757534,0,0,"pe_endo","cmap","deferoxamine",6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","725","Deferoxamine mesylate [138-14-7]","C0011145","138-14-7","DB00746",1
3347,-0.335735684335055,0,0,"pe_endo","cmap","nialamide",1.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1099","Nialamide [51-12-7]","C0027999","51-12-7","DB04820",1
5201,-0.331096527569766,0,0,"pe_endo","cmap","benzthiazide",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","824","Benzthiazide [91-33-8]","C0053245","91-33-8","DB00562",1
4797,-0.327542707861929,0,0,"pe_endo","cmap","verteporfin",2.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1105","Verteporfin [129497-78-5]","C0387288","129497-78-5","DB00460",1
2152,-0.327051258943441,0,0,"pe_endo","cmap","liothyronine",6.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","853","Liothyronine [6893-02-3]","C0041014","6893-02-3","DB00279",1
3927,-0.324841143567487,0,0,"pe_endo","cmap","flufenamic acid",1.42e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","203","Flufenamic acid [530-78-9]","C0016282","530-78-9","DB02266",1
4423,-0.32280964847787,0,0,"pe_endo","cmap","crotamiton",1.96e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","951","Crotamiton [483-63-6]","C0056519","483-63-6","DB00265",1
