"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
3480,-0.433129611217017,0,0,"ese_endo","cmap","aminophenazone",1.72e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","88","Amidopyrine [58-15-1]","NULL","58-15-1","DB01424",1
5410,-0.432330540533208,0,0,"ese_endo","cmap","dacarbazine",2.2e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","574","Dacarbazine [4342-03-4]","C0010927","4342-03-4","DB00851",1
3911,-0.431400133460737,0,0,"ese_endo","cmap","piracetam",2.82e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","537","Piracetam [7491-74-9]","C0031977","7491-74-9","DB09210",1
3163,-0.430704911823045,0,0,"ese_endo","cmap","propylthiouracil",2.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","494","Propylthiouracil [51-52-5]","C0033511","51-52-5","DB00550",1
4387,-0.429132965964641,0,0,"ese_endo","cmap","testosterone",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","401","Testosterone propionate [57-85-2]","C0076195","57-85-2","DB00624",1
2442,-0.428769099576379,0,0,"ese_endo","cmap","doxorubicin",6.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","438","Doxorubicin hydrochloride [25316-40-9]","C1445757","25316-40-9","DB00997",1
4368,-0.427833489286324,0,0,"ese_endo","cmap","dipyridamole",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","142","Dipyridamole [58-32-2]","C0012582","58-32-2","DB00975",1
4112,-0.427252881972509,0,0,"ese_endo","cmap","ioversol",5e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","878","Ioversol [87771-40-2]","C0063828","87771-40-2","DB09134",1
2612,-0.426082768048598,0,0,"ese_endo","cmap","cinoxacin",1.52e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","780","Cinoxacin [28657-80-9]","C0008806","28657-80-9","DB00827",1
3927,-0.425708638762205,0,0,"ese_endo","cmap","flufenamic acid",1.42e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","203","Flufenamic acid [530-78-9]","C0016282","530-78-9","DB02266",1
4440,-0.424674920907504,0,0,"ese_endo","cmap","mefloquine",9.6e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","126","Mefloquine hydrochloride [51773-92-3]","C0282398","51773-92-3","DB00358",1
392,-0.424242192625842,0,0,"ese_endo","cmap","genistein",1e-05,6,"MCF7","HT_HG-U133A_EA","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
2873,-0.423085894141722,0,0,"ese_endo","cmap","nialamide",1.34e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","1099","Nialamide [51-12-7]","C0027999","51-12-7","DB04820",1
3386,-0.42254719964265,0,0,"ese_endo","cmap","etidronic acid",1.6e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","863","Etidronic acid, disodium salt [7414-83-7]","NULL","7414-83-7","DB01077",1
3038,-0.422007895111172,0,0,"ese_endo","cmap","fluvoxamine",9.2e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","995","Fluvoxamine maleate [61718-82-9]","C0085228","61718-82-9","DB00176",1
4231,-0.42195701123163,0,0,"ese_endo","cmap","ifenprodil",8.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","311","Ifenprodil tartrate [23210-58-4]","C0063340","23210-58-4","DB08954",1
2202,-0.421916067291885,0,0,"ese_endo","cmap","capsaicin",1.3e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","879","Capsaicin [404-86-4]","C0006931","404-86-4","DB06774",1
4140,-0.421046017543384,0,0,"ese_endo","cmap","mitoxantrone",7.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","385","Mitoxantrone dihydrochloride [70476-82-3]","C0700458","70476-82-3","DB01204",1
5751,-0.420836776428003,0,0,"ese_endo","cmap","corbadrine",2.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","739","Levonordefrin [829-74-3]","NULL","829-74-3","DB06707",1
5266,-0.420187414873566,0,0,"ese_endo","cmap","metixene",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","491","Metixene hydrochloride [1553-34-0]","APRD01101","1553-34-0","DB00340",1
4577,-0.417083282915949,0,0,"ese_endo","cmap","atropine",5.8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","565","Atropine sulfate monohydrate [5908-99-6]","C0004259","5908-99-6","DB00572",1
1819,-0.416705062824008,0,0,"ese_endo","cmap","clozapine",1.22e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","350","Clozapine [5786-21-0]","C0009079","5786-21-0","DB00363",1
4749,-0.41478227656343,0,0,"ese_endo","cmap","tetryzoline",1.68e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","698","Tetrahydrozoline hydrochloride [522-48-5]","NULL","522-48-5","DB06764",1
5963,-0.413017381043322,0,0,"ese_endo","cmap","nortriptyline",1.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","254","Nortriptyline hydrochloride [894-71-3]","C0028420","894-71-3","DB00540",1
1537,-0.41171496185575,0,0,"ese_endo","cmap","lomefloxacin",1.04e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","238","Lomefloxacin hydrochloride [98079-52-8]","C0770927","98079-52-8","DB00978",1
2564,-0.407861279492017,0,0,"ese_endo","cmap","fluocinonide",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","774","Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047",1
1793,-0.407108212428499,0,0,"ese_endo","cmap","procainamide",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","337","Procainamide hydrochloride [614-39-1]","C0033216","614-39-1","DB01035",1
2004,-0.406579996133112,0,0,"ese_endo","cmap","betahistine",1.72e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","543","Betahistine mesylate [54856-23-4]","C0005301","54856-23-4","DB06698",1
5271,-0.405099519251403,0,0,"ese_endo","cmap","ciclopirox",1.5e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","541","Ciclopirox ethanolamine [41621-49-2]","C0126169","41621-49-2","DB01188",1
5714,-0.404952860284063,0,0,"ese_endo","cmap","pyridoxine",1.94e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","623","Pyridoxine hydrochloride [58-56-0]","C0772119","58-56-0","DB00165",1
879,-0.403880028586836,0,0,"ese_endo","cmap","chlorpromazine",1e-06,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
3074,-0.401547479970483,0,0,"ese_endo","cmap","cinchocaine",1.16e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","76","Dibucaine [85-79-0]","NULL","85-79-0","DB00527",1
2392,-0.400855164957787,0,0,"ese_endo","cmap","etoposide",6.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","396","Etoposide [33419-42-0]","C0015133","33419-42-0","DB00773",1
527,-0.399056071738663,0,0,"ese_endo","cmap","troglitazone",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T2573","troglitazone","C0245514","NULL","DB00197",1
1773,-0.398511420452564,0,0,"ese_endo","cmap","sulfadimidine",1.34e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","775","Sulfamethazine sodium salt [1981-58-4]","NULL","1981-58-4","DB01582",1
895,-0.397938779444291,0,0,"ese_endo","cmap","rosiglitazone",1e-05,6,"MCF7","HT_HG-U133A","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
5764,-0.397662542416989,0,0,"ese_endo","cmap","neomycin",4.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","158","Neomycin sulfate [1405-10-3]","C0770899","1405-10-3","DB00994",1
5385,-0.39686031391837,0,0,"ese_endo","cmap","berberine",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","586","Berberine chloride [633-65-8]","EXPT00672","633-65-8","DB04115",1
4945,-0.396182209072316,0,0,"ese_endo","cmap","paracetamol",2.64e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","868","Acetaminophen [103-90-2]","NULL","103-90-2","DB00316",1
3115,-0.396021914086481,0,0,"ese_endo","cmap","amiloride",1.32e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","7","Amiloride hydrochloride dihydrate [17440-83-4]","C0002502","17440-83-4","DB00594",1
4117,-0.395673262624118,0,0,"ese_endo","cmap","rolitetracycline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","849","Rolitetracycline [751-97-3]","C0035823","751-97-3","DB01301",1
2000,-0.394672342982324,0,0,"ese_endo","cmap","cetirizine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","503","Cetirizine dihydrochloride [83881-52-1]","C0055147","83881-52-1","DB00341",1
5753,-0.394460733505836,0,0,"ese_endo","cmap","milrinone",1.9e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1065","Milrinone [78415-72-2]","C0600487","78415-72-2","DB00235",1
1774,-0.394454633181773,0,0,"ese_endo","cmap","dicoumarol",1.18e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","785","Dicumarol [66-76-2]","NULL","66-76-2","DB00266",1
2519,-0.393941918886359,0,0,"ese_endo","cmap","ganciclovir",1.56e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","839","Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004",1
4378,-0.39382339317823,0,0,"ese_endo","cmap","azathioprine",1.44e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","94","Azathioprine [446-86-6]","C0887732","446-86-6","DB00993",1
4561,-0.393624558498017,0,0,"ese_endo","cmap","glibenclamide",8e-06,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","316","Glibenclamide [10238-21-8]","NULL","10238-21-8","DB01016",1
1876,-0.393502121405635,0,0,"ese_endo","cmap","ribostamycin",7.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","758","Ribostamycin sulfate salt [53797-35-6]","NULL","53797-35-6","DB03615",1
5615,-0.390338636883306,0,0,"ese_endo","cmap","lomustine",1e-04,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","L5918","lomustine","C0023972","NULL","DB01206",1
2037,-0.390202240814096,0,0,"ese_endo","cmap","budesonide",9.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","518","Budesonide [51333-22-3]","C0054201","51333-22-3","DB01222",1
