gene_symbol,logfc_dz:749,logfc_dz:748,logfc_dz:747,logfc_dz:750,logfc_dz:812,mean_logfc,median_logfc,common_experiment,organism
APOC1,,,0.025056900456547737,0.022706899791955948,,0.023881900124251842,0.023881900124251842,0.025056900456547737,human
PTGES3,,,0.024997390806674957,0.02056773379445076,0.016222434118390083,0.020595852906505268,0.02056773379445076,0.024997390806674957,human
UQCRC1,,,0.023893363773822784,0.04659640043973923,,0.035244882106781006,0.035244882106781006,0.023893363773822784,human
NDUFA12,,,0.023431090638041496,0.019518347457051277,0.018479356542229652,0.020476264879107475,0.019518347457051277,0.023431090638041496,human
MCM3,,,0.02322513237595558,,,0.02322513237595558,0.02322513237595558,0.02322513237595558,human
ADI1,,,0.022967936471104622,0.03224682807922363,0.018232740461826324,0.024482501670718193,0.022967936471104622,0.022967936471104622,human
SLIRP,,,0.022874876856803894,0.027810053899884224,,0.02534246537834406,0.02534246537834406,0.022874876856803894,human
GTF2B,,,0.02173122763633728,0.014527595601975918,,0.0181294116191566,0.0181294116191566,0.02173122763633728,human
NPC2,,,0.021081717684864998,,0.01297781616449356,0.01702976692467928,0.01702976692467928,0.021081717684864998,human
SLC40A1,,,0.02102789841592312,0.015655728057026863,0.016138000413775444,0.01760720896224181,0.016138000413775444,0.02102789841592312,human
GNL3,,,0.02097156085073948,,0.015378807671368122,0.0181751842610538,0.0181751842610538,0.02097156085073948,human
NHP2,,,0.02044154331088066,,,0.02044154331088066,0.02044154331088066,0.02044154331088066,human
CD5L,,,0.020307281985878944,0.03038710169494152,,0.025347191840410233,0.025347191840410233,0.020307281985878944,human
ACYP1,,,0.019944289699196815,,,0.019944289699196815,0.019944289699196815,0.019944289699196815,human
PTX3,,,0.019811170175671577,0.016695886850357056,0.015895042568445206,0.01746736653149128,0.016695886850357056,0.019811170175671577,human
FAM72A,,,0.01953221671283245,0.014116525650024414,,0.016824371181428432,0.016824371181428432,0.01953221671283245,human
GMNN,,,0.0192972794175148,,,0.0192972794175148,0.0192972794175148,0.0192972794175148,human
NOTCH2NL,,,0.019284360110759735,,,0.019284360110759735,0.019284360110759735,0.019284360110759735,human
MINPP1,,,0.01927190274000168,0.014797789976000786,0.03254872187972069,0.022206138198574383,0.01927190274000168,0.01927190274000168,human
STAM,,,0.019225243479013443,,0.016121666878461838,0.01767345517873764,0.01767345517873764,0.019225243479013443,human
SAC3D1,,,0.018811142072081566,,,0.018811142072081566,0.018811142072081566,0.018811142072081566,human
ANXA1,,,0.018660105764865875,-0.012959921732544899,,0.002850092016160488,0.002850092016160488,0.018660105764865875,human
MRFAP1L1,,,0.018341053277254105,,,0.018341053277254105,0.018341053277254105,0.018341053277254105,human
LOC100133583,,,0.018245382234454155,,,0.018245382234454155,0.018245382234454155,0.018245382234454155,human
PSMD14,,,0.01804571971297264,0.022541537880897522,,0.02029362879693508,0.02029362879693508,0.01804571971297264,human
PSAP,,,0.01760750636458397,,,0.01760750636458397,0.01760750636458397,0.01760750636458397,human
CLK2,,,0.01756843738257885,,,0.01756843738257885,0.01756843738257885,0.01756843738257885,human
H3F3AP4,,,0.01750473864376545,-0.051220353692770004,,-0.016857807524502277,-0.016857807524502277,0.01750473864376545,human
LYN,,,0.01721847802400589,,0.015675636008381844,0.016447057016193867,0.016447057016193867,0.01721847802400589,human
ANP32E,,,0.01713118515908718,,0.015578104183077812,0.016354644671082497,0.016354644671082497,0.01713118515908718,human
MRPL32,,,0.017009787261486053,,,0.017009787261486053,0.017009787261486053,0.017009787261486053,human
CBX1,,,0.016950475051999092,,,0.016950475051999092,0.016950475051999092,0.016950475051999092,human
NCF4,,,0.01634664461016655,0.015843506902456284,,0.016095075756311417,0.016095075756311417,0.01634664461016655,human
SMIM19,,,0.016339004039764404,,,0.016339004039764404,0.016339004039764404,0.016339004039764404,human
SEC13,,,0.016204124316573143,,,0.016204124316573143,0.016204124316573143,0.016204124316573143,human
TIMMDC1,,,0.01557251252233982,0.012315134517848492,,0.013943823520094156,0.013943823520094156,0.01557251252233982,human
CDC20,,,0.015444982796907425,,,0.015444982796907425,0.015444982796907425,0.015444982796907425,human
SNRNP25,,,0.015230834484100342,0.01638348214328289,,0.015807158313691616,0.015807158313691616,0.015230834484100342,human
MIR155HG,,,0.015211864374577999,,0.030969960615038872,0.023090912494808435,0.023090912494808435,0.015211864374577999,human
CCNB1,,,0.015182947739958763,0.013415777124464512,,0.014299362432211637,0.014299362432211637,0.015182947739958763,human
GTSF1,,,0.015134584158658981,,,0.015134584158658981,0.015134584158658981,0.015134584158658981,human
PSMB5,,,0.014932883903384209,0.03130225092172623,,0.023117567412555218,0.023117567412555218,0.014932883903384209,human
BTBD1,,,0.014867019839584827,,0.01610952988266945,0.015488274861127138,0.015488274861127138,0.014867019839584827,human
MAFB,,,0.014855182729661465,0.032393183559179306,,0.023624183144420385,0.023624183144420385,0.014855182729661465,human
DBI,,,0.01484458614140749,,,0.01484458614140749,0.01484458614140749,0.01484458614140749,human
UBA2,,,0.014786949381232262,,0.03275241702795029,0.023769683204591274,0.023769683204591274,0.014786949381232262,human
FAM83D,,,0.014749341644346714,,,0.014749341644346714,0.014749341644346714,0.014749341644346714,human
PLEK,,,0.014682699926197529,,0.019880684092640877,0.017281692009419203,0.017281692009419203,0.014682699926197529,human
CCL18,,,0.014562021009624004,,,0.014562021009624004,0.014562021009624004,0.014562021009624004,human
CDK5RAP3,,,0.014474358409643173,,,0.014474358409643173,0.014474358409643173,0.014474358409643173,human
GLUL,,,0.014376728795468807,0.014791001565754414,,0.01458386518061161,0.01458386518061161,0.014376728795468807,human
HCP5,,,0.014306014403700829,,,0.014306014403700829,0.014306014403700829,0.014306014403700829,human
MRPL51,,,0.014268724247813225,,-0.013751753605902195,0.0002584853209555149,0.0002584853209555149,0.014268724247813225,human
C1orf131,,,0.014167224057018757,0.01602233573794365,0.0133057227358222,0.014498427510261536,0.014167224057018757,0.014167224057018757,human
GAR1,,,0.014149845577776432,,0.024454984813928604,0.019302415195852518,0.019302415195852518,0.014149845577776432,human
MRPL27,,,0.014111879281699657,0.012989688664674759,,0.013550783973187208,0.013550783973187208,0.014111879281699657,human
PSMB4,,,0.014055978506803513,0.016937699168920517,,0.015496838837862015,0.015496838837862015,0.014055978506803513,human
EPDR1,,,0.014025986194610596,0.015154547989368439,,0.014590267091989517,0.014590267091989517,0.014025986194610596,human
FANCL,,,0.013950590044260025,,0.016697445884346962,0.015324017964303493,0.015324017964303493,0.013950590044260025,human
NAA38,,,0.013930283486843109,,,0.013930283486843109,0.013930283486843109,0.013930283486843109,human
LOC642361,,,0.013902891427278519,,,0.013902891427278519,0.013902891427278519,0.013902891427278519,human
ADPRHL2,,,0.01385412085801363,,,0.01385412085801363,0.01385412085801363,0.01385412085801363,human
HES6,,,0.013683171942830086,0.013338333927094936,0.018413249403238297,0.015144918424387773,0.013683171942830086,0.013683171942830086,human
AP2M1,,,0.013669457286596298,0.018570834770798683,,0.01612014602869749,0.01612014602869749,0.013669457286596298,human
TMBIM4,,,0.013639140874147415,,,0.013639140874147415,0.013639140874147415,0.013639140874147415,human
CTSB,,,0.013549434952437878,,,0.013549434952437878,0.013549434952437878,0.013549434952437878,human
LRRC70,,,0.013516819104552269,,,0.013516819104552269,0.013516819104552269,0.013516819104552269,human
TMEM69,,,0.013514488935470581,,0.016611570492386818,0.0150630297139287,0.0150630297139287,0.013514488935470581,human
C1QTNF4,,,0.013455402106046677,,,0.013455402106046677,0.013455402106046677,0.013455402106046677,human
AHSA1,,,0.0134037546813488,0.01316511444747448,,0.01328443456441164,0.01328443456441164,0.0134037546813488,human
MEA1,,,0.013373561203479767,,,0.013373561203479767,0.013373561203479767,0.013373561203479767,human
RPL35,,,0.013364769518375397,,,0.013364769518375397,0.013364769518375397,0.013364769518375397,human
KRT18,,,0.013215618208050728,,,0.013215618208050728,0.013215618208050728,0.013215618208050728,human
FAM96B,,,0.013205191120505333,,,0.013205191120505333,0.013205191120505333,0.013205191120505333,human
PRPF19,,,0.01319983322173357,,0.013870162889361382,0.013534998055547476,0.013534998055547476,0.01319983322173357,human
BEX5,,,0.013173261657357216,,,0.013173261657357216,0.013173261657357216,0.013173261657357216,human
LOC100510030,,,0.013161768205463886,,0.024844229221343994,0.01900299871340394,0.01900299871340394,0.013161768205463886,human
UPF2,,,0.01308759767562151,,,0.01308759767562151,0.01308759767562151,0.01308759767562151,human
HSPA8,,,-0.07746781408786774,,-0.1355348825454712,-0.10650134831666946,-0.10650134831666946,-0.07746781408786774,human
RPS4X,,,-0.06157294288277626,-0.04725942388176918,-0.039818841964006424,-0.04955040290951729,-0.04725942388176918,-0.06157294288277626,human
