gene_symbol,logfc_dz:592,logfc_dz:521,logfc_dz:520,logfc_dz:522,logfc_dz:519,logfc_dz:524,logfc_dz:523,mean_logfc,median_logfc,common_experiment,organism
MAL,0.028681529685854912,,,,,,,0.028681529685854912,0.028681529685854912,0.028681529685854912,human
ATP5I,0.028629230335354805,,,,,,,0.028629230335354805,0.028629230335354805,0.028629230335354805,human
NAA38,0.028584154322743416,,,,,,,0.028584154322743416,0.028584154322743416,0.028584154322743416,human
ZBTB16,0.028515322133898735,,,,,,,0.028515322133898735,0.028515322133898735,0.028515322133898735,human
MT1F,0.02847488969564438,0.15035688877105713,0.056996673345565796,0.020603572949767113,0.10584107786417007,,0.20159199833869934,0.09397751682748397,0.08141887560486794,0.02847488969564438,human
MGLL,0.028168324381113052,,,,,,,0.028168324381113052,0.028168324381113052,0.028168324381113052,human
C4orf48,0.02713090367615223,,,,,,,0.02713090367615223,0.02713090367615223,0.02713090367615223,human
RLIM,0.027037400752305984,,,,,,,0.027037400752305984,0.027037400752305984,0.027037400752305984,human
RAB13,0.026857422664761543,,,,,,,0.026857422664761543,0.026857422664761543,0.026857422664761543,human
APLNR,0.02676275372505188,0.031129946932196617,0.04311177507042885,0.027992766350507736,,0.018242862075567245,,0.029448020830750467,0.027992766350507736,0.02676275372505188,human
ANP32B,0.02666264958679676,,,,,,,0.02666264958679676,0.02666264958679676,0.02666264958679676,human
RBBP7,0.026319097727537155,,,,,,,0.026319097727537155,0.026319097727537155,0.026319097727537155,human
C1orf122,0.026271864771842957,,,,,,,0.026271864771842957,0.026271864771842957,0.026271864771842957,human
RPL24,0.02613835223019123,,,,,,,0.02613835223019123,0.02613835223019123,0.02613835223019123,human
RPS2,0.025806434452533722,,,,,,,0.025806434452533722,0.025806434452533722,0.025806434452533722,human
RPS7,0.02567475475370884,,,,,,,0.02567475475370884,0.02567475475370884,0.02567475475370884,human
RPS5,0.025443634018301964,,,,,,,0.025443634018301964,0.025443634018301964,0.025443634018301964,human
ATP6V0D1,0.02486548200249672,-0.022351060062646866,-0.0529368557035923,-0.02513252943754196,-0.027282902970910072,-0.03233565390110016,,-0.022528920012215774,-0.026207716204226017,0.02486548200249672,human
TUBB,0.02486518770456314,-0.06376633793115616,-0.022361835464835167,,-0.04443240165710449,0.03548448905348778,,-0.01404217965900898,-0.022361835464835167,0.02486518770456314,human
DYNLL1,0.02470315620303154,,,,,,,0.02470315620303154,0.02470315620303154,0.02470315620303154,human
MYBPC1,0.024460963904857635,,,,,,,0.024460963904857635,0.024460963904857635,0.024460963904857635,human
RPS21,0.024285102263092995,,,,,,,0.024285102263092995,0.024285102263092995,0.024285102263092995,human
RPL29,0.024230800569057465,,,,,,,0.024230800569057465,0.024230800569057465,0.024230800569057465,human
C14orf166,0.024045996367931366,,,,,,,0.024045996367931366,0.024045996367931366,0.024045996367931366,human
WASH1,0.023916468024253845,,,,,,,0.023916468024253845,0.023916468024253845,0.023916468024253845,human
APOC1,0.023739023134112358,,,,,,,0.023739023134112358,0.023739023134112358,0.023739023134112358,human
DCTN3,0.023661993443965912,,,,,,,0.023661993443965912,0.023661993443965912,0.023661993443965912,human
BSCL2,0.023616885766386986,-0.03910732641816139,-0.05921020731329918,-0.023361502215266228,-0.03899306803941727,-0.04781244322657585,,-0.030811276907722156,-0.03905019722878933,0.023616885766386986,human
PSMD8,0.023264095187187195,-0.01647799462080002,-0.030298255383968353,-0.02661953866481781,-0.029400568455457687,-0.023695552721619606,,-0.01720463577657938,-0.025157545693218708,0.023264095187187195,human
ATP5J,0.023150021210312843,,,,,,,0.023150021210312843,0.023150021210312843,0.023150021210312843,human
RPL23A,0.023116406053304672,-0.015774786472320557,,,,,,0.003670809790492058,0.003670809790492058,0.023116406053304672,human
PRR18,0.022916646674275398,,,,,,,0.022916646674275398,0.022916646674275398,0.022916646674275398,human
C19orf70,0.02281302958726883,,,,,,,0.02281302958726883,0.02281302958726883,0.02281302958726883,human
CRMP1,0.022782590240240097,,-0.01661246083676815,-0.015344842337071896,,,,-0.003058237644533316,-0.015344842337071896,0.022782590240240097,human
CDIPT,0.022677866742014885,,,,,,,0.022677866742014885,0.022677866742014885,0.022677866742014885,human
RPS19BP1,0.022637182846665382,,,,,,,0.022637182846665382,0.022637182846665382,0.022637182846665382,human
IPCEF1,0.022574935108423233,-0.017199913039803505,-0.02023172564804554,,,,-0.015108544379472733,-0.007491311989724636,-0.01615422870963812,0.022574935108423233,human
RPL9,0.022308221086859703,0.01694679632782936,,0.017488276585936546,,,,0.01891443133354187,0.017488276585936546,0.022308221086859703,human
TPRG1L,0.02211545966565609,,,,,,,0.02211545966565609,0.02211545966565609,0.02211545966565609,human
RPL3,0.02207842282950878,,,0.024773625656962395,,,,0.023426024243235588,0.023426024243235588,0.02207842282950878,human
SNX3,0.02194705419242382,,,,,,,0.02194705419242382,0.02194705419242382,0.02194705419242382,human
SERPINA3,0.021854594349861145,0.08109806478023529,0.024283377453684807,0.017890822142362595,0.042706310749053955,-0.045838236808776855,0.09664744138717651,0.034091767721942494,0.024283377453684807,0.021854594349861145,human
NDUFA13,0.021737348288297653,,,,,,,0.021737348288297653,0.021737348288297653,0.021737348288297653,human
CREG1,0.021609868854284286,,,,,,,0.021609868854284286,0.021609868854284286,0.021609868854284286,human
DBI,0.021553203463554382,,,,,,,0.021553203463554382,0.021553203463554382,0.021553203463554382,human
NRIP3,0.021475914865732193,,-0.024115968495607376,,,,,-0.0013200268149375916,-0.0013200268149375916,0.021475914865732193,human
CPLX1,0.021458705887198448,,-0.017970480024814606,,-0.021949823945760727,-0.02154824323952198,,-0.010002460330724716,-0.019759361632168293,0.021458705887198448,human
PAQR6,0.02144237980246544,0.02163422480225563,,0.017728501930832863,0.018808480352163315,,,0.019903396721929312,0.020125430077314377,0.02144237980246544,human
AMPD2,0.021422065794467926,,,,,,,0.021422065794467926,0.021422065794467926,0.021422065794467926,human
TBCA,0.021390588954091072,,,,,,,0.021390588954091072,0.021390588954091072,0.021390588954091072,human
SNRPD2,0.021337280049920082,,,,,,,0.021337280049920082,0.021337280049920082,0.021337280049920082,human
DGCR6L,0.02132699266076088,,,,,,,0.02132699266076088,0.02132699266076088,0.02132699266076088,human
UBB,0.02128954790532589,-0.02943437546491623,-0.04910164326429367,-0.09151992201805115,-0.031800273805856705,-0.0655396580696106,-0.0197422057390213,-0.03797836149377482,-0.031800273805856705,0.02128954790532589,human
JTB,0.021141795441508293,,,,,,,0.021141795441508293,0.021141795441508293,0.021141795441508293,human
NT5C3B,0.021067406982183456,,,,,,,0.021067406982183456,0.021067406982183456,0.021067406982183456,human
EFHD1,0.021040044724941254,,0.028830865398049355,0.026343723759055138,,,,0.025404877960681915,0.026343723759055138,0.021040044724941254,human
STMN2,0.020906593650579453,-0.05876149237155914,-0.09309682250022888,-0.029027214273810387,-0.06249971315264702,-0.0535680390894413,-0.04598802700638771,-0.046004959249070713,-0.0535680390894413,0.020906593650579453,human
EEF1A2,0.020788324996829033,-0.018789095804095268,-0.01712186075747013,,-0.022662930190563202,-0.015387593768537045,,-0.010634631104767322,-0.01712186075747013,0.020788324996829033,human
