gene_symbol,logfc_dz:1029,logfc_dz:1030,logfc_dz:1032,logfc_dz:1038,logfc_dz:1028,logfc_dz:1026,logfc_dz:1027,logfc_dz:1024,logfc_dz:1022,logfc_dz:1023,logfc_dz:464,logfc_dz:1035,logfc_dz:1025,logfc_dz:1021,logfc_dz:1041,logfc_dz:1036,logfc_dz:1037,logfc_dz:1039,logfc_dz:1040,logfc_dz:1033,logfc_dz:1034,mean_logfc,median_logfc,common_experiment,organism,signature_type
CDH10,,,,,,,,,,,,0.0622837133705616,,,,,,,,,,0.0622837133705616,0.0622837133705616,0.0622837133705616,human,UP
CD70,,,,,,,,,,,,0.0600175000727176,,,,,,,,,,0.0600175000727176,0.0600175000727176,0.0600175000727176,human,UP
NDRG2,,,,,,,,,,,,,,,,,,0.0599151104688644,,,,0.0599151104688644,0.0599151104688644,,human,UP
DLG4,,,,,,,,,,,,,,,,,,0.0336052440106868,0.0800080597400665,,,0.0568066518753767,0.0568066518753767,,human,UP
ZNF556,,,,,,,,,,,,0.0564726330339908,,,,,,,,,,0.0564726330339908,0.0564726330339908,0.0564726330339908,human,UP
EEF1A2,,,,,,,,,,,,,,,0.0307476352900266,,,0.0604472123086452,0.076289914548397,,,0.0558282540490229,0.0604472123086452,,human,UP
HSPB1,,,,,,,,,,,,,,,0.0547221787273883,,,0.0265203081071376,0.0823282673954963,,,0.0545235847433408,0.0547221787273883,,human,UP
RPL27A,,,,,,,,,,,,,,,0.0543469414114952,,,,,,,0.0543469414114952,0.0543469414114952,,human,UP
ACKR3,,,,,,,,,,,,0.0855069234967231,,,,,,,,0.0454865470528602,0.0317212864756584,0.0542382523417472,0.0454865470528602,0.0855069234967231,human,UP
KRT17,,,,,,,,,,,,0.0537924468517303,,,,,,,,,,0.0537924468517303,0.0537924468517303,0.0537924468517303,human,UP
HAPLN1,,,,,,,,,,,,0.0524221546947956,,,,,,,,,,0.0524221546947956,0.0524221546947956,0.0524221546947956,human,UP
TUBB2B,,,,,,,,,,,,,,,0.0181015022099018,,,0.0524999387562274,0.0964741706848144,0.0392075926065444,,0.051570801064372,0.0458537656813859,,human,UP
VAV3,,,,,,,,,,,,0.0504198260605335,,,,,,,,,,0.0504198260605335,0.0504198260605335,0.0504198260605335,human,UP
FOS,0.017998544499278,-0.0264845546334981,,,0.1612310856580734,0.1236525103449821,0.1134231686592102,0.0136813027784228,-0.058163933455944,0.0214823260903358,0.1812144666910171,-0.031082697212696,0.1388073116540908,-0.0213476419448852,,,,,0.0206846930086612,,,0.0503920447797729,0.0206846930086612,-0.031082697212696,human,UP
APOD,,,,,,,,,,,,,,,,,,,0.0501560010015964,,,0.0501560010015964,0.0501560010015964,,human,UP
TAF15,,,,,,,,,,,,,,,,,0.0493947342038154,,,,,0.0493947342038154,0.0493947342038154,,human,UP
SPON2,0.073951356112957,,0.0511771664023399,,0.0344310216605663,,0.0599618814885616,0.078243538737297,0.0432390533387661,0.0143345324322581,0.0856992006301879,,0.0172106306999921,0.0351949371397495,,,,,,,,0.0493443318642675,0.047208109870553,,human,UP
TNS3,,,,,,,,,,,,,,,,,,0.048525471240282,,,,0.048525471240282,0.048525471240282,,human,UP
CADM1,,,,,,,,,,,,,,,0.0572416260838508,,,0.0302263442426919,0.0556095875799655,,,0.0476925193021694,0.0556095875799655,,human,UP
CFI,,,,,,,,,,,,0.0472744479775428,,,,,,,,,,0.0472744479775428,0.0472744479775428,0.0472744479775428,human,UP
CERS6,,,,,,,,,,,,,,,,,,0.0472506769001483,,,,0.0472506769001483,0.0472506769001483,,human,UP
GNLY,0.0808371379971504,0.0838661715388298,0.0655336752533912,-0.1338314712047577,,0.1083621978759765,0.0252192709594964,0.0149585558101534,0.0470929071307182,0.0765663534402847,0.1093417331576347,,,0.0414183363318443,,,,,,,,0.0472149880264293,0.0655336752533912,,human,UP
PPFIA4,,,,,,,,,,,,,,,,,,0.0467820055782794,,,,0.0467820055782794,0.0467820055782794,,human,UP
NFIX,,,,,,,,,,,,,,,,,,0.066916324198246,0.0260876640677452,,,0.0465019941329956,0.0465019941329956,,human,UP
ST6GALNAC5,,,,,,,,,,,,0.0464256592094898,,,,,,,,,,0.0464256592094898,0.0464256592094898,0.0464256592094898,human,UP
DDX3Y,,,,,,,,,,,,0.0463210567831993,,,,,,,,,,0.0463210567831993,0.0463210567831993,0.0463210567831993,human,UP
STMN4,,,,,,,,,,,,,,,0.0162202399224042,,,0.0338164567947387,0.0867188423871994,,,0.0455851797014474,0.0338164567947387,,human,UP
PEA15,,,,,,,,,,,,,,,0.0649576410651207,-0.0229543522000312,,0.0693022236227989,0.0709874406456947,,,0.0455732382833957,0.0671299323439598,,human,UP
MMP3,,,,,,,,,,,,0.0450690686702728,,,,,,,,,,0.0450690686702728,0.0450690686702728,0.0450690686702728,human,UP
PLCH2,,,,,,,,,,,,,,,,,,0.0442506372928619,,,,0.0442506372928619,0.0442506372928619,,human,UP
LRRC17,,,,,,,,,,,,0.0442017205059528,,,,,,,,,,0.0442017205059528,0.0442017205059528,0.0442017205059528,human,UP
EPN1,,,,,,,,,,,,,,,0.0200822316110134,,,0.0344424322247505,0.0759070962667465,,,0.0434772533675034,0.0344424322247505,,human,UP
PLAC8,0.0136789539828896,,0.0206038784235715,,0.0243000667542219,0.0331032797694206,0.0555999241769313,0.0893425196409225,0.0515898913145065,0.0146202100440859,0.1024874821305275,,,0.0227169822901487,,,,,,,,0.0428043188527226,0.0287016732618212,,human,UP
CXCL14,,,,,,,,,,,,,,,,,,,,0.0426048710942268,,0.0426048710942268,0.0426048710942268,,human,UP
IL2RB,0.05710931122303,,0.0591126792132854,-0.0138035034760832,0.0313381776213645,,0.070635013282299,0.07472525537014,0.0158185325562953,0.0307752918452024,0.0575298517942428,,,,,,,,,,,0.0425822899366418,0.05710931122303,,human,UP
TMEM40,,,,,,,,,,,,0.0424916855990886,,,,,,,,,,0.0424916855990886,0.0424916855990886,0.0424916855990886,human,UP
SPATA31A7,,,,,,,,,,,,,,,,,,,,,0.0423844717442989,0.0423844717442989,0.0423844717442989,,human,UP
ZNF428,,,,,,,,,,,,,,,0.0172947440296411,,,0.068637691438198,0.0398940593004226,,,0.0419421649227539,0.0398940593004226,,human,UP
PRF1,0.1061218529939651,0.0365829281508922,0.0728734657168388,-0.0306832119822502,0.0357723720371723,,0.1046916022896766,0.0878340229392051,0.0173402316868305,0.0306318569928407,0.0678497552871704,,-0.0443276390433311,0.016339112073183,,,,,,,,0.0417521957618494,0.0361776500940322,,human,UP
RALGDS,,,,,,,,,,,,,,,,,,0.0515331849455833,0.0316363051533699,,,0.0415847450494766,0.0415847450494766,,human,UP
CCL17,,,,,,,,,,,,,,,,,,,,0.0495980568230152,0.0334787890315055,0.0415384229272604,0.0415384229272604,,human,UP
SERPINB7,,,,,,,,,,,,0.0411675162613391,,,,,,,,,,0.0411675162613391,0.0411675162613391,0.0411675162613391,human,UP
RPLP1,,,,,,,,,,,,,,,0.0294660106301307,-0.0165535360574722,0.1237134709954261,0.0263572223484516,,,,0.040745791979134,0.0279116164892911,,human,UP
NTF3,,,,,,,,,,,,0.0406968668103218,,,,,,,,,,0.0406968668103218,0.0406968668103218,0.0406968668103218,human,UP
PRDM8,,,,,,,,,,,,0.04835195094347,,,,,,,0.0325802713632583,,,0.0404661111533641,0.0404661111533641,0.04835195094347,human,UP
NDP,,,,,,,,,,,,,,,,,,0.0402879491448402,,,,0.0402879491448402,0.0402879491448402,,human,UP
KISS1,,,,,,,,,,,,0.0402599535882473,,,,,,,,,,0.0402599535882473,0.0402599535882473,0.0402599535882473,human,UP
APBB1IP,,,,,,,,,,,,0.040199052542448,,,,,,,,,,0.040199052542448,0.040199052542448,0.040199052542448,human,UP
ENOX1,,,,,,,,,,,,,,,,,,,,0.0417638681828975,0.038458202034235,0.0401110351085662,0.0401110351085662,,human,UP
MIA,,,,,,,,,,,,0.0593490712344646,,,,,,,,0.0306731723248958,0.0295867286622524,0.0398696574072043,0.0306731723248958,0.0593490712344646,human,UP
ARPP21,,,,,,,,,,,,,,,,,,0.0395917370915412,,,,0.0395917370915412,0.0395917370915412,,human,UP
COL11A1,,,,,,,,,,,,0.0392078906297683,,,,,,,,,,0.0392078906297683,0.0392078906297683,0.0392078906297683,human,UP
RYR2,,,,,,,,,,,,,,,,,,,,,0.0389393828809261,0.0389393828809261,0.0389393828809261,,human,UP
DZIP1,,,,,,,,,,,,,,,,,,,,0.0387084707617759,,0.0387084707617759,0.0387084707617759,,human,UP
FMO1,,,,,,,,,,,,0.0384906567633152,,,,,,,,,,0.0384906567633152,0.0384906567633152,0.0384906567633152,human,UP
RPS13,0.0282469522207975,,,,,0.0610453821718692,,0.0451907366514205,,,0.0141530036926269,,0.0559128262102603,,0.0263463910669088,,,,,,,0.0384825486689806,0.036718844436109,,human,UP
AKAP4,,,,,,,,,,,,,,,,,,,,,0.038463469594717,0.038463469594717,0.038463469594717,,human,UP
C1orf21,,,,,,,,,,,,,,,,,,,,0.0376534163951873,,0.0376534163951873,0.0376534163951873,,human,UP
TYRO3,,,,,,,,,,,,,,,,,,0.0351139865815639,0.0398478060960769,,,0.0374808963388204,0.0374808963388204,,human,UP
TFG,,,,,,,,,,,,,,,0.0373890921473503,,,,,,,0.0373890921473503,0.0373890921473503,,human,UP
PPBP,0.1292301416397094,0.0879727378487587,-0.0475036278367042,0.0526755228638649,0.0770479440689086,0.0291224382817745,0.0538626722991466,-0.0790747478604316,,,0.0642189905047416,,0.0920260995626449,-0.048571802675724,,,,,,,,0.0373642153360626,0.0538626722991466,,human,UP
SAA1,,,,,,,,,,,,0.0373144969344139,,,,,,,,,,0.0373144969344139,0.0373144969344139,0.0373144969344139,human,UP
FSCN1,,,,,,,,,,,,,,,,,,,0.0371151156723499,,,0.0371151156723499,0.0371151156723499,,human,UP
KLRC3,,,,,,,,,,,,,,,,,,,,0.0371070131659507,,0.0371070131659507,0.0371070131659507,,human,UP
GPNMB,,,,,,,,,,,,,,,,0.03709352388978,,,,,,0.03709352388978,0.03709352388978,,human,UP
CCL22,,,,,,,,,,,,,,,,,,,,0.0383705273270607,0.0357968285679817,0.0370836779475212,0.0370836779475212,,human,UP
ALDH9A1,,,,,,,,,,,,,,,0.0437639169394969,,,0.0302298869937658,,,,0.0369969019666314,0.0369969019666314,,human,UP
HSD17B2,,,,,,,,,,,,0.0369146019220352,,,,,,,,,,0.0369146019220352,0.0369146019220352,0.0369146019220352,human,UP
AGTR1,,,,,,,,,,,,0.0368361212313175,,,,,,,,,,0.0368361212313175,0.0368361212313175,0.0368361212313175,human,UP
GZMB,0.1222175136208534,,-0.0236237738281488,-0.0083987386897206,0.054813228547573,0.0138145638629794,0.0570640638470649,0.0360948592424392,0.0277465805411338,0.0335526727139949,0.0985655784606933,,-0.0227662771940231,0.0513211265206337,,,,,,,,0.0367001164704561,0.0348237659782171,,human,UP
POU3F3,,,,,,,,,,,,0.0366309471428394,,,,,,,,,,0.0366309471428394,0.0366309471428394,0.0366309471428394,human,UP
STK26,,,,,,,,,,,,,,,,,0.03639917075634,,,,,0.03639917075634,0.03639917075634,,human,UP
KRT1,,,,0.036356434226036,,,,,,,,,,,,,,,,,,0.036356434226036,0.036356434226036,,human,UP
CBLN1,,,,,,,,,,,,,,,,,,0.036323357373476,,,,0.036323357373476,0.036323357373476,,human,UP
JAM2,,,,,,,,,,,,0.0436599403619766,,,,,,,,,0.0288559310138225,0.0362579356878995,0.0362579356878995,0.0436599403619766,human,UP
GFRA1,,,,,,,,,,,,0.0361919403076171,,,,,,,,,,0.0361919403076171,0.0361919403076171,0.0361919403076171,human,UP
XIST,,,,-0.0271617639809846,,,,,,,,0.0995379090309143,,,,,,,,,,0.0361880725249648,0.0361880725249648,0.0995379090309143,human,UP
MXD4,,,,,,,,,,,,,,,,,,0.0422419048845768,0.0300354845821857,,,0.0361386947333812,0.0361386947333812,,human,UP
VCAM1,,,,,,,,,,,,,,,,,,,,0.0361381024122238,,0.0361381024122238,0.0361381024122238,,human,UP
DSCAM,,,,,,,,,,,,0.0361043065786361,,,,,,,,,,0.0361043065786361,0.0361043065786361,0.0361043065786361,human,UP
CX3CL1,,,,,,,,,,,,,,,,,,,0.0360958762466907,,,0.0360958762466907,0.0360958762466907,,human,UP
PIK3R2,,,,,,,,,,,,,,,,,,,0.0360439680516719,,,0.0360439680516719,0.0360439680516719,,human,UP
RASIP1,,,,,,,,,,,,0.0360318794846534,,,,,,,,,,0.0360318794846534,0.0360318794846534,0.0360318794846534,human,UP
TENM3,,,,,,,,,,,,,,,,,,,0.0359746217727661,,,0.0359746217727661,0.0359746217727661,,human,UP
RRAGD,,,,,,,,,,,,,,,0.0181621275842189,,,0.0597340017557144,0.0281327366828918,,,0.0353429553409417,0.0281327366828918,,human,UP
CPM,,,,,,,,,,,,0.0353251956403255,,,,,,,,,,0.0353251956403255,0.0353251956403255,0.0353251956403255,human,UP
PTMS,,,,,,,,,,,,,,,,,,0.0351816900074481,,,,0.0351816900074481,0.0351816900074481,,human,UP
UTS2,,,,,,,,,,,,,,,,,,,,,0.0351261384785175,0.0351261384785175,0.0351261384785175,,human,UP
PRRX2,,,,,,,,,,,,,,,,,,,,,0.0350432097911834,0.0350432097911834,0.0350432097911834,,human,UP
CPA4,,,,,,,,,,,,0.0347769409418106,,,,,,,,,,0.0347769409418106,0.0347769409418106,0.0347769409418106,human,UP
CHD8,,,,,,,,,,,,,,,,,,0.0345209054648876,,,,0.0345209054648876,0.0345209054648876,,human,UP
PSG1,,,,,,,,,,,,0.034453809261322,,,,,,,,,,0.034453809261322,0.034453809261322,0.034453809261322,human,UP
DNAJA1,,,,,,,,,,,,,,,,,,,0.0344417840242385,,,0.0344417840242385,0.0344417840242385,,human,UP
RPRM,,,,,,,,,,,,,,,,,,,0.0344362966716289,,,0.0344362966716289,0.0344362966716289,,human,UP
AGT,,,,,,,,,,,,,,,,,,,,0.0342936739325523,,0.0342936739325523,0.0342936739325523,,human,UP
PF4,0.1854074150323867,0.0695602968335151,-0.0678572282195091,0.1020444929599762,0.0806932896375656,,0.051824402064085,-0.0930241346359252,-0.0183594599366188,0.0101069035008549,0.0588971599936485,,0.0914412215352058,-0.0624886490404605,,,,,,,,0.0340204758103936,0.0553607810288667,,human,UP
ELP5,,,,,,,,,,,,,,,,,,,,0.0339386612176895,,0.0339386612176895,0.0339386612176895,,human,UP
TIAM2,,,,,,,,,,,,,,,,,,,,0.0402797497808933,0.0272755231708288,0.033777636475861,0.033777636475861,,human,UP
FABP6,,,,,,,,,,,,,,,,,,,,0.0335151068866252,,0.0335151068866252,0.0335151068866252,,human,UP
B3GAT1,,,,,,,,,,,,0.0334605388343334,,,,,,,,,,0.0334605388343334,0.0334605388343334,0.0334605388343334,human,UP
NEUROG3,,,,,,,,,,,,0.0333576723933219,,,,,,,,,,0.0333576723933219,0.0333576723933219,0.0333576723933219,human,UP
QDPR,,,,,,,,,,,,0.0175850000232458,,,0.0255734920501709,,,0.0564437098801136,,,,0.0332007339845101,0.0255734920501709,0.0175850000232458,human,UP
BSDC1,,,,,,,,,,,,,,,,,,0.0331772454082965,,,,0.0331772454082965,0.0331772454082965,,human,UP
CNIH3,,,,,,,,,,,,,,,,,,,,0.0303871240466833,0.0358842201530933,0.0331356720998883,0.0331356720998883,,human,UP
AOC4P,,,,,,,,,,,,,,,0.0329480916261673,,,,,,,0.0329480916261673,0.0329480916261673,,human,UP
PSG5,,,,,,,,,,,,,,,,0.0328964628279209,,,,,,0.0328964628279209,0.0328964628279209,,human,UP
FCGBP,,,,,,,,,,,,,,,,,,0.032888863235712,,,,0.032888863235712,0.032888863235712,,human,UP
DDX43,,,,,,,,,,,,,,,,,,,,0.0328800678253173,,0.0328800678253173,0.0328800678253173,,human,UP
RETN,0.0327654220163822,,,,,,,,,,,,,,,,,,,,,0.0327654220163822,0.0327654220163822,,human,UP
PAQR6,,,,,,,,,,,,,,,,,,0.032726552337408,,,,0.032726552337408,0.032726552337408,,human,UP
GPR162,,,,,,,,,,,,,,,,,,,0.0325471684336662,,,0.0325471684336662,0.0325471684336662,,human,UP
UBD,,,,,,,,,,,,,,,,,,,,0.0323728919029235,,0.0323728919029235,0.0323728919029235,,human,UP
HTR2B,,,,,,,,,,,,,,,,,,,,0.0323108434677124,,0.0323108434677124,0.0323108434677124,,human,UP
IER2,,-0.0422432571649551,0.0644833445549011,-0.0211477167904377,0.1120600178837776,0.0484846644103527,0.0184497646987438,-0.0161485895514488,,,0.0997186303138732,,0.0281815268099308,0.0309401471167802,,,,,,,,0.0322778532281518,0.0295608369633555,,human,UP
OLIG2,,,,,,,,,,,,,,,,,,,0.0320980697870254,,,0.0320980697870254,0.0320980697870254,,human,UP
GFAP,,,,,,,,,,,,,,,,,,0.0216999053955078,0.0424843356013298,,,0.0320921204984188,0.0320921204984188,,human,UP
NKG7,0.10547886043787,-0.0389006100594997,0.0807078331708908,-0.1303538531064987,0.0649828389286995,0.0205053649842739,0.0766915753483772,0.1578679829835891,0.0295537337660789,0.0318716466426849,0.0393614768981933,,-0.0765105932950973,0.0552502386271953,,,,,,,,0.0320389611789813,0.0393614768981933,,human,UP
TIMM10,,,,,,,,,,,,,,,0.0419478304684162,,,,0.0220711659640073,,,0.0320094982162117,0.0320094982162117,,human,UP
DAPK2,,,,,,,,,,,,,,,,,,,,0.0382519736886024,0.0257006771862506,0.0319763254374265,0.0319763254374265,,human,UP
TM4SF20,,,,,,,,,,,,0.0319252461194992,,,,,,,,,,0.0319252461194992,0.0319252461194992,0.0319252461194992,human,UP
TIAM1,,,,,,,,,,,,,,,,,,0.031891506165266,,,,0.031891506165266,0.031891506165266,,human,UP
AIRE,,,,,,,,,,,,,,,0.031819149851799,,,,,,,0.031819149851799,0.031819149851799,,human,UP
BIN1,,,,,,,,,,,,,,,,,,,0.0317829027771949,,,0.0317829027771949,0.0317829027771949,,human,UP
TACSTD2,,,,,,,,,,,,,,,,,,,,0.0362934954464435,0.0272652804851531,0.0317793879657983,0.0317793879657983,,human,UP
HIPK2,,,,,,,,,,,,,,,,,,0.0361657403409481,0.0273805130273103,,,0.0317731266841292,0.0317731266841292,,human,UP
BCL2A1,-0.0168282706290483,0.0175337567925453,,,0.0662610605359077,0.0329384393990039,0.0549904890358448,,,-0.0149095393717288,0.0859388932585716,,,0.0265175607055425,,,,,,,,0.0315552987158298,0.0297280000522732,,human,UP
PODXL,,,,,,,,,,,,,,,,,0.0315127484500408,,,,,0.0315127484500408,0.0315127484500408,,human,UP
KCNJ8,,,,,,,,,,,,0.0314221642911434,,,,,,,,,,0.0314221642911434,0.0314221642911434,0.0314221642911434,human,UP
BUB3,,,,,,,,,,,,,,,,,0.0313814766705036,,,,,0.0313814766705036,0.0313814766705036,,human,UP
GATA6,,,,,,,,,,,,0.0312718525528907,,,,,,,,,,0.0312718525528907,0.0312718525528907,0.0312718525528907,human,UP
RPL4,,0.1418366581201553,-0.0196783822029829,-0.078946828842163,,0.0638268664479255,0.0410736612975597,0.0617243722081184,0.0373108722269535,0.0345373414456844,0.0502282567322254,,0.032866071909666,-0.024664107710123,0.0337880067527294,,,,,,,0.0311585656988124,0.0359241068363189,,human,UP
PRL,,,,,,,,,,,,,,,,,,,,0.0310496836900711,,0.0310496836900711,0.0310496836900711,,human,UP
SLC8A2,,,,,,,,,,,,,,,,,,0.0221005473285913,0.0395336747169494,,,0.0308171110227704,0.0308171110227704,,human,UP
ZWINT,,,,,,,,0.0307841096073389,,,,,,,,,,,,,,0.0307841096073389,0.0307841096073389,,human,UP
APOC1,,,,,,,,,,,,,,,,,,,0.030775373801589,,,0.030775373801589,0.030775373801589,,human,UP
CLIP3,,,,,,,,,,,,,,,-0.0191747937351465,,,0.0593383125960826,0.0520202629268169,,,0.0307279272625843,0.0520202629268169,,human,UP
KIAA1549L,,,,,,,,,,,,,,,,,,,,0.0378793179988861,0.0235704109072685,0.0307248644530773,0.0307248644530773,,human,UP
MXRA5,,,,,,,,,,,,0.0307176262140274,,,,,,,,,,0.0307176262140274,0.0307176262140274,0.0307176262140274,human,UP
TMEM158,,,,,,,,,,,,,,,0.028615403920412,,,0.045071754604578,0.0182243809103965,,,0.0306371798117955,0.028615403920412,,human,UP
CDKN2A,,,,,,,,,,,,0.0305357258766889,,,,,,,,,,0.0305357258766889,0.0305357258766889,0.0305357258766889,human,UP
RPL8,0.1115870624780654,0.0355419293045997,,-0.059828832745552,0.0150439729914069,0.0412289649248123,0.0238847434520721,0.1816078722476959,0.1034968569874763,,0.1170799136161804,,0.0326129272580146,-0.0592596232891082,,-0.0713202431797981,-0.0161566715687513,-0.0299544595181942,,,,0.0303974580684942,0.0282488353550434,,human,UP
TRIM58,,,,0.030323451384902,,,,,,,,,,,,,,,,,,0.030323451384902,0.030323451384902,,human,UP
RNF11,,,,0.0302386470139026,,,,,,,,,,,,,,,,,,0.0302386470139026,0.0302386470139026,,human,UP
KRT16,,,,,,,,,,,,0.0302121099084615,,,,,,,,,,0.0302121099084615,0.0302121099084615,0.0302121099084615,human,UP
SERPINB2,,,,,,,,,,,,,,,,,,,,0.035694733262062,0.0245274268090724,0.0301110800355672,0.0301110800355672,,human,UP
FYN,,,,,,,,,,,,,,,,,,,,0.0299022775143384,,0.0299022775143384,0.0299022775143384,,human,UP
RNASET2,,,,,,,,,,,,,,,,,,0.0298915989696979,,,,0.0298915989696979,0.0298915989696979,,human,UP
PSG2,,,,,,,,,,,,0.0297901183366775,,,,,,,,,,0.0297901183366775,0.0297901183366775,0.0297901183366775,human,UP
KLRF1,0.0514752715826034,,0.0326876007020473,-0.0105367125943303,0.022955996915698,,0.0416897758841514,0.0409153290092945,0.0285276900976896,0.012666075490415,0.0469677187502384,,,,,,,,,,,0.0297054162042008,0.0326876007020473,,human,UP
TECR,,,,,,,,,,,,,,,,,0.0296381041407585,,,,,0.0296381041407585,0.0296381041407585,,human,UP
GIMAP5,,,,,,,,,,,,,,,,,,,,0.0330882370471954,0.0261437688022851,0.0296160029247403,0.0296160029247403,,human,UP
EIF2AK2,,,,,,,,,,,,,,,,,,,0.0295736975967884,,,0.0295736975967884,0.0295736975967884,,human,UP
CELF2,,,,,,,,,,,,0.0293799582868814,,,,,,,,,,0.0293799582868814,0.0293799582868814,0.0293799582868814,human,UP
FBP2,,,,,,,,,,,,,,,,,,,,0.0210080500692129,0.0376294516026973,0.0293187508359551,0.0293187508359551,,human,UP
HBA2,-0.0907807126641273,0.0583882443606853,0.3241703808307647,0.0321946702897548,0.1753748208284378,0.2089739888906479,0.1176999732851982,-0.0865998268127441,0.068866916000843,-0.6018500924110413,0.0920151993632316,,-0.082856647670269,0.1187668144702911,0.0403237529098987,,,-0.0171866007149219,0.1108798235654831,,,0.0292737940326333,0.0636275801807642,,human,UP
CPA3,,,,,,,,,,,,0.0292136091738939,,,,,,,,,,0.0292136091738939,0.0292136091738939,0.0292136091738939,human,UP
FABP7,,,,,,,,,,,,,,,,,0.0178931560367345,0.0404286123812198,,,,0.0291608842089772,0.0291608842089772,,human,UP
ARL14,,,,,,,,,,,,,,,,,,,,,0.0291368961334228,0.0291368961334228,0.0291368961334228,,human,UP
HS3ST3A1,,,,,,,,,,,,,,,,,,,,0.0290725752711296,,0.0290725752711296,0.0290725752711296,,human,UP
NR2F1,,,,,,,,,,,,,,,0.0162554960697889,,,0.0462077893316745,0.0247377045452594,,,0.0290669966489076,0.0247377045452594,,human,UP
SPOP,,,,,,,,,,,,,,,,,,0.0417205393314361,0.0163937341421842,,,0.0290571367368102,0.0290571367368102,,human,UP
DENND2D,0.013471464626491,0.0201670359820127,0.0290006250143051,,0.0267129372805356,0.0238038655370473,,0.033498041331768,0.0386162810027599,0.0270816907286643,0.0488025620579719,,,,,,,,,,,0.0290171670623951,0.0270816907286643,,human,UP
C1orf105,,,,,,,,,,,,,,,,,,,,0.0289134513586759,,0.0289134513586759,0.0289134513586759,,human,UP
GABARAPL1,,,,,,,,,,,,,,,,,,0.0286870505660772,,,,0.0286870505660772,0.0286870505660772,,human,UP
PDIA4,,,,,,,,,,,,,,,,,0.0286141019314527,,,,,0.0286141019314527,0.0286141019314527,,human,UP
IGFBP2,,,,,,,,,,,,,,,,,,,,,0.0286063570529222,0.0286063570529222,0.0286063570529222,,human,UP
ZNF239,,,,,,,,,,,,,,,,,,,,,0.0285345707088708,0.0285345707088708,0.0285345707088708,,human,UP
CYTH3,,,,,,,,,,,,,,,,,,,,0.0285246931016445,,0.0285246931016445,0.0285246931016445,,human,UP
KLRC1,,,,,,,,,,,,,,,,,,,,0.0284177679568529,,0.0284177679568529,0.0284177679568529,,human,UP
BSN,,,,,,,,,,,,,,,,,,,,0.0283751916140317,,0.0283751916140317,0.0283751916140317,,human,UP
ZNF91,,,,,,,,,,,,,,,,,,0.0282415505498647,,,,0.0282415505498647,0.0282415505498647,,human,UP
ZMIZ1,,,,,,,,,,,,,,,0.0210059192031621,,,0.0323486812412738,0.0313473902642726,,,0.0282339969029029,0.0313473902642726,,human,UP
EXTL1,,,,,,,,,,,,0.0282306652516126,,,,,,,,,,0.0282306652516126,0.0282306652516126,0.0282306652516126,human,UP
CDH1,,,,,,,,,,,,,,,,,,,,,0.0282255318015813,0.0282255318015813,0.0282255318015813,,human,UP
RPL19,0.0131682772189378,0.0920359715819358,,-0.1028474494814872,0.0561358444392681,0.073059044778347,-0.0313200093805789,0.0613318271934986,0.0365577675402164,,0.0342224836349487,,,,,,,0.0496585592627525,0.0284164045006036,,,0.0282198837534947,0.0365577675402164,,human,UP
SGSM2,,,,,,,,,,,,,,,,,,,0.0282158087939023,,,0.0282158087939023,0.0282158087939023,,human,UP
KRT18,,,,,,,,,,,,0.0281980969011783,,,,,,,,,,0.0281980969011783,0.0281980969011783,0.0281980969011783,human,UP
